"Pathway","KO","protein_id","gene","product","Description"
"map01100","K02275","WP_049892532.1","QSJ49_RS10220","cytochrome c oxidase subunit II","Metabolic pathways"
"map01100","K00174","WP_010902308.1","QSJ49_RS03330","2-oxoacid:acceptor oxidoreductase subunit alpha","Metabolic pathways"
"map01100","K19268","WP_205251174.1","QSJ49_RS00075","methylaspartate mutase subunit E","Metabolic pathways"
"map01100","K22699","WP_010903946.1","QSJ49_RS01405","sulfide-dependent adenosine diphosphate thiazole synthase","Metabolic pathways"
"map01100","K01945","WP_285255027.1","QSJ49_RS06640","phosphoribosylamine--glycine ligase","Metabolic pathways"
"map01100","K00945","WP_010903263.1","QSJ49_RS08315","(d)CMP kinase","Metabolic pathways"
"map01100","K16869","WP_205251284.1","QSJ49_RS01130","biotin/lipoate A/B protein ligase family protein","Metabolic pathways"
"map01100","K07306","WP_205251647.1","QSJ49_RS04745","molybdopterin-dependent oxidoreductase","Metabolic pathways"
"map01100","K00031","WP_010903372.1","QSJ49_RS08895","NADP-dependent isocitrate dehydrogenase","Metabolic pathways"
"map01100","K00812","WP_205251525.1","QSJ49_RS03440","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Metabolic pathways"
"map01100","K01620","WP_205251261.1","QSJ49_RS00750","low specificity L-threonine aldolase","Metabolic pathways"
"map01100","K02233","WP_205250868.1","QSJ49_RS07750","adenosylcobinamide-GDP ribazoletransferase","Metabolic pathways"
"map01100","K03787","WP_338416919.1","QSJ49_RS06400","5'/3'-nucleotidase SurE","Metabolic pathways"
"map01100","K06920","WP_205250722.1","QSJ49_RS11670","7-cyano-7-deazaguanine synthase QueC","Metabolic pathways"
"map01100","K00021","WP_010903374.1","QSJ49_RS08905","hydroxymethylglutaryl-CoA reductase (NADPH)","Metabolic pathways"
"map01100","K12960","WP_205251161.1","QSJ49_RS10435","amidohydrolase","Metabolic pathways"
"map01100","K00133","WP_205250803.1","QSJ49_RS07160","aspartate-semialdehyde dehydrogenase","Metabolic pathways"
"map01100","K01736","WP_338416912.1","QSJ49_RS06340","chorismate synthase","Metabolic pathways"
"map01100","K22223","WP_205251615.1","QSJ49_RS04310","phosphoglycolate phosphatase","Metabolic pathways"
"map01100","K04518","WP_205251149.1","QSJ49_RS10325","prephenate dehydratase","Metabolic pathways"
"map01100","K01897","WP_205251084.1","QSJ49_RS09670","long-chain fatty acid--CoA ligase","Metabolic pathways"
"map01100","K02191","WP_010903131.1","QSJ49_RS07640","precorrin-6Y C5-2C15-methyltransferase (decarboxylating) subunit CbiT","Metabolic pathways"
"map01100","K00558","WP_205250680.1","QSJ49_RS10750","DNA cytosine methyltransferase","Metabolic pathways"
"map01100","K01661","WP_010902774.1","QSJ49_RS05730","1-2C4-dihydroxy-2-naphthoyl-CoA synthase","Metabolic pathways"
"map01100","K00941","WP_205251297.1","QSJ49_RS01410","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","Metabolic pathways"
"map01100","K00796","WP_205251482.1","QSJ49_RS03085","dihydropteroate synthase","Metabolic pathways"
"map01100","K02473","WP_205251339.1","QSJ49_RS01825","SDR family oxidoreductase","Metabolic pathways"
"map01100","K01619","WP_205250991.1","QSJ49_RS08840","deoxyribose-phosphate aldolase","Metabolic pathways"
"map01100","K01489","WP_010902631.1","QSJ49_RS05010","cytidine deaminase","Metabolic pathways"
"map01100","K01951","WP_205251271.1","QSJ49_RS00960","type 1 glutamine amidotransferase","Metabolic pathways"
"map01100","K00282","WP_338416949.1","QSJ49_RS07810","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","Metabolic pathways"
"map01100","K01940","WP_205251259.1","QSJ49_RS00705","argininosuccinate synthase","Metabolic pathways"
"map01100","K01689","WP_010902821.1","QSJ49_RS05985","phosphopyruvate hydratase","Metabolic pathways"
"map01100","K10026","WP_010904152.1","QSJ49_RS11665","7-carboxy-7-deazaguanine synthase QueE","Metabolic pathways"
"map01100","K14654","WP_136361455.1","QSJ49_RS06465","2-2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase","Metabolic pathways"
"map01100","K00610","WP_229373338.1","QSJ49_RS11645","aspartate carbamoyltransferase regulatory subunit","Metabolic pathways"
"map01100","K01520","WP_010903920.1","QSJ49_RS01275","deoxyuridine 5'-triphosphate nucleotidohydrolase","Metabolic pathways"
"map01100","K01641","WP_285253456.1","QSJ49_RS07865","hydroxymethylglutaryl-CoA synthase","Metabolic pathways"
"map01100","K06048","WP_205251871.1","QSJ49_RS07015","glutamate--cysteine ligase","Metabolic pathways"
"map01100","K00341","WP_010902441.1","QSJ49_RS04025","NADH-quinone oxidoreductase subunit L","Metabolic pathways"
"map01100","K00973","WP_205251469.1","QSJ49_RS03000","NDP-sugar synthase","Metabolic pathways"
"map01100","K09482","WP_205250982.1","QSJ49_RS08780","Glu-tRNA(Gln) amidotransferase subunit GatD","Metabolic pathways"
"map01100","K01657","WP_205250900.1","QSJ49_RS07995","anthranilate synthase component I","Metabolic pathways"
"map01100","K26208","WP_010903356.1","QSJ49_RS08815","carbohydrate kinase family protein","Metabolic pathways"
"map01100","K02435","WP_012289242.1","QSJ49_RS04905","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","Metabolic pathways"
"map01100","K00928","WP_010903772.1","QSJ49_RS00465","aspartate kinase","Metabolic pathways"
"map01100","K01738","WP_136361467.1","QSJ49_RS06625","PLP-dependent cysteine synthase family protein","Metabolic pathways"
"map01100","K01895","WP_205251514.1","QSJ49_RS03370","AMP-binding protein","Metabolic pathways"
"map01100","K00605","WP_205251308.1","QSJ49_RS01565","aminomethyltransferase family protein","Metabolic pathways"
"map01100","K00812","WP_205251582.1","QSJ49_RS03960","pyridoxal phosphate-dependent aminotransferase","Metabolic pathways"
"map01100","K01499","WP_010903231.1","QSJ49_RS08145","methenyltetrahydromethanopterin cyclohydrolase","Metabolic pathways"
"map01100","K00926","WP_205250656.1","QSJ49_RS11625","carbamate kinase","Metabolic pathways"
"map01100","K01696","WP_205251433.1","QSJ49_RS02690","tryptophan synthase subunit beta","Metabolic pathways"
"map01100","K01657","WP_205251465.1","QSJ49_RS02975","aminodeoxychorismate synthase-2C component I","Metabolic pathways"
"map01100","K02189","WP_136361491.1","QSJ49_RS07655","cobalt-precorrin 5A hydrolase","Metabolic pathways"
"map01100","K23269","WP_285253815.1","QSJ49_RS04880","phosphoribosylformylglycinamidine synthase subunit PurL","Metabolic pathways"
"map01100","K13745","WP_235158158.1","QSJ49_RS11965","aspartate aminotransferase family protein","Metabolic pathways"
"map01100","K03644","WP_010903644.1","QSJ49_RS10300","lipoyl synthase","Metabolic pathways"
"map01100","K00939","WP_010903261.1","QSJ49_RS08305","adenylate kinase","Metabolic pathways"
"map01100","K00796","WP_205251845.1","QSJ49_RS06795","dihydropteroate synthase","Metabolic pathways"
"map01100","K00973","WP_205251739.1","QSJ49_RS05615","UTP--glucose-1-phosphate uridylyltransferase AglF","Metabolic pathways"
"map01100","K00948","WP_205251138.1","QSJ49_RS10250","ribose-phosphate pyrophosphokinase","Metabolic pathways"
"map01100","K02123","WP_205251114.1","QSJ49_RS09990","V-type ATP synthase subunit I","Metabolic pathways"
"map01100","K03750","WP_136361060.1","QSJ49_RS01860","molybdopterin biosynthesis protein","Metabolic pathways"
"map01100","K00088","WP_012289261.1","QSJ49_RS05400","IMP dehydrogenase","Metabolic pathways"
"map01100","K01478","WP_205250657.1","QSJ49_RS11620","arginine deiminase family protein","Metabolic pathways"
"map01100","K01902","WP_010903125.1","QSJ49_RS07590","succinate--CoA ligase subunit alpha","Metabolic pathways"
"map01100","K01953","WP_338416985.1","QSJ49_RS04890","asparagine synthetase B","Metabolic pathways"
"map01100","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Metabolic pathways"
"map01100","K03785","WP_012289139.1","QSJ49_RS02720","type I 3-dehydroquinate dehydratase","Metabolic pathways"
"map01100","K00943","WP_010903416.1","QSJ49_RS09115","dTMP kinase","Metabolic pathways"
"map01100","K01079","WP_235157065.1","QSJ49_RS00660","phosphoserine phosphatase SerB","Metabolic pathways"
"map01100","K01494","WP_010902137.1","QSJ49_RS02465","dCTP deaminase","Metabolic pathways"
"map01100","K06215","WP_010903311.1","QSJ49_RS08580","pyridoxal 5'-phosphate synthase lyase subunit PdxS","Metabolic pathways"
"map01100","K00640","WP_010903081.1","QSJ49_RS07350","serine O-acetyltransferase","Metabolic pathways"
"map01100","K17488","WP_010903394.1","QSJ49_RS09000","GTP cyclohydrolase MptA","Metabolic pathways"
"map01100","K02230","WP_205250860.1","QSJ49_RS07700","cobaltochelatase subunit CobN","Metabolic pathways"
"map01100","K01595","WP_010903679.1","QSJ49_RS10475","phosphoenolpyruvate carboxylase","Metabolic pathways"
"map01100","K00013","WP_338416941.1","QSJ49_RS07190","histidinol dehydrogenase","Metabolic pathways"
"map01100","K02122","WP_010903580.1","QSJ49_RS09970","V-type ATP synthase subunit F","Metabolic pathways"
"map01100","K00766","WP_205251011.1","QSJ49_RS09045","anthranilate phosphoribosyltransferase","Metabolic pathways"
"map01100","K04835","WP_205251175.1","QSJ49_RS00080","methylaspartate ammonia-lyase","Metabolic pathways"
"map01100","K18933","WP_205251439.1","QSJ49_RS02775","tyrosine decarboxylase MfnA","Metabolic pathways"
"map01100","K02434","WP_205251448.1","QSJ49_RS02835","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","Metabolic pathways"
"map01100","K00800","WP_338416916.1","QSJ49_RS06360","3-phosphoshikimate 1-carboxyvinyltransferase","Metabolic pathways"
"map01110","K20611","WP_205250939.1","QSJ49_RS08420","phytoene desaturase family protein","Biosynthesis of secondary metabolites"
"map01110","K00765","WP_136361584.1","QSJ49_RS10425","ATP phosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01092","WP_010903001.1","QSJ49_RS06925","inositol monophosphatase","Biosynthesis of secondary metabolites"
"map01110","K14656","WP_136361131.1","QSJ49_RS04540","adenylyltransferase/cytidyltransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K00626","WP_205251599.1","QSJ49_RS04155","thiolase domain-containing protein","Biosynthesis of secondary metabolites"
"map01110","K00248","WP_205251630.1","QSJ49_RS04535","acyl-CoA dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K04517","WP_235157811.1","QSJ49_RS06375","prephenate dehydrogenase/arogenate dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K11176","WP_010903769.1","QSJ49_RS00450","IMP cyclohydrolase","Biosynthesis of secondary metabolites"
"map01110","K00133","WP_205250803.1","QSJ49_RS07160","aspartate-semialdehyde dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K23144","WP_205251326.1","QSJ49_RS01755","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01923","WP_205251022.1","QSJ49_RS09150","phosphoribosylaminoimidazolesuccinocarboxamide synthase","Biosynthesis of secondary metabolites"
"map01110","K04518","WP_205251149.1","QSJ49_RS10325","prephenate dehydratase","Biosynthesis of secondary metabolites"
"map01110","K17942","WP_205251563.1","QSJ49_RS03815","phosphomevalonate decarboxylase MvaD","Biosynthesis of secondary metabolites"
"map01110","K00928","WP_010903772.1","QSJ49_RS00465","aspartate kinase","Biosynthesis of secondary metabolites"
"map01110","K01749","WP_338416965.1","QSJ49_RS00275","hydroxymethylbilane synthase","Biosynthesis of secondary metabolites"
"map01110","K00973","WP_205251469.1","QSJ49_RS03000","NDP-sugar synthase","Biosynthesis of secondary metabolites"
"map01110","K22225","WP_205250952.1","QSJ49_RS08520","Lrp/AsnC family transcriptional regulator","Biosynthesis of secondary metabolites"
"map01110","K11646","WP_010902185.1","QSJ49_RS02710","3-dehydroquinate synthase II","Biosynthesis of secondary metabolites"
"map01110","K16306","WP_010902183.1","QSJ49_RS02700","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_136361001.1","QSJ49_RS01530","SDR family oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K00973","WP_205251739.1","QSJ49_RS05615","UTP--glucose-1-phosphate uridylyltransferase AglF","Biosynthesis of secondary metabolites"
"map01110","K01903","WP_012289349.1","QSJ49_RS07585","ADP-forming succinate--CoA ligase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K24866","WP_205250951.1","QSJ49_RS08515","bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase","Biosynthesis of secondary metabolites"
"map01110","K00113","WP_205251041.1","QSJ49_RS09280","anaerobic glycerol-3-phosphate dehydrogenase subunit C","Biosynthesis of secondary metabolites"
"map01110","K01940","WP_205251259.1","QSJ49_RS00705","argininosuccinate synthase","Biosynthesis of secondary metabolites"
"map01110","K00605","WP_205251308.1","QSJ49_RS01565","aminomethyltransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K00627","WP_010903647.1","QSJ49_RS10315","dihydrolipoamide acetyltransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K01803","WP_010902734.1","QSJ49_RS05510","triose-phosphate isomerase","Biosynthesis of secondary metabolites"
"map01110","K00801","WP_205251602.1","QSJ49_RS04170","phytoene/squalene synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K01588","WP_010902432.1","QSJ49_RS03980","5-(carboxyamino)imidazole ribonucleotide mutase","Biosynthesis of secondary metabolites"
"map01110","K22226","WP_010902854.1","QSJ49_RS06155","TIGR04347 family pseudo-SAM/SPASM protein","Biosynthesis of secondary metabolites"
"map01110","K01895","WP_136361311.1","QSJ49_RS05375","acetate--CoA ligase","Biosynthesis of secondary metabolites"
"map01110","K01823","WP_205250968.1","QSJ49_RS08675","NUDIX domain-containing protein","Biosynthesis of secondary metabolites"
"map01110","K00789","WP_285265534.1","QSJ49_RS06610","methionine adenosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00058","WP_235157063.1","QSJ49_RS00665","phosphoglycerate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K17103","WP_010902547.1","QSJ49_RS04565","protein sorting system archaetidylserine synthase","Biosynthesis of secondary metabolites"
"map01110","K01091","WP_205250949.1","QSJ49_RS08500","HAD family hydrolase","Biosynthesis of secondary metabolites"
"map01110","K01523","WP_010903939.1","QSJ49_RS01370","phosphoribosyl-ATP diphosphatase","Biosynthesis of secondary metabolites"
"map01110","K00606","WP_205250825.1","QSJ49_RS07335","3-methyl-2-oxobutanoate hydroxymethyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00549","WP_338416902.1","QSJ49_RS06060","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","Biosynthesis of secondary metabolites"
"map01110","K11263","WP_205250846.1","QSJ49_RS07545","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K00283","WP_235262944.1","QSJ49_RS07805","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","Biosynthesis of secondary metabolites"
"map01110","K00021","WP_010903374.1","QSJ49_RS08905","hydroxymethylglutaryl-CoA reductase (NADPH)","Biosynthesis of secondary metabolites"
"map01110","K15778","WP_205251141.1","QSJ49_RS10265","phosphoglucosamine mutase","Biosynthesis of secondary metabolites"
"map01110","K00800","WP_338416916.1","QSJ49_RS06360","3-phosphoshikimate 1-carboxyvinyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00033","WP_205251290.1","QSJ49_RS01200","NADP-dependent phosphogluconate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01736","WP_338416912.1","QSJ49_RS06340","chorismate synthase","Biosynthesis of secondary metabolites"
"map01110","K01657","WP_205251465.1","QSJ49_RS02975","aminodeoxychorismate synthase-2C component I","Biosynthesis of secondary metabolites"
"map01110","K00927","WP_136361431.1","QSJ49_RS06290","phosphoglycerate kinase","Biosynthesis of secondary metabolites"
"map01110","K01810","WP_205251055.1","QSJ49_RS09370","glucose-6-phosphate isomerase","Biosynthesis of secondary metabolites"
"map01110","K02291","WP_010903227.1","QSJ49_RS08125","phytoene/squalene synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_285271477.1","QSJ49_RS06780","SDR family NAD(P)-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K00940","WP_010902835.1","QSJ49_RS06055","nucleoside-diphosphate kinase","Biosynthesis of secondary metabolites"
"map01110","K00605","WP_205250875.1","QSJ49_RS07820","glycine cleavage system aminomethyltransferase GcvT","Biosynthesis of secondary metabolites"
"map01110","K02552","WP_010902776.1","QSJ49_RS05740","isochorismate synthase MenF","Biosynthesis of secondary metabolites"
"map01110","K00016","WP_010903765.1","QSJ49_RS00415","malate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00174","WP_010902308.1","QSJ49_RS03330","2-oxoacid:acceptor oxidoreductase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K02492","WP_010903296.1","QSJ49_RS08510","glutamyl-tRNA reductase","Biosynthesis of secondary metabolites"
"map01110","K00602","WP_205251483.1","QSJ49_RS03090","formyltransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K02858","WP_205251107.1","QSJ49_RS09910","3-2C4-dihydroxy-2-butanone-4-phosphate synthase","Biosynthesis of secondary metabolites"
"map01110","K01807","WP_205251169.1","QSJ49_RS00010","ribose 5-phosphate isomerase A","Biosynthesis of secondary metabolites"
"map01110","K00873","WP_010902196.1","QSJ49_RS02765","pyruvate kinase","Biosynthesis of secondary metabolites"
"map01110","K15633","WP_205251003.1","QSJ49_RS08950","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Biosynthesis of secondary metabolites"
"map01110","K01756","WP_338416983.1","QSJ49_RS03095","adenylosuccinate lyase","Biosynthesis of secondary metabolites"
"map01110","K01945","WP_285255027.1","QSJ49_RS06640","phosphoribosylamine--glycine ligase","Biosynthesis of secondary metabolites"
"map01110","K01695","WP_205251434.1","QSJ49_RS02695","tryptophan synthase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K00817","WP_235158092.1","QSJ49_RS05530","histidinol-phosphate transaminase","Biosynthesis of secondary metabolites"
"map01110","K00282","WP_338416949.1","QSJ49_RS07810","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","Biosynthesis of secondary metabolites"
"map01110","K01659","WP_205251101.1","QSJ49_RS09815","citrate synthase","Biosynthesis of secondary metabolites"
"map01110","K01478","WP_205250657.1","QSJ49_RS11620","arginine deiminase family protein","Biosynthesis of secondary metabolites"
"map01110","K18532","WP_010902737.1","QSJ49_RS05525","adenylate kinase family protein","Biosynthesis of secondary metabolites"
"map01110","K00640","WP_010903081.1","QSJ49_RS07350","serine O-acetyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01911","WP_010902770.1","QSJ49_RS05710","class I adenylate-forming enzyme family protein","Biosynthesis of secondary metabolites"
"map01110","K00382","WP_205251148.1","QSJ49_RS10320","dihydrolipoyl dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01689","WP_010902821.1","QSJ49_RS05985","phosphopyruvate hydratase","Biosynthesis of secondary metabolites"
"map01110","K00901","WP_136361725.1","QSJ49_RS11155","hypothetical protein","Biosynthesis of secondary metabolites"
"map01110","K01754","WP_010903546.1","QSJ49_RS09805","threonine ammonia-lyase","Biosynthesis of secondary metabolites"
"map01110","K02548","WP_136361384.1","QSJ49_RS05720","1-2C4-dihydroxy-2-naphthoate polyprenyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01733","WP_010903552.1","QSJ49_RS09835","threonine synthase","Biosynthesis of secondary metabolites"
"map01110","K01696","WP_205251433.1","QSJ49_RS02690","tryptophan synthase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K02257","WP_010902456.1","QSJ49_RS04105","heme o synthase","Biosynthesis of secondary metabolites"
"map01110","K01480","WP_010903289.1","QSJ49_RS08475","agmatinase","Biosynthesis of secondary metabolites"
"map01110","K00162","WP_205251147.1","QSJ49_RS10310","alpha-ketoacid dehydrogenase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K22225","WP_010903402.1","QSJ49_RS09040","Lrp/AsnC family transcriptional regulator","Biosynthesis of secondary metabolites"
"map01110","K01956","WP_010903326.1","QSJ49_RS08665","glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","Biosynthesis of secondary metabolites"
"map01110","K02291","WP_205250816.1","QSJ49_RS07250","phytoene/squalene synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K03404","WP_205250859.1","QSJ49_RS07695","VWA domain-containing protein","Biosynthesis of secondary metabolites"
"map01110","K02303","WP_338416966.1","QSJ49_RS00280","uroporphyrinogen-III C-methyltransferase","Biosynthesis of secondary metabolites"
"map01110","K23269","WP_285253815.1","QSJ49_RS04880","phosphoribosylformylglycinamidine synthase subunit PurL","Biosynthesis of secondary metabolites"
"map01110","K00096","WP_205251477.1","QSJ49_RS03060","NAD(P)-dependent glycerol-1-phosphate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00150","WP_205251345.1","QSJ49_RS01890","type II glyceraldehyde-3-phosphate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K17104","WP_205251413.1","QSJ49_RS02495","phosphoglycerol geranylgeranyltransferase","Biosynthesis of secondary metabolites"
"map01110","K17105","WP_010902414.1","QSJ49_RS03895","geranylgeranylglycerol-phosphate geranylgeranyltransferase","Biosynthesis of secondary metabolites"
"map01110","K13051","WP_010903371.1","QSJ49_RS08890","isoaspartyl peptidase/L-asparaginase","Biosynthesis of secondary metabolites"
"map01110","K01953","WP_338416985.1","QSJ49_RS04890","asparagine synthetase B","Biosynthesis of secondary metabolites"
"map01110","K19813","WP_338416897.1","QSJ49_RS05540","GMC family oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K03782","WP_205250712.1","QSJ49_RS11725","catalase/peroxidase HPI","Biosynthesis of secondary metabolites"
"map01110","K00088","WP_338416913.1","QSJ49_RS06345","guanosine monophosphate reductase","Biosynthesis of secondary metabolites"
"map01110","K00641","WP_205251250.1","QSJ49_RS00645","homoserine O-acetyltransferase","Biosynthesis of secondary metabolites"
"map01110","K08977","WP_205250917.1","QSJ49_RS08130","bisanhydrobacterioruberin hydratase","Biosynthesis of secondary metabolites"
"map01110","K01814","WP_205251179.1","QSJ49_RS00105","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","Biosynthesis of secondary metabolites"
"map01110","K00112","WP_205251040.1","QSJ49_RS09275","glycerol-3-phosphate dehydrogenase subunit GlpB","Biosynthesis of secondary metabolites"
"map01110","K00318","WP_010903562.1","QSJ49_RS09885","proline dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K00793","WP_168731194.1","QSJ49_RS01500","riboflavin synthase","Biosynthesis of secondary metabolites"
"map01110","K01933","WP_205251660.1","QSJ49_RS04930","phosphoribosylformylglycinamidine cyclo-ligase","Biosynthesis of secondary metabolites"
"map01110","K00175","WP_010902307.1","QSJ49_RS03325","2-oxoacid:ferredoxin oxidoreductase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K01915","WP_205251098.1","QSJ49_RS09770","type I glutamate--ammonia ligase","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_205251122.1","QSJ49_RS10060","SDR family oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K03785","WP_012289139.1","QSJ49_RS02720","type I 3-dehydroquinate dehydratase","Biosynthesis of secondary metabolites"
"map01110","K00239","WP_010902947.1","QSJ49_RS06645","FAD-binding protein","Biosynthesis of secondary metabolites"
"map01110","K01613","WP_012289470.1","QSJ49_RS10460","protein sorting system archaetidylserine decarboxylase","Biosynthesis of secondary metabolites"
"map01110","K01955","WP_205250967.1","QSJ49_RS08660","carbamoyl-phosphate synthase large subunit","Biosynthesis of secondary metabolites"
"map01110","K01679","WP_205251853.1","QSJ49_RS06840","class II fumarate hydratase","Biosynthesis of secondary metabolites"
"map01110","K01496","WP_136361599.1","QSJ49_RS00060","phosphoribosyl-AMP cyclohydrolase","Biosynthesis of secondary metabolites"
"map01110","K00248","WP_010903082.1","QSJ49_RS07355","acyl-CoA dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K01738","WP_012289191.1","QSJ49_RS03880","PLP-dependent cysteine synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K02437","WP_010903167.1","QSJ49_RS07815","glycine cleavage system protein GcvH","Biosynthesis of secondary metabolites"
"map01110","K01845","WP_235157184.1","QSJ49_RS00260","glutamate-1-semialdehyde 2-2C1-aminomutase","Biosynthesis of secondary metabolites"
"map01110","K00764","WP_205250827.1","QSJ49_RS07400","amidophosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00174","WP_012289282.1","QSJ49_RS05915","2-oxoacid:acceptor oxidoreductase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K00111","WP_235158068.1","QSJ49_RS05700","FAD-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K06981","WP_136361402.1","QSJ49_RS06005","isopentenyl phosphate kinase","Biosynthesis of secondary metabolites"
"map01110","K00111","WP_205251039.1","QSJ49_RS09270","anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA","Biosynthesis of secondary metabolites"
"map01110","K00014","WP_205251464.1","QSJ49_RS02965","shikimate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01091","WP_012289340.1","QSJ49_RS07345","HAD hydrolase-like protein","Biosynthesis of secondary metabolites"
"map01110","K00812","WP_205251582.1","QSJ49_RS03960","pyridoxal phosphate-dependent aminotransferase","Biosynthesis of secondary metabolites"
"map01110","K00241","WP_012289306.1","QSJ49_RS06660","succinate dehydrogenase-2C cytochrome b556 subunit","Biosynthesis of secondary metabolites"
"map01110","K00971","WP_205251123.1","QSJ49_RS10065","sugar phosphate nucleotidyltransferase","Biosynthesis of secondary metabolites"
"map01110","K17104","WP_010903407.1","QSJ49_RS09070","heptaprenylglyceryl phosphate synthase","Biosynthesis of secondary metabolites"
"map01110","K02551","WP_235158065.1","QSJ49_RS05735","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase","Biosynthesis of secondary metabolites"
"map01110","K01885","WP_285271116.1","QSJ49_RS06025","glutamate--tRNA ligase","Biosynthesis of secondary metabolites"
"map01110","K02626","WP_205251059.1","QSJ49_RS09410","pyruvoyl-dependent arginine decarboxylase","Biosynthesis of secondary metabolites"
"map01110","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Biosynthesis of secondary metabolites"
"map01110","K06013","WP_205251440.1","QSJ49_RS02780","M48 family metallopeptidase","Biosynthesis of secondary metabolites"
"map01110","K00632","WP_205251081.1","QSJ49_RS09650","thiolase family protein","Biosynthesis of secondary metabolites"
"map01110","K00766","WP_010903202.1","QSJ49_RS08005","anthranilate phosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01902","WP_010903125.1","QSJ49_RS07590","succinate--CoA ligase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K00013","WP_338416941.1","QSJ49_RS07190","histidinol dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00031","WP_010903372.1","QSJ49_RS08895","NADP-dependent isocitrate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00175","WP_010902808.1","QSJ49_RS05910","thiamine pyrophosphate-dependent enzyme","Biosynthesis of secondary metabolites"
"map01110","K00794","WP_010902429.1","QSJ49_RS03965","6-2C7-dimethyl-8-ribityllumazine synthase","Biosynthesis of secondary metabolites"
