locus_tag,protein_id,product
QSJ49_RS04300,WP_205251614.1,PAS domain-containing sensor histidine kinase
QSJ49_RS04305,WP_010902494.1,hypothetical protein
QSJ49_RS04310,WP_205251615.1,phosphoglycolate phosphatase
QSJ49_RS04315,WP_229373403.1,HAD-IIA family hydrolase
QSJ49_RS04320,WP_010902497.1,MATE family efflux transporter
QSJ49_RS04325,WP_205251616.1,Xaa-Pro peptidase family protein
QSJ49_RS04330,WP_010902499.1,hypothetical protein
QSJ49_RS04335,WP_205251617.1,winged helix-turn-helix domain-containing protein
QSJ49_RS04340,WP_010902501.1,TetR family transcriptional regulator C-terminal domain-containing protein
QSJ49_RS04345,WP_010902502.1,MATE family efflux transporter
QSJ49_RS04350,WP_010902503.1,DUF6663 family protein
QSJ49_RS04355,WP_010902504.1,2-dehydropantoate 2-reductase
QSJ49_RS04360,WP_010902505.1,carotenoid biosynthesis protein
QSJ49_RS04365,WP_012289214.1,RNA 3'-terminal phosphate cyclase
QSJ49_RS04370,WP_229373404.1,DUF1684 domain-containing protein
QSJ49_RS04375,WP_010902508.1,transcription initiation factor IIB
QSJ49_RS04380,WP_205251619.1,response regulator
QSJ49_RS04385,WP_205251620.1,PAS domain S-box protein
QSJ49_RS04390,WP_205251621.1,hypothetical protein
QSJ49_RS04395,WP_010902512.1,hypothetical protein
QSJ49_RS04400,WP_205251622.1,cyclase family protein
QSJ49_RS04405,WP_010902514.1,hypothetical protein
QSJ49_RS04410,WP_010902515.1,DICT sensory domain-containing protein
QSJ49_RS04415,WP_012289215.1,universal stress protein
QSJ49_RS04420,WP_010902517.1,SpoVR family protein
QSJ49_RS04425,WP_136361122.1,YeaH/YhbH family protein
QSJ49_RS04430,WP_010902519.1,PrkA family serine protein kinase
QSJ49_RS04435,WP_010902520.1,PrkA family serine protein kinase
QSJ49_RS04440,WP_205251623.1,GAF domain-containing protein
QSJ49_RS04445,WP_010902522.1,PadR family transcriptional regulator
QSJ49_RS04450,WP_205251624.1,NAD-dependent epimerase/dehydratase family protein
QSJ49_RS04455,WP_010902524.1,inorganic phosphate transporter
QSJ49_RS04460,WP_205251625.1,hypothetical protein
QSJ49_RS04465,WP_205251626.1,tRNA (cytidine(56)-2'-O)-methyltransferase
QSJ49_RS04470,WP_012289219.1,transcription factor
QSJ49_RS04475,WP_136361126.1,DUF2110 family protein
QSJ49_RS04480,WP_010902529.1,DUF5803 family protein
QSJ49_RS04485,WP_205251627.1,competence/damage-inducible protein A
QSJ49_RS04490,WP_205251628.1,undecaprenyl-diphosphatase
QSJ49_RS04495,WP_205251629.1,ATP-NAD kinase family protein
QSJ49_RS04500,WP_012289220.1,DUF5786 family protein
QSJ49_RS04505,WP_010902535.1,phosphate uptake regulator PhoU
QSJ49_RS04510,WP_010902536.1,hypothetical protein
QSJ49_RS04515,WP_010902537.1,hypothetical protein
QSJ49_RS04520,WP_136361129.1,SRPBCC family protein
QSJ49_RS04525,WP_010902539.1,aldehyde dehydrogenase family protein
QSJ49_RS04530,WP_012289221.1,RIO1 family regulatory kinase/ATPase
QSJ49_RS04535,WP_205251630.1,acyl-CoA dehydrogenase family protein
QSJ49_RS04540,WP_136361131.1,adenylyltransferase/cytidyltransferase family protein
QSJ49_RS04545,WP_010902543.1,Mov34/MPN/PAD-1 family protein
QSJ49_RS04550,WP_205251631.1,DHH family phosphoesterase
QSJ49_RS04555,WP_229373406.1,phospholipase D-like domain-containing protein
QSJ49_RS04560,WP_205251632.1,HEAT repeat domain-containing protein
QSJ49_RS04565,WP_010902547.1,protein sorting system archaetidylserine synthase
QSJ49_RS04570,WP_205251633.1,plastocyanin/azurin family copper-binding protein
QSJ49_RS04575,WP_136361135.1,30S ribosomal protein S3ae
QSJ49_RS04580,WP_012289224.1,KEOPS complex subunit Pcc1
QSJ49_RS04585,WP_205251634.1,hypothetical protein
QSJ49_RS04590,WP_010902552.1,30S ribosomal protein S15
QSJ49_RS04600,WP_205251635.1,chemotaxis signal transducer protein Htr6
QSJ49_RS04605,WP_205251636.1,BMP family protein
QSJ49_RS04610,WP_010902555.1,plastocyanin/azurin family copper-binding protein
QSJ49_RS04615,WP_010902556.1,PLP-dependent aspartate aminotransferase family protein
QSJ49_RS04620,WP_205251637.1,Tat pathway signal protein
QSJ49_RS04625,WP_010902558.1,ABC transporter ATP-binding protein
QSJ49_RS04630,WP_205251638.1,ABC transporter permease
QSJ49_RS04640,WP_205251639.1,twin-arginine translocase TatA/TatE family subunit
QSJ49_RS04645,WP_136361142.1,HD domain-containing protein
QSJ49_RS04650,WP_205251640.1,chemotaxis signal transducer protein Htr4
QSJ49_RS04655,NA,NAD-dependent succinate-semialdehyde dehydrogenase
QSJ49_RS04660,WP_148265493.1,hypothetical protein
QSJ49_RS04665,WP_227970920.1,hypothetical protein
QSJ49_RS04670,WP_205251642.1,chemotaxis signal transducer protein Htr18
QSJ49_RS04675,WP_010902567.1,PotD/PotF family extracellular solute-binding protein
QSJ49_RS04680,WP_205251643.1,SDR family oxidoreductase
QSJ49_RS04685,WP_012289230.1,NADP-dependent oxidoreductase
QSJ49_RS04690,WP_205251644.1,glycosyl hydrolase family 18 protein
QSJ49_RS04695,WP_010902571.1,glycosyl hydrolase family 18 protein
QSJ49_RS04700,WP_205251645.1,PKD domain-containing protein
QSJ49_RS04710,WP_010902573.1,class I SAM-dependent methyltransferase
QSJ49_RS04715,WP_338416984.1,type II secretion system F family protein
QSJ49_RS04720,WP_012289232.1,type II/IV secretion system ATPase subunit
QSJ49_RS04725,WP_010902576.1,molybdenum cofactor guanylyltransferase
QSJ49_RS04730,WP_205251646.1,molybdopterin-guanine dinucleotide biosynthesis protein B
QSJ49_RS04735,WP_010902578.1,dimethyl sulfoxide reductase transcriptional activator DmsR
QSJ49_RS04740,WP_010902579.1,4Fe-4S ferredoxin N-terminal domain-containing protein
QSJ49_RS04745,WP_205251647.1,molybdopterin-dependent oxidoreductase
QSJ49_RS04750,WP_010902581.1,sulfate reduction electron transfer complex DsrMKJOP subunit DsrO
QSJ49_RS04755,WP_205251648.1,NrfD/PsrC family molybdoenzyme membrane anchor subunit
QSJ49_RS04760,WP_205251649.1,molecular chaperone
QSJ49_RS04765,WP_205251650.1,DUF106 domain-containing protein
QSJ49_RS04770,WP_010902585.1,metal-dependent transcriptional regulator
QSJ49_RS04775,WP_205251651.1,hypothetical protein
QSJ49_RS04780,WP_229373411.1,halocin C8-like domain-containing protein
QSJ49_RS04785,WP_205251652.1,DUF5805 domain-containing protein
QSJ49_RS04790,WP_205251653.1,tyrosine-type recombinase/integrase
QSJ49_RS04795,WP_229373412.1,DUF262 domain-containing protein
QSJ49_RS04800,NA,IS1595 family transposase
QSJ49_RS04805,WP_205251655.1,carbonic anhydrase
QSJ49_RS04810,WP_010902591.1,methyltransferase domain-containing protein
QSJ49_RS04815,WP_205251656.1,HTTM domain-containing protein
QSJ49_RS04820,WP_010902593.1,hypothetical protein
QSJ49_RS04825,WP_205251657.1,hypothetical protein
QSJ49_RS04830,WP_049892496.1,MBL fold metallo-hydrolase
QSJ49_RS04835,WP_010902596.1,helix-turn-helix domain-containing protein
QSJ49_RS04840,WP_010902597.1,YlbF family regulator
QSJ49_RS04845,WP_205251658.1,diphthamide biosynthesis enzyme Dph2
QSJ49_RS04850,WP_010902599.1,METTL5 family protein
QSJ49_RS04855,WP_285265871.1,rhomboid family intramembrane serine protease
QSJ49_RS04860,WP_235157850.1,DNA-directed RNA polymerase subunit L
QSJ49_RS04865,WP_010902602.1,imidazole glycerol phosphate synthase subunit HisF
QSJ49_RS04870,WP_070807663.1,universal stress protein
QSJ49_RS04875,WP_010902604.1,hypothetical protein
QSJ49_RS04880,WP_285253815.1,phosphoribosylformylglycinamidine synthase subunit PurL
QSJ49_RS04885,WP_235157846.1,PHP domain-containing protein
QSJ49_RS04890,WP_338416985.1,asparagine synthetase B
QSJ49_RS04895,WP_235157841.1,NUDIX hydrolase
QSJ49_RS04900,WP_010902609.1,transcription initiation factor IIB
QSJ49_RS04905,WP_012289242.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
QSJ49_RS04910,WP_235158000.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
QSJ49_RS04915,WP_010902612.1,acyl-CoA thioesterase
QSJ49_RS04920,WP_010902613.1,TraB/GumN family protein
QSJ49_RS04925,WP_012289243.1,Zn-dependent protease
QSJ49_RS04930,WP_205251660.1,phosphoribosylformylglycinamidine cyclo-ligase
QSJ49_RS04935,WP_010902616.1,CBS domain-containing protein
QSJ49_RS04940,WP_010902617.1,DUF555 domain-containing protein
QSJ49_RS04945,WP_012289244.1,archaeal proteasome endopeptidase complex subunit beta
QSJ49_RS04950,WP_205251661.1,ATP-dependent DNA ligase LigA
QSJ49_RS04955,WP_205251662.1,HAD-IIA family hydrolase
QSJ49_RS04960,WP_205251663.1,MBL fold metallo-hydrolase
QSJ49_RS04965,WP_010902622.1,DNA topoisomerase IV subunit A
QSJ49_RS04970,WP_205251664.1,DNA topoisomerase VI subunit B
QSJ49_RS04975,WP_205251665.1,DNA topoisomerase (ATP-hydrolyzing) subunit B
QSJ49_RS04980,WP_205251666.1,DNA gyrase subunit A
QSJ49_RS04985,WP_010902626.1,Rrf2 family transcriptional regulator
QSJ49_RS04990,WP_205251667.1,NAD(P)/FAD-dependent oxidoreductase
QSJ49_RS04995,WP_205251668.1,hypothetical protein
QSJ49_RS05000,WP_205251669.1,GrpB family protein
QSJ49_RS05005,WP_010902630.1,nucleoside phosphorylase
QSJ49_RS05010,WP_010902631.1,cytidine deaminase
QSJ49_RS05015,WP_136361262.1,ABC transporter permease
QSJ49_RS05020,WP_010902633.1,ABC transporter permease
QSJ49_RS05025,WP_010902634.1,ABC transporter ATP-binding protein
QSJ49_RS05030,WP_205251670.1,BMP family protein
QSJ49_RS05035,WP_205251671.1,phosphopentomutase/phosphoglucosamine mutase
QSJ49_RS05040,WP_010902637.1,DUF5793 family protein
QSJ49_RS05045,WP_010902638.1,hypothetical protein
QSJ49_RS05050,WP_229373413.1,sodium/proline symporter
QSJ49_RS05055,WP_205251673.1,hypothetical protein
QSJ49_RS05060,WP_010902641.1,hypothetical protein
QSJ49_RS05065,WP_205251674.1,hypothetical protein
QSJ49_RS05070,WP_205251675.1,iron transporter
QSJ49_RS05075,WP_229373414.1,aminotransferase class V-fold PLP-dependent enzyme
QSJ49_RS05080,WP_205251676.1,ATP-binding protein
QSJ49_RS05085,WP_205251677.1,response regulator
QSJ49_RS05090,WP_010902647.1,dolichyl-phosphate hexose transferase
QSJ49_RS05095,WP_205251678.1,glycosyltransferase family 39 protein
QSJ49_RS05100,WP_205251679.1,ABC transporter ATP-binding protein
QSJ49_RS05105,WP_010902650.1,iron ABC transporter permease
QSJ49_RS05110,WP_205251680.1,iron ABC transporter substrate-binding protein
QSJ49_RS05115,WP_012289248.1,hypothetical protein
QSJ49_RS05120,WP_010902654.1,hypothetical protein
QSJ49_RS05125,WP_229373415.1,protein kinase
QSJ49_RS05130,WP_136361278.1,LLM class flavin-dependent oxidoreductase
QSJ49_RS05135,WP_205251681.1,thiolase family protein
QSJ49_RS05140,WP_136361279.1,OB-fold domain-containing protein
QSJ49_RS05145,WP_010902659.1,NADH:flavin oxidoreductase/NADH oxidase
QSJ49_RS05150,WP_010902660.1,hypothetical protein
QSJ49_RS05155,WP_136361284.1,nitroreductase family protein
QSJ49_RS05160,WP_338416895.1,nitrilase-related carbon-nitrogen hydrolase
QSJ49_RS05165,WP_010902663.1,aldehyde dehydrogenase family protein
QSJ49_RS05170,WP_285253606.1,ZIP family metal transporter
QSJ49_RS05175,WP_235262762.1,acetate--CoA ligase family protein
QSJ49_RS05180,WP_010902666.1,AAA family ATPase
QSJ49_RS05185,WP_010902667.1,chemotaxis protein CheW
QSJ49_RS05190,WP_010902668.1,helix-turn-helix domain-containing protein
QSJ49_RS05195,WP_010902669.1,hypothetical protein
QSJ49_RS05200,WP_205251687.1,MinD/ParA family protein
QSJ49_RS05205,WP_235157990.1,archaellar assembly protein FlaJ
QSJ49_RS05210,WP_205251689.1,type II/IV secretion system ATPase subunit
QSJ49_RS05215,WP_010902673.1,ATPase domain-containing protein
QSJ49_RS05220,WP_010902674.1,CARDB domain-containing protein
QSJ49_RS05225,WP_136361293.1,fla cluster protein FlaF
QSJ49_RS05230,WP_205251690.1,FlaD/FlaE family flagellar protein
QSJ49_RS05235,WP_010902677.1,FlaD/FlaE family flagellar protein
QSJ49_RS05240,WP_205251691.1,methyl-accepting chemotaxis protein
QSJ49_RS05245,WP_136361296.1,flagella cluster protein
QSJ49_RS05250,WP_338416896.1,archaellin/type IV pilin N-terminal domain-containing protein
QSJ49_RS05255,WP_012289252.1,HEAT repeat domain-containing protein
QSJ49_RS05260,WP_010902684.1,chemotaxis protein CheF1
QSJ49_RS05265,WP_010902685.1,chemotaxis protein CheF2
QSJ49_RS05270,WP_012289253.1,protein-glutamate O-methyltransferase CheR
QSJ49_RS05275,WP_136361299.1,chemotaxis protein CheD
QSJ49_RS05280,WP_010902688.1,chemotaxis protein CheC
QSJ49_RS05285,WP_010902689.1,chemotaxis protein CheC
QSJ49_RS05290,WP_205251694.1,chemotaxis protein CheA
QSJ49_RS05295,WP_136361302.1,protein-glutamate methylesterase CheB
QSJ49_RS05300,WP_010902692.1,chemotaxis protein CheY
QSJ49_RS05305,WP_010902693.1,chemotaxis protein CheW
QSJ49_RS05310,WP_136361303.1,hypothetical protein
QSJ49_RS05315,WP_205251695.1,hypothetical protein
QSJ49_RS05320,WP_010902696.1,pyridoxal phosphate-dependent aminotransferase
QSJ49_RS05325,WP_010902697.1,PRC-barrel domain-containing protein
QSJ49_RS05330,WP_205251696.1,DHH family phosphoesterase
QSJ49_RS05340,WP_168731186.1,hypothetical protein
QSJ49_RS05345,WP_205251697.1,hypothetical protein
QSJ49_RS05350,WP_205251698.1,hypothetical protein
QSJ49_RS05355,WP_205251699.1,hypothetical protein
QSJ49_RS05360,WP_205251700.1,winged helix-turn-helix domain-containing protein
QSJ49_RS05365,WP_205251701.1,hypothetical protein
QSJ49_RS05370,WP_205251702.1,bacterio-opsin activator domain-containing protein
QSJ49_RS05375,WP_136361311.1,acetate--CoA ligase
QSJ49_RS05380,WP_205251703.1,aldo/keto reductase
QSJ49_RS05385,WP_227970929.1,hypothetical protein
QSJ49_RS05390,WP_049892500.1,hypothetical protein
QSJ49_RS05395,WP_205251705.1,DUF2061 domain-containing protein
QSJ49_RS05400,WP_012289261.1,IMP dehydrogenase
QSJ49_RS05405,WP_136361314.1,DUF5794 domain-containing protein
QSJ49_RS05410,WP_205251706.1,DUF5795 family protein
QSJ49_RS05415,WP_010902717.1,hypothetical protein
QSJ49_RS05425,WP_229373416.1,hypothetical protein
QSJ49_RS05430,WP_205251708.1,hypothetical protein
QSJ49_RS05435,WP_010902719.1,archaellin/type IV pilin N-terminal domain-containing protein
QSJ49_RS05440,WP_205251709.1,archaellin/type IV pilin N-terminal domain-containing protein
QSJ49_RS05445,WP_205251710.1,GTP cyclohydrolase III
QSJ49_RS05450,WP_070807657.1,glutaredoxin
QSJ49_RS05455,WP_205251712.1,chemotaxis signal transducer protein Htr13
QSJ49_RS05460,WP_205251713.1,DNA polymerase IV
QSJ49_RS05465,WP_205251714.1,hypothetical protein
QSJ49_RS05470,WP_010902726.1,glycosyltransferase
QSJ49_RS05475,WP_235218779.1,aldo/keto reductase
QSJ49_RS05480,WP_205252636.1,CDP-alcohol phosphatidyltransferase family protein
QSJ49_RS05485,WP_235158095.1,GTP cyclohydrolase III
QSJ49_RS05490,WP_235158094.1,zinc-binding alcohol dehydrogenase
QSJ49_RS05495,WP_205251720.1,6-carboxytetrahydropterin synthase
QSJ49_RS05500,WP_235158093.1,methyltransferase domain-containing protein
QSJ49_RS05505,WP_205251722.1,metal-dependent hydrolase
QSJ49_RS05510,WP_010902734.1,triose-phosphate isomerase
QSJ49_RS05515,WP_010902735.1,multiprotein bridging factor aMBF1
QSJ49_RS05520,WP_010902736.1,CDP-alcohol phosphatidyltransferase family protein
QSJ49_RS05525,WP_010902737.1,adenylate kinase family protein
QSJ49_RS05530,WP_235158092.1,histidinol-phosphate transaminase
QSJ49_RS05535,WP_012289268.1,hypothetical protein
QSJ49_RS05540,WP_338416897.1,GMC family oxidoreductase
QSJ49_RS05545,WP_010902741.1,gluconate 2-dehydrogenase subunit 3 family protein
QSJ49_RS05550,WP_235158087.1,fumarylacetoacetate hydrolase family protein
QSJ49_RS05555,WP_235158086.1,metal-dependent hydrolase
QSJ49_RS05560,WP_205252643.1,hypothetical protein
QSJ49_RS05565,WP_012289270.1,OsmC family protein
QSJ49_RS05570,WP_235158085.1,DUF5799 family protein
QSJ49_RS05575,WP_012289271.1,hypothetical protein
QSJ49_RS05580,WP_010902748.1,DUF5779 family protein
QSJ49_RS05585,WP_235158084.1,UDP-glucose 6-dehydrogenase AglM
QSJ49_RS05590,WP_235158083.1,TRAM domain-containing protein
QSJ49_RS05595,WP_235158082.1,hypothetical protein
QSJ49_RS05600,WP_235158081.1,S-layer glycoprotein N-glycosyltransferase AglJ
QSJ49_RS05605,WP_268824184.1,oligosaccharide flippase family protein
QSJ49_RS05610,WP_338416898.1,sulfatase-like hydrolase/transferase
QSJ49_RS05615,WP_205251739.1,UTP--glucose-1-phosphate uridylyltransferase AglF
QSJ49_RS05620,WP_205251740.1,SDR family NAD(P)-dependent oxidoreductase
QSJ49_RS05625,WP_205251741.1,GDP-mannose 4%2C6-dehydratase
QSJ49_RS05630,WP_205251742.1,DegT/DnrJ/EryC1/StrS family aminotransferase
QSJ49_RS05635,WP_338416899.1,N-acetylneuraminate synthase family protein
QSJ49_RS05640,WP_205251744.1,formyltransferase family protein
QSJ49_RS05645,WP_205251745.1,UDP-2%2C4-diacetamido-2%2C4%2C6-trideoxy-beta-L-altropyranose hydrolase
QSJ49_RS05650,WP_205251746.1,glycosyltransferase family protein
QSJ49_RS05655,WP_205251747.1,alkaline phosphatase family protein
QSJ49_RS05660,WP_205251748.1,sugar phosphate nucleotidyltransferase
QSJ49_RS05665,WP_229373418.1,NAD-dependent epimerase/dehydratase family protein
QSJ49_RS05670,WP_205251749.1,glycosyltransferase
QSJ49_RS05675,WP_205251750.1,hypothetical protein
QSJ49_RS05680,WP_205251751.1,hypothetical protein
QSJ49_RS05685,WP_205251752.1,glucosyl-dolichyl phosphate glucuronosyltransferase
QSJ49_RS05690,WP_205251753.1,oligosaccharyl transferase%2C archaeosortase A system-associated
QSJ49_RS05695,WP_012289273.1,DUF368 domain-containing protein
QSJ49_RS05700,WP_235158068.1,FAD-dependent oxidoreductase
QSJ49_RS05705,WP_010902769.1,transcription factor
QSJ49_RS05710,WP_010902770.1,class I adenylate-forming enzyme family protein
QSJ49_RS05715,WP_012289275.1,enolase C-terminal domain-like protein
QSJ49_RS05720,WP_136361384.1,1%2C4-dihydroxy-2-naphthoate polyprenyltransferase
QSJ49_RS05725,WP_235158066.1,BCCT family transporter
QSJ49_RS05730,WP_010902774.1,1%2C4-dihydroxy-2-naphthoyl-CoA synthase
QSJ49_RS05735,WP_235158065.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
QSJ49_RS05740,WP_010902776.1,isochorismate synthase MenF
QSJ49_RS05745,WP_010902777.1,sulfite oxidase-like oxidoreductase
QSJ49_RS05750,WP_010902778.1,hypothetical protein
QSJ49_RS05755,WP_010902779.1,UPF0058 family protein
QSJ49_RS05760,WP_235158063.1,cell division protein ZapB
QSJ49_RS05765,WP_012289276.1,hypothetical protein
QSJ49_RS05770,WP_235158062.1,adenylosuccinate synthase
QSJ49_RS05775,WP_010902783.1,methytransferase partner Trm112
QSJ49_RS05780,WP_136361388.1,hypothetical protein
QSJ49_RS05785,WP_136361389.1,DR2241 family protein
QSJ49_RS05790,WP_010902785.1,CbiX/SirB N-terminal domain-containing protein
QSJ49_RS05795,WP_235158060.1,outer membrane lipoprotein carrier protein LolA
QSJ49_RS05800,WP_012289278.1,hypothetical protein
QSJ49_RS05805,WP_049892503.1,winged helix-turn-helix domain-containing protein
QSJ49_RS05810,WP_235158058.1,cysteine--tRNA ligase
QSJ49_RS05815,WP_235158057.1,YqcI/YcgG family protein
QSJ49_RS05820,WP_235158055.1,cysteine hydrolase family protein
QSJ49_RS05825,WP_235158054.1,tripartite tricarboxylate transporter permease
QSJ49_RS05830,WP_010902793.1,50S ribosomal protein P1
QSJ49_RS05835,WP_010902794.1,50S ribosomal protein L10
QSJ49_RS05840,WP_010902795.1,50S ribosomal protein L1
QSJ49_RS05845,WP_010902796.1,50S ribosomal protein L11
QSJ49_RS05850,WP_010902797.1,hypothetical protein
QSJ49_RS05855,WP_010902798.1,GTP-binding protein
QSJ49_RS05860,WP_235158053.1,TIGR04206 family protein
QSJ49_RS05865,WP_010902800.1,VOC family protein
QSJ49_RS05870,WP_010902801.1,TrmO family methyltransferase
QSJ49_RS05875,WP_205251769.1,diphthine synthase
QSJ49_RS05880,WP_010902803.1,class I SAM-dependent methyltransferase family protein
QSJ49_RS05890,WP_229373421.1,hypothetical protein
QSJ49_RS05895,WP_010902805.1,SRPBCC family protein
QSJ49_RS05900,WP_235158052.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
QSJ49_RS05905,WP_010902807.1,HTH-type transcriptional regulator LrpA1
QSJ49_RS05910,WP_010902808.1,thiamine pyrophosphate-dependent enzyme
QSJ49_RS05915,WP_012289282.1,2-oxoacid:acceptor oxidoreductase subunit alpha
QSJ49_RS05920,WP_010902810.1,hypothetical protein
QSJ49_RS05925,WP_010902811.1,Mrp/NBP35 family ATP-binding protein
QSJ49_RS05935,WP_010902812.1,30S ribosomal protein S13
QSJ49_RS05940,WP_010902813.1,30S ribosomal protein S4
QSJ49_RS05945,WP_010902814.1,30S ribosomal protein S11
QSJ49_RS05950,WP_010902815.1,DNA-directed RNA polymerase subunit D
QSJ49_RS05960,WP_010902816.1,50S ribosomal protein L18e
QSJ49_RS05965,WP_010902817.1,50S ribosomal protein L13
QSJ49_RS05970,WP_010902818.1,30S ribosomal protein S9
QSJ49_RS05975,WP_010902819.1,DNA-directed RNA polymerase subunit N
QSJ49_RS05980,WP_010902820.1,DNA-directed RNA polymerase subunit K
QSJ49_RS05985,WP_010902821.1,phosphopyruvate hydratase
QSJ49_RS05990,WP_010902822.1,30S ribosomal protein S2
QSJ49_RS05995,WP_227970933.1,VOC family protein
QSJ49_RS06000,WP_010902824.1,mevalonate kinase
QSJ49_RS06005,WP_136361402.1,isopentenyl phosphate kinase
QSJ49_RS06010,WP_010902826.1,ribonuclease J
QSJ49_RS06015,WP_010902827.1,polyprenyl synthetase family protein
QSJ49_RS06020,WP_231851033.1,hypothetical protein
QSJ49_RS06025,WP_285271116.1,glutamate--tRNA ligase
QSJ49_RS06030,WP_338416900.1,DUF456 domain-containing protein
QSJ49_RS06035,WP_338416901.1,tRNA(Met) cytidine acetyltransferase TmcA
QSJ49_RS06040,WP_010902832.1,50S ribosomal protein L7Ae
QSJ49_RS06045,WP_010902833.1,30S ribosomal protein S28e
QSJ49_RS06050,WP_010902834.1,50S ribosomal protein L24e
QSJ49_RS06055,WP_010902835.1,nucleoside-diphosphate kinase
QSJ49_RS06060,WP_338416902.1,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
QSJ49_RS06065,WP_010902837.1,HemK2/MTQ2 family protein methyltransferase
QSJ49_RS06070,WP_235158048.1,mechanosensitive ion channel family protein
QSJ49_RS06075,WP_136361406.1,16S ribosomal RNA methyltransferase A
QSJ49_RS06080,WP_010902840.1,DUF655 domain-containing protein
QSJ49_RS06085,WP_010902841.1,RNA polymerase Rpb4 family protein
QSJ49_RS06090,WP_010902842.1,50S ribosomal protein L21e
QSJ49_RS06095,WP_012289284.1,hypothetical protein
QSJ49_RS06100,WP_338416903.1,cystathionine gamma-synthase
QSJ49_RS06105,WP_012289285.1,elongation factor 1-beta
QSJ49_RS06110,WP_010902845.1,HVO_2753 family zinc finger protein
QSJ49_RS06115,WP_338416904.1,ATP-binding protein
QSJ49_RS06120,WP_235262845.1,NOP5/NOP56 family protein
QSJ49_RS06125,WP_010902848.1,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
QSJ49_RS06130,WP_010902849.1,hypothetical protein
QSJ49_RS06135,WP_136361412.1,AsnC family transcriptional regulator
QSJ49_RS06140,WP_010902851.1,peptide-methionine (S)-S-oxide reductase MsrA
QSJ49_RS06145,WP_285271483.1,archaellin/type IV pilin N-terminal domain-containing protein
QSJ49_RS06150,WP_136361415.1,pyridoxamine 5'-phosphate oxidase family protein
QSJ49_RS06155,WP_010902854.1,TIGR04347 family pseudo-SAM/SPASM protein
QSJ49_RS06160,WP_010902855.1,Htur_1727 family rSAM-partnered candidate RiPP
QSJ49_RS06165,WP_338416905.1,radical SAM protein
QSJ49_RS06170,WP_136361417.1,multicopper oxidase family protein
QSJ49_RS06175,WP_010902858.1,halocyanin domain-containing protein
QSJ49_RS06180,WP_229373424.1,hypothetical protein
QSJ49_RS06185,WP_010902860.1,superoxide dismutase
QSJ49_RS06190,WP_010902861.1,acyl-CoA dehydrogenase family protein
QSJ49_RS06195,WP_338416906.1,ATP-binding protein
QSJ49_RS06200,WP_010902863.1,hypothetical protein
QSJ49_RS06205,WP_136361422.1,nucleoside triphosphate pyrophosphohydrolase
QSJ49_RS06210,WP_010902865.1,peroxiredoxin
QSJ49_RS06215,WP_205251803.1,NAD(P)/FAD-dependent oxidoreductase
QSJ49_RS06220,WP_010902867.1,hypothetical protein
QSJ49_RS06225,WP_010902868.1,class II aldolase/adducin family protein
QSJ49_RS06230,WP_205252692.1,HAD family hydrolase
QSJ49_RS06235,WP_010902870.1,glutamate dehydrogenase GdhA2
QSJ49_RS06240,WP_285265078.1,5'-deoxyadenosine deaminase
QSJ49_RS06245,WP_012289291.1,hypothetical protein
QSJ49_RS06250,WP_285271571.1,helix-turn-helix domain-containing protein
QSJ49_RS06255,WP_338416907.1,urocanate hydratase
QSJ49_RS06260,WP_010902874.1,formimidoylglutamase
QSJ49_RS06265,WP_235157830.1,imidazolonepropionase
QSJ49_RS06270,WP_136361429.1,histidine ammonia-lyase
QSJ49_RS06275,WP_012289293.1,ribonuclease H-like domain-containing protein
QSJ49_RS06285,WP_136361430.1,GNAT family N-acetyltransferase
QSJ49_RS06290,WP_136361431.1,phosphoglycerate kinase
QSJ49_RS06295,WP_338416908.1,CBS domain-containing protein
QSJ49_RS06300,WP_136361433.1,uridine kinase
QSJ49_RS06305,WP_010902883.1,DUF5785 family protein
QSJ49_RS06315,WP_010902884.1,DNA replication protein Orc8
QSJ49_RS06320,WP_338416909.1,DUF2064 domain-containing protein
QSJ49_RS06325,WP_338416910.1,hypothetical protein
QSJ49_RS06330,WP_136361436.1,uracil-DNA glycosylase family protein
QSJ49_RS06335,WP_338416911.1,hypothetical protein
QSJ49_RS06340,WP_338416912.1,chorismate synthase
QSJ49_RS06345,WP_338416913.1,guanosine monophosphate reductase
QSJ49_RS06350,WP_338416914.1,PAS domain S-box protein
QSJ49_RS06355,WP_338416915.1,hypothetical protein
QSJ49_RS06360,WP_338416916.1,3-phosphoshikimate 1-carboxyvinyltransferase
QSJ49_RS06365,WP_338416917.1,Xaa-Pro peptidase family protein
QSJ49_RS06370,WP_235263008.1,PAS domain-containing sensor histidine kinase
QSJ49_RS06375,WP_235157811.1,prephenate dehydrogenase/arogenate dehydrogenase family protein
QSJ49_RS06380,WP_235157808.1,class I SAM-dependent methyltransferase
QSJ49_RS06385,WP_010902895.1,Lrp/AsnC family transcriptional regulator
QSJ49_RS06390,WP_081422751.1,NAD-binding protein
