"protein_id","gene","product","KO"
"WP_050037520.1","ACNO8S_RS01725","acetate--CoA ligase","K01895"
"WP_050037534.1","ACNO8S_RS02020","TOBE domain-containing protein","K02019"
"WP_050037537.1","ACNO8S_RS02070","7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH","K11781"
"WP_050037539.1","ACNO8S_RS02100","dTMP kinase","K00943"
"WP_050037544.1","ACNO8S_RS02150","ABC transporter ATP-binding protein","K02031"
"WP_050037546.1","ACNO8S_RS02205","GTP cyclohydrolase MptA","K17488"
"WP_050037550.1","ACNO8S_RS02245","low molecular weight phosphatase family protein","K03741"
"WP_050037552.1","ACNO8S_RS02260","DNA repair protein NreA","K22585"
"WP_050037554.1","ACNO8S_RS02340","molecular chaperone DnaJ","K03686"
"WP_050037556.1","ACNO8S_RS02365","molecular chaperone DnaK","K04043"
"WP_050037558.1","ACNO8S_RS02400","adenylate kinase","K00939"
"WP_050037559.1","ACNO8S_RS02405","peroxiredoxin","K03564"
"WP_050037568.1","ACNO8S_RS02480","glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","K01956"
"WP_050037598.1","ACNO8S_RS02850","NAD-binding protein","K10716"
"WP_050037636.1","ACNO8S_RS03295","Na(+)/H(+) antiporter subunit B","K05566"
"WP_050037637.1","ACNO8S_RS03300","DUF4040 domain-containing protein","K05566"
"WP_050037638.1","ACNO8S_RS03320","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","K13038"
"WP_050037660.1","ACNO8S_RS03485","Glu-tRNA(Gln) amidotransferase subunit GatE","K03330"
"WP_050037666.1","ACNO8S_RS03575","cytochrome c oxidase subunit II","K02275"
"WP_050037667.1","ACNO8S_RS03580","heme o synthase","K02257"
"WP_050037670.1","ACNO8S_RS03595","ABC transporter ATP-binding protein","K01990"
"WP_050037686.1","ACNO8S_RS03790","electron transfer flavoprotein subunit beta/FixA family protein","K03521"
"WP_050037704.1","ACNO8S_RS03965","TIGR00300 family protein","K28013"
"WP_050037710.1","ACNO8S_RS04025","Na+/H+ antiporter NhaC","K03315"
"WP_050037715.1","ACNO8S_RS04065","divalent metal cation transporter","K03322"
"WP_050037757.1","ACNO8S_RS04485","haloacid dehalogenase type II","K01560"
"WP_050037758.1","ACNO8S_RS04500","potassium channel family protein","K03499"
"WP_050037790.1","ACNO8S_RS04905","ketol-acid reductoisomerase","K00053"
"WP_050037808.1","ACNO8S_RS05105","RNA-guided endonuclease InsQ/TnpB family protein","K07496"
"WP_050037810.1","ACNO8S_RS05115","adenylate kinase family protein","K18532"
"WP_050037811.1","ACNO8S_RS05120","histidinol-phosphate transaminase","K00817"
"WP_050037812.1","ACNO8S_RS05125","chemotaxis protein CheC","K03410"
"WP_050037820.1","ACNO8S_RS05235","cryptochrome/photolyase family protein","K06876"
"WP_050037829.1","ACNO8S_RS05325","YqjF family protein","K09166"
"WP_050037863.1","ACNO8S_RS05680","diphthamide biosynthesis enzyme Dph2","K07561"
"WP_050037886.1","ACNO8S_RS05885","phosphoenolpyruvate carboxylase","K01595"
"WP_050037936.1","ACNO8S_RS05960","DUF790 family protein","K09744"
"WP_050037941.1","ACNO8S_RS06005","signal peptide peptidase SppA","K04773"
"WP_050037945.1","ACNO8S_RS06035","acyl-CoA mutase large subunit family protein","K01848"
"WP_050037948.1","ACNO8S_RS06065","branched-chain amino acid ABC transporter permease","K01998"
"WP_050037949.1","ACNO8S_RS06070","branched-chain amino acid ABC transporter permease","K01997"
"WP_050037956.1","ACNO8S_RS06125","amidohydrolase","K12940"
"WP_050037967.1","ACNO8S_RS06245","methylaspartate mutase subunit S","K01846"
"WP_050037989.1","ACNO8S_RS06430","NAD(+)/NADH kinase","K00858"
"WP_050037996.1","ACNO8S_RS06545","IMP dehydrogenase","K00088"
"WP_050038001.1","ACNO8S_RS06595","potassium transporter TrkG","K03498"
"WP_050038002.1","ACNO8S_RS06605","TrkH family potassium uptake protein","K03498"
"WP_050038003.1","ACNO8S_RS06615","amino acid permease","K03294"
"WP_050038008.1","ACNO8S_RS06650","acyl-CoA dehydrogenase","K00248"
"WP_050038059.1","ACNO8S_RS07150","DUF6789 family protein","K02274"
"WP_050038063.1","ACNO8S_RS07170","transcriptional regulator","K25570"
"WP_050038071.1","ACNO8S_RS07240","ABC transporter substrate-binding protein","K02016"
"WP_050038076.1","ACNO8S_RS07315","glucose 1-dehydrogenase","K22969"
"WP_050038114.1","ACNO8S_RS07670","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","K01491"
"WP_050038122.1","ACNO8S_RS07745","AAA family ATPase","K03924"
"WP_050038142.1","ACNO8S_RS07930","SpoVR family protein","K06415"
"WP_050038162.1","ACNO8S_RS08090","phosphoribosylamine--glycine ligase","K01945"
"WP_050038166.1","ACNO8S_RS08110","beta-glucosidase","K05349"
"WP_050038184.1","ACNO8S_RS08340","VOC family protein","K07104"
"WP_050038204.1","ACNO8S_RS08555","sulfate reduction electron transfer complex DsrMKJOP subunit DsrO","K00184"
"WP_050038209.1","ACNO8S_RS08635","FKBP-type peptidyl-prolyl cis-trans isomerase","K03775"
"WP_050038210.1","ACNO8S_RS08640","threonine ammonia-lyase","K01754"
"WP_050038214.1","ACNO8S_RS18945","sulfite exporter TauE/SafE family protein","K09792"
"WP_050038233.1","ACNO8S_RS08905","M48 family metalloprotease","K03799"
"WP_050038257.1","ACNO8S_RS15270","ABC transporter permease","K23536"
"WP_050038269.1","ACNO8S_RS02065","sodium:calcium antiporter","K07301"
"WP_050038286.1","ACNO8S_RS05685","methyl-accepting chemotaxis protein","K03406"
"WP_050038287.1","ACNO8S_RS05835","pyruvate kinase","K00873"
"WP_050038312.1","ACNO8S_RS16730","BCCT family transporter","K02168"
"WP_050038344.1","ACNO8S_RS17165","PQQ-dependent sugar dehydrogenase","K21430"
"WP_050038356.1","ACNO8S_RS17290","urease accessory protein UreG","K03189"
"WP_050038375.1","ACNO8S_RS17475","permease","K07089"
"WP_050038380.1","ACNO8S_RS17525","Glu/Leu/Phe/Val family dehydrogenase","K00261"
"WP_050038381.1","ACNO8S_RS17535","Nramp family divalent metal transporter","K03322"
"WP_050038404.1","ACNO8S_RS17900","(2Fe-2S)-binding protein","K03518"
"WP_050038433.1","ACNO8S_RS18180","polyphosphate kinase 1","K00937"
"WP_050038446.1","ACNO8S_RS18345","SDR family NAD(P)-dependent oxidoreductase","K00059"
"WP_050038460.1","ACNO8S_RS17610","bile acid:sodium symporter family protein","K03453"
"WP_058990859.1","ACNO8S_RS15220","HIT family protein","K02503"
"WP_058990864.1","ACNO8S_RS00085","poly(3-hydroxyalkanoate) polymerase subunit PhaC","K03821"
"WP_058990875.1","ACNO8S_RS01610","translation initiation factor IF-2","K03243"
"WP_058990876.1","ACNO8S_RS02715","carboxylating nicotinate-nucleotide diphosphorylase","K00767"
"WP_058990877.1","ACNO8S_RS03045","molybdopterin-binding protein","K03638"
"WP_058990880.1","ACNO8S_RS03285","monovalent cation/H+ antiporter subunit D family protein","K05568"
"WP_064287083.1","ACNO8S_RS16130","copper-containing nitrite reductase","K00368"
"WP_064287173.1","ACNO8S_RS19260","acyl-CoA synthetase","K01895"
"WP_064287192.1","ACNO8S_RS19065","4Fe-4S dicluster domain-containing protein","K00371"
"WP_064287195.1","ACNO8S_RS19045","tubulin/FtsZ family protein","K22222"
"WP_064287280.1","ACNO8S_RS00695","precorrin-8X methylmutase","K06042"
"WP_064287320.1","ACNO8S_RS00905","O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein","K01740"
"WP_064287345.1","ACNO8S_RS01225","translation initiation factor IF-6","K03264"
"WP_064287357.1","ACNO8S_RS01305","branched-chain amino acid ABC transporter permease","K01998"
"WP_064287374.1","ACNO8S_RS01530","lysylphosphatidylglycerol synthase transmembrane domain-containing protein","K07027"
"WP_064287454.1","ACNO8S_RS08930","cysteine--tRNA ligase","K01883"
"WP_064287517.1","ACNO8S_RS01765","UDP-glucose 6-dehydrogenase AglM","K00012"
"WP_064287544.1","ACNO8S_RS01980","NUDIX hydrolase","K01515"
"WP_064287547.1","ACNO8S_RS02005","archaeosine synthase subunit alpha","K07557"
"WP_064287550.1","ACNO8S_RS02025","substrate-binding domain-containing protein","K05772"
"WP_064287562.1","ACNO8S_RS09040","GTP 3'%2C8-cyclase MoaA","K03639"
"WP_064287588.1","ACNO8S_RS09445","SLC13 family permease","K14445"
"WP_064287596.1","ACNO8S_RS09510","50S ribosomal protein L10","K02864"
"WP_064287605.1","ACNO8S_RS09710","adenylyltransferase/cytidyltransferase family protein","K14656"
"WP_064287732.1","ACNO8S_RS10635","ABC transporter ATP-binding protein","K01990"
"WP_064287933.1","ACNO8S_RS05855","glycerol kinase GlpK","K00864"
"WP_064287971.1","ACNO8S_RS06215","ArsA family ATPase","K01551"
"WP_064288019.1","ACNO8S_RS06820","CDC48 family AAA ATPase","K13525"
"WP_064288033.1","ACNO8S_RS06950","J domain-containing protein","K03686"
"WP_064288058.1","ACNO8S_RS07175","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","K00652"
"WP_064288214.1","ACNO8S_RS18490","hypothetical protein","K01649"
"WP_064288254.1","ACNO8S_RS02790","HIT family protein","K19710"
"WP_064288360.1","ACNO8S_RS04085","beta-CASP ribonuclease aCPSF1","K07041"
"WP_064288386.1","ACNO8S_RS04265","phosphoribosyltransferase","K07100"
"WP_064288443.1","ACNO8S_RS04770","dihydroxy-acid dehydratase","K01687"
"WP_064288450.1","ACNO8S_RS04845","carotenoid 3%2C4-desaturase","K20611"
"WP_064288455.1","ACNO8S_RS04915","3-isopropylmalate dehydratase large subunit","K01703"
"WP_064288460.1","ACNO8S_RS04995","CPBP family intramembrane glutamic endopeptidase","K07052"
"WP_064288513.1","ACNO8S_RS15790","MATE family efflux transporter","K26937"
"WP_064288536.1","ACNO8S_RS15560","aminopeptidase","K19689"
"WP_064288542.1","ACNO8S_RS15495","Cdc6/Cdc18 family protein","K10725"
"WP_064288571.1","ACNO8S_RS15170","nitrite/sulfite reductase","K00366"
"WP_064288662.1","ACNO8S_RS13860","sugar ABC transporter permease","K15772"
"WP_064288685.1","ACNO8S_RS13250","ZIP family metal transporter","K07238"
"WP_064288711.1","ACNO8S_RS12855","NUDIX hydrolase","K01515"
"WP_064288868.1","ACNO8S_RS11420","Fe-S cluster assembly protein SufB","K09014"
"WP_064288876.1","ACNO8S_RS11270","tyrosine decarboxylase MfnA","K18933"
"WP_064288883.1","ACNO8S_RS11230","formimidoylglutamase","K01479"
"WP_064288890.1","ACNO8S_RS11170","thiamine-phosphate synthase family protein","K22206"
"WP_064288894.1","ACNO8S_RS11120","thiaminase II","K03707"
"WP_064288907.1","ACNO8S_RS10925","DNA primase DnaG","K02316"
"WP_064288995.1","ACNO8S_RS18310","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","K01491"
"WP_064289022.1","ACNO8S_RS18050","FAD-dependent oxidoreductase","K00384"
"WP_064289048.1","ACNO8S_RS17800","UTP--glucose-1-phosphate uridylyltransferase AglF","K00973"
"WP_064289084.1","ACNO8S_RS17275","urease subunit beta","K01429"
"WP_064289109.1","ACNO8S_RS16955","ABC transporter ATP-binding protein","K10112"
"WP_064289118.1","ACNO8S_RS18370","ABC transporter substrate-binding protein","K02027"
"WP_079891631.1","ACNO8S_RS02155","ABC transporter permease","K02034"
"WP_079980806.1","ACNO8S_RS10905","polyprenyl diphosphate synthase","K15888"
"WP_079980826.1","ACNO8S_RS05920","branched-chain amino acid ABC transporter permease","K01998"
"WP_079980829.1","ACNO8S_RS06000","proteasome assembly chaperone family protein","K06869"
"WP_079980864.1","ACNO8S_RS17700","alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase","K06162"
"WP_080510111.1","ACNO8S_RS18120","aldo/keto reductase","K06222"
"WP_121302511.1","ACNO8S_RS12125","branched-chain amino acid ABC transporter permease","K01997"
"WP_121303386.1","ACNO8S_RS10395","50S ribosomal protein L4","K02930"
"WP_129754733.1","ACNO8S_RS19020","energy-coupling factor transporter transmembrane component T family protein","K16785"
"WP_129754787.1","ACNO8S_RS19530","thiamine pyrophosphate-binding protein","K01652"
"WP_129754837.1","ACNO8S_RS18840","nickel transporter permease","K02034"
"WP_129754838.1","ACNO8S_RS18835","nickel ABC transporter permease","K02033"
"WP_129754858.1","ACNO8S_RS03465","RNA methyltransferase","K15396"
"WP_129754878.1","ACNO8S_RS03960","ATPase domain-containing protein","K08482"
"WP_129754901.1","ACNO8S_RS04165","TrmB family transcriptional regulator sugar-binding domain-containing protein","K23356"
"WP_129754902.1","ACNO8S_RS04175","NAD(P)-dependent glycerol-1-phosphate dehydrogenase","K00096"
"WP_129754952.1","ACNO8S_RS04445","DUF1611 domain-containing protein","K26272"
"WP_129754985.1","ACNO8S_RS04840","prenyltransferase","K20616"
"WP_129755008.1","ACNO8S_RS05735","TAT-dependent nitrous-oxide reductase","K00376"
"WP_129755040.1","ACNO8S_RS05305","DJ-1/PfpI family protein","K05520"
"WP_129755051.1","ACNO8S_RS05110","CDP-alcohol phosphatidyltransferase family protein","K17884"
"WP_129755194.1","ACNO8S_RS07680","serine hydroxymethyltransferase","K00600"
"WP_129755219.1","ACNO8S_RS07940","AMP-dependent synthetase/ligase","K01897"
"WP_129755225.1","ACNO8S_RS08015","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","K00240"
"WP_129755252.1","ACNO8S_RS08370","GTPase HflX","K03665"
"WP_129755279.1","ACNO8S_RS08805","N-acyl homoserine lactonase family protein","K13075"
"WP_129755303.1","ACNO8S_RS09260","asparagine synthase C-terminal domain-containing protein","K01953"
"WP_129755313.1","ACNO8S_RS09360","imidazole glycerol phosphate synthase subunit HisF","K02500"
"WP_129755442.1","ACNO8S_RS10875","precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase family protein","K24866"
"WP_129755584.1","ACNO8S_RS12600","M20 family metallopeptidase","K01438"
"WP_129755585.1","ACNO8S_RS12605","PINc/VapC family ATPase","K06865"
"WP_129755710.1","ACNO8S_RS14380","thioredoxin family protein","K03671"
"WP_129755732.1","ACNO8S_RS14610","VOC family protein","K01759"
"WP_129755748.1","ACNO8S_RS14850","imidazoleglycerol-phosphate dehydratase HisB","K01693"
"WP_129755755.1","ACNO8S_RS07050","dihydrofolate reductase","K00287"
"WP_129755798.1","ACNO8S_RS15290","inorganic phosphate transporter","K03306"
"WP_129755835.1","ACNO8S_RS15820","MATE family efflux transporter","K26937"
"WP_129755841.1","ACNO8S_RS15875","DUF99 family protein","K09120"
"WP_129755845.1","ACNO8S_RS15925","serine--tRNA ligase","K01875"
"WP_129755936.1","ACNO8S_RS00925","ketopantoate reductase family protein","K00077"
"WP_129755985.1","ACNO8S_RS01665","preprotein translocase subunit SecD","K03072"
"WP_129756038.1","ACNO8S_RS02390","(d)CMP kinase","K00945"
"WP_129756039.1","ACNO8S_RS02410","homoserine kinase","K00872"
"WP_129756063.1","ACNO8S_RS02820","DUF63 family protein","K28566"
"WP_129756234.1","ACNO8S_RS16885","non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase","K01791"
"WP_129756301.1","ACNO8S_RS18065","L-lactate permease","K03303"
"WP_129756317.1","ACNO8S_RS16815","HPr family phosphocarrier protein","K02784"
"WP_129756365.1","ACNO8S_RS18915","cation-translocating P-type ATPase","K01537"
"WP_146416935.1","ACNO8S_RS12260","deoxyribonuclease IV","K01151"
"WP_146416983.1","ACNO8S_RS11850","CobD/CbiB family cobalamin biosynthesis protein","K02227"
"WP_146416985.1","ACNO8S_RS11835","agmatinase","K01480"
"WP_146417129.1","ACNO8S_RS09825","NAD(P)/FAD-dependent oxidoreductase","K00384"
"WP_146417132.1","ACNO8S_RS09700","pyridoxal phosphate-dependent aminotransferase","K00812"
"WP_146417253.1","ACNO8S_RS06885","branched-chain amino acid ABC transporter permease","K01997"
"WP_146417271.1","ACNO8S_RS06655","3-hydroxyacyl-CoA dehydrogenase family protein","K00074"
"WP_146417560.1","ACNO8S_RS03035","aldo/keto reductase","K06222"
"WP_146417570.1","ACNO8S_RS02815","deoxyribose-phosphate aldolase","K01619"
"WP_146417688.1","ACNO8S_RS15505","S26 family signal peptidase","K13280"
"WP_146417696.1","ACNO8S_RS15695","DEAD/DEAH box helicase","K03725"
"WP_146417698.1","ACNO8S_RS15720","methyl-accepting chemotaxis protein","K03406"
"WP_146417725.1","ACNO8S_RS16040","TIGR01177 family methyltransferase","K07446"
"WP_146417728.1","ACNO8S_RS16075","adenosylhomocysteinase","K01251"
"WP_146417796.1","ACNO8S_RS16980","NAD(P)-dependent alcohol dehydrogenase","K00008"
"WP_146417840.1","ACNO8S_RS17565","IclR family transcriptional regulator","K21827"
"WP_146417890.1","ACNO8S_RS18260","creatininase family protein","K01470"
"WP_146417896.1","ACNO8S_RS18335","HAD family hydrolase","K01079"
"WP_146417959.1","ACNO8S_RS02115","potassium channel family protein","K03499"
"WP_146418078.1","ACNO8S_RS08405","RNase P subunit p30 family protein","K03539"
"WP_146418083.1","ACNO8S_RS08310","PP2C family protein-serine/threonine phosphatase","K20074"
"WP_146418111.1","ACNO8S_RS07925","YeaH/YhbH family protein","K09786"
"WP_146418170.1","ACNO8S_RS19310","1%2C2-phenylacetyl-CoA epoxidase subunit PaaA","K02609"
"WP_146418219.1","ACNO8S_RS19655","ABC transporter substrate-binding protein","K02016"
"WP_151102651.1","ACNO8S_RS14870","alanine--tRNA ligase","K01872"
"WP_151102667.1","ACNO8S_RS15105","porphobilinogen synthase","K01698"
"WP_151102760.1","ACNO8S_RS16170","ATP-dependent sacrificial sulfur transferase LarE","K06864"
"WP_151102771.1","ACNO8S_RS00140","CPBP family intramembrane glutamic endopeptidase","K07052"
"WP_151102831.1","ACNO8S_RS01000","CDP-2%2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase","K19664"
"WP_151102870.1","ACNO8S_RS01525","thiamine-phosphate kinase","K00946"
"WP_151102938.1","ACNO8S_RS02700","RNA 2'-phosphotransferase","K07559"
"WP_151103021.1","ACNO8S_RS03730","mevalonate kinase","K00869"
"WP_151103035.1","ACNO8S_RS03835","tRNA(Met) cytidine acetyltransferase TmcA","K06957"
"WP_151103051.1","ACNO8S_RS03990","cysteine synthase A","K01738"
"WP_151103053.1","ACNO8S_RS04020","L-aspartate oxidase","K00239"
"WP_151103089.1","ACNO8S_RS04255","adenylosuccinate lyase","K01756"
"WP_151103186.1","ACNO8S_RS05050","tyrosine--tRNA ligase","K01866"
"WP_151103327.1","ACNO8S_RS06395","2-oxoacid:ferredoxin oxidoreductase subunit beta","K00175"
"WP_151103345.1","ACNO8S_RS06660","class 1 fructose-bisphosphatase","K03841"
"WP_151103373.1","ACNO8S_RS06985","1%2C4-dihydroxy-2-naphthoate polyprenyltransferase","K02548"
"WP_151103483.1","ACNO8S_RS08505","4Fe-4S dicluster domain-containing protein","K00371"
"WP_151103486.1","ACNO8S_RS08535","P-loop NTPase","K03593"
"WP_151103487.1","ACNO8S_RS08560","molybdopterin-dependent oxidoreductase","K07306"
"WP_151103495.1","ACNO8S_RS08655","tRNA sulfurtransferase","K03151"
"WP_151103497.1","ACNO8S_RS08665","PLP-dependent cysteine synthase family protein","K01738"
"WP_151103504.1","ACNO8S_RS08845","methylmalonyl-CoA mutase family protein","K01848"
"WP_151103520.1","ACNO8S_RS09050","molybdenum cofactor guanylyltransferase","K03752"
"WP_151103525.1","ACNO8S_RS09160","acyl-CoA synthetase","K01895"
"WP_151103532.1","ACNO8S_RS09270","TIGR04347 family pseudo-SAM/SPASM protein","K22226"
"WP_151103543.1","ACNO8S_RS09455","class I SAM-dependent methyltransferase","K15429"
"WP_151103587.1","ACNO8S_RS10060","phosphoribosylanthranilate isomerase","K01817"
"WP_151103642.1","ACNO8S_RS10850","molybdopterin-binding protein","K03750"
"WP_151103643.1","ACNO8S_RS10855","HAD family hydrolase","K01091"
"WP_151103676.1","ACNO8S_RS11325","YkgJ family cysteine cluster protein","K06940"
"WP_151103695.1","ACNO8S_RS11580","Na+/H+ antiporter NhaC family protein","K03315"
"WP_151103750.1","ACNO8S_RS12205","cell division protein FtsZ","K03531"
"WP_151103766.1","ACNO8S_RS12350","ABC transporter ATP-binding protein","K02031"
"WP_151103767.1","ACNO8S_RS12355","ABC transporter ATP-binding protein","K02032"
"WP_151103778.1","ACNO8S_RS12495","ABC transporter ATP-binding protein","K01990"
"WP_151103825.1","ACNO8S_RS13085","chemotaxis protein CheA","K03407"
"WP_151103826.1","ACNO8S_RS13095","HEAT repeat domain-containing protein","K22221"
"WP_151103870.1","ACNO8S_RS13920","ATP-grasp domain-containing protein","K05844"
"WP_151103877.1","ACNO8S_RS14140","homoserine dehydrogenase","K00003"
"WP_151103884.1","ACNO8S_RS14210","methyl-accepting chemotaxis protein","K03406"
"WP_151103895.1","ACNO8S_RS14385","sugar O-acetyltransferase","K00661"
"WP_151103930.1","ACNO8S_RS03440","methyl-accepting chemotaxis protein","K03406"
"WP_151104000.1","ACNO8S_RS19700","exodeoxyribonuclease VII large subunit","K03601"
"WP_151104054.1","ACNO8S_RS19060","molybdopterin-dependent oxidoreductase","K00370"
"WP_151104081.1","ACNO8S_RS17915","Zn-dependent hydrolase","K06016"
"WP_151104082.1","ACNO8S_RS17920","N-acyl-D-amino-acid deacylase family protein","K06015"
"WP_151104083.1","ACNO8S_RS17925","BMP family ABC transporter substrate-binding protein","K07335"
"WP_151104088.1","ACNO8S_RS17955","threonine synthase","K01733"
"WP_151104096.1","ACNO8S_RS18025","NAD(P)/FAD-dependent oxidoreductase","K00384"
"WP_151104161.1","ACNO8S_RS16890","nucleotide sugar dehydrogenase","K02472"
"WP_151104175.1","ACNO8S_RS17065","ABC transporter ATP-binding protein","K01990"
"WP_151104275.1","ACNO8S_RS18810","Cdc6/Cdc18 family protein","K10725"
"WP_151144560.1","ACNO8S_RS01485","arginine--tRNA ligase","K01887"
"WP_151144590.1","ACNO8S_RS01200","RNA 2'%2C3'-cyclic phosphodiesterase","K01975"
"WP_151144642.1","ACNO8S_RS00800","excinuclease ABC subunit C","K03703"
"WP_151144667.1","ACNO8S_RS00720","cation:proton antiporter","K26732"
"WP_151144955.1","ACNO8S_RS15205","isoleucine--tRNA ligase","K01870"
"WP_151145180.1","ACNO8S_RS13665","CCA tRNA nucleotidyltransferase","K07558"
"WP_151145550.1","ACNO8S_RS11070","NADP-dependent malic enzyme","K00029"
"WP_151145655.1","ACNO8S_RS10205","ABC transporter ATP-binding protein","K11085"
"WP_151145668.1","ACNO8S_RS10180","DegT/DnrJ/EryC1/StrS family aminotransferase","K13010"
"WP_151145710.1","ACNO8S_RS09970","glycine cleavage system aminomethyltransferase GcvT","K00605"
"WP_151145911.1","ACNO8S_RS08915","CbiX/SirB N-terminal domain-containing protein","K03795"
"WP_151145980.1","ACNO8S_RS08360","acylphosphatase","K01512"
"WP_151146016.1","ACNO8S_RS08025","DoxX family protein","K16937"
"WP_151146174.1","ACNO8S_RS07540","AIR synthase family protein","K04655"
"WP_151146251.1","ACNO8S_RS07280","ABC transporter ATP-binding protein","K02010"
"WP_151146412.1","ACNO8S_RS06390","2-oxoacid:acceptor oxidoreductase subunit alpha","K00174"
"WP_151146475.1","ACNO8S_RS05905","ABC transporter ATP-binding protein","K01995"
"WP_151146546.1","ACNO8S_RS05420","type II secretion system F family protein","K07333"
"WP_151146549.1","ACNO8S_RS05415","type II/IV secretion system ATPase subunit","K07332"
"WP_151146708.1","ACNO8S_RS04560","16S ribosomal RNA methyltransferase A","K02528"
"WP_151146922.1","ACNO8S_RS03140","MarR family transcriptional regulator","K07730"
"WP_151147355.1","ACNO8S_RS16705","GcvT family protein","K00309"
"WP_151147542.1","ACNO8S_RS17300","urease accessory protein UreE","K03187"
"WP_151147564.1","ACNO8S_RS17250","ABC transporter ATP-binding protein","K11963"
"WP_151148294.1","ACNO8S_RS19025","ABC transporter ATP-binding protein","K01552"
"WP_151148314.1","ACNO8S_RS19210","thiolase C-terminal domain-containing protein","K00626"
"WP_151148339.1","ACNO8S_RS19550","branched-chain amino acid ABC transporter permease","K01998"
"WP_155120743.1","ACNO8S_RS08150","DUF7556 family protein","K00611"
"WP_174878658.1","ACNO8S_RS06205","endonuclease V","K05982"
"WP_191449099.1","ACNO8S_RS17325","M20 family metallopeptidase","K01439"
"WP_191449118.1","ACNO8S_RS16940","ABC transporter substrate-binding protein","K10227"
"WP_191449129.1","ACNO8S_RS16825","PTS fructose transporter subunit IIB","K02770"
"WP_191449280.1","ACNO8S_RS05655","METTL5 family protein","K07579"
"WP_191449317.1","ACNO8S_RS19500","NADPH-dependent F420 reductase","K06988"
"WP_191449329.1","ACNO8S_RS07575","methyl-accepting chemotaxis protein","K03406"
"WP_191449331.1","ACNO8S_RS07620","sodium:calcium antiporter","K07301"
"WP_191449347.1","ACNO8S_RS07970","3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein","K15016"
"WP_191449366.1","ACNO8S_RS06250","methylaspartate mutase subunit E","K19268"
"WP_191449367.1","ACNO8S_RS06255","methylaspartate ammonia-lyase","K04835"
"WP_191449409.1","ACNO8S_RS12760","MBL fold metallo-hydrolase","K07577"
"WP_191449516.1","ACNO8S_RS07030","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_191449581.1","ACNO8S_RS17735","asparagine synthase (glutamine-hydrolyzing)","K01953"
"WP_191449659.1","ACNO8S_RS01575","tRNA pseudouridine(38-40) synthase TruA","K06173"
"WP_191449660.1","ACNO8S_RS01580","oligoendopeptidase F","K08602"
"WP_191449667.1","ACNO8S_RS04725","DNA primase small subunit PriS","K02683"
"WP_191449748.1","ACNO8S_RS03855","50S ribosomal protein L24e","K02896"
"WP_191449753.1","ACNO8S_RS03795","electron transfer flavoprotein subunit alpha/FixB family protein","K03522"
"WP_191449873.1","ACNO8S_RS10310","50S ribosomal protein L19e","K02885"
"WP_191449933.1","ACNO8S_RS11755","endonuclease III domain-containing protein","K10773"
"WP_191450066.1","ACNO8S_RS12570","cobalamin-binding protein","K02016"
"WP_191450225.1","ACNO8S_RS08375","catalase/peroxidase HPI","K03782"
"WP_191450294.1","ACNO8S_RS07485","PH domain-containing protein","K08981"
"WP_191450644.1","ACNO8S_RS15280","ABC transporter ATP-binding protein","K23537"
"WP_191450684.1","ACNO8S_RS09910","chemotaxis protein CheW","K03408"
"WP_191906066.1","ACNO8S_RS08950","tripartite tricarboxylate transporter permease","K08971"
"WP_191906075.1","ACNO8S_RS19165","phosphate/phosphite/phosphonate ABC transporter substrate-binding protein","K02044"
"WP_191907479.1","ACNO8S_RS05280","metal-dependent transcriptional regulator","K03709"
"WP_191907487.1","ACNO8S_RS11860","NTP transferase domain-containing protein","K19712"
"WP_191907528.1","ACNO8S_RS18850","oligopeptide/dipeptide ABC transporter ATP-binding protein","K02032"
"WP_196219990.1","ACNO8S_RS02725","quinolinate synthase NadA","K03517"
"WP_207210964.1","ACNO8S_RS03145","metallophosphoesterase","K06953"
"WP_225306737.1","ACNO8S_RS00790","M48 family metallopeptidase","K03799"
"WP_225308105.1","ACNO8S_RS07270","extracellular solute-binding protein","K02012"
"WP_225308212.1","ACNO8S_RS19760","coenzyme F420-0:L-glutamate ligase","K24998"
"WP_225308230.1","ACNO8S_RS18825","ABC transporter substrate-binding protein","K02035"
"WP_336328996.1","ACNO8S_RS11980","translation initiation factor eIF-2B","K03680"
"WP_336329097.1","ACNO8S_RS10945","sodium:solute symporter family protein","K03307"
"WP_336329302.1","ACNO8S_RS12905","7-cyano-7-deazaguanine synthase QueC","K06920"
"WP_336330070.1","ACNO8S_RS06345","aminodeoxychorismate synthase%2C component I","K01657"
