locus_tag,protein_id,product
ACNO8S_RS10815,WP_008312676.1,AAA family ATPase
ACNO8S_RS10820,WP_014040942.1,GtrA family protein
ACNO8S_RS10825,WP_050036877.1,sulfatase-like hydrolase/transferase
ACNO8S_RS10830,WP_050036878.1,GNAT family N-acetyltransferase
ACNO8S_RS10835,WP_050036879.1,ABC1 kinase family protein
ACNO8S_RS10840,WP_014040946.1,Hsp20/alpha crystallin family protein
ACNO8S_RS10845,WP_129755439.1,GIDE domain-containing protein
ACNO8S_RS10850,WP_151103642.1,molybdopterin-binding protein
ACNO8S_RS10855,WP_151103643.1,HAD family hydrolase
ACNO8S_RS10860,WP_014040950.1,LWR-salt protein
ACNO8S_RS10865,WP_008312658.1,4a-hydroxytetrahydrobiopterin dehydratase
ACNO8S_RS10870,WP_420181895.1,glutamyl-tRNA reductase
ACNO8S_RS10875,WP_129755442.1,precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase family protein
ACNO8S_RS10880,WP_014040953.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS10885,WP_014040954.1,DUF7577 domain-containing protein
ACNO8S_RS10890,WP_014040955.1,DUF5778 family protein
ACNO8S_RS10895,WP_004591449.1,cold-shock protein
ACNO8S_RS10900,WP_004517065.1,cold-shock protein
ACNO8S_RS10905,WP_079980806.1,polyprenyl diphosphate synthase
ACNO8S_RS10910,WP_023843370.1,undecaprenyl diphosphate synthase family protein
ACNO8S_RS10915,WP_014040958.1,DUF92 domain-containing protein
ACNO8S_RS10920,WP_050036884.1,GNAT family N-acetyltransferase
ACNO8S_RS10925,WP_064288907.1,DNA primase DnaG
ACNO8S_RS10930,WP_420181896.1,sugar phosphate isomerase/epimerase family protein
ACNO8S_RS10935,WP_008312635.1,tRNA-binding protein
ACNO8S_RS10940,WP_008312634.1,DUF3311 domain-containing protein
ACNO8S_RS10945,WP_336329097.1,sodium:solute symporter family protein
ACNO8S_RS10950,WP_420181897.1,YgaP family membrane protein
ACNO8S_RS10955,WP_014040964.1,DUF6293 family protein
ACNO8S_RS10960,WP_420181898.1,valine--tRNA ligase
ACNO8S_RS10965,WP_008312626.1,hypothetical protein
ACNO8S_RS10970,WP_146417049.1,DUF1405 domain-containing protein
ACNO8S_RS10975,WP_050036890.1,pyridoxal 5'-phosphate synthase lyase subunit PdxS
ACNO8S_RS10980,WP_008312620.1,mechanosensitive ion channel family protein
ACNO8S_RS10985,WP_008312618.1,hypothetical protein
ACNO8S_RS10990,WP_008312616.1,DUF2150 family protein
ACNO8S_RS10995,WP_420181899.1,PKD domain-containing protein
ACNO8S_RS11000,WP_014040972.1,CAP domain-containing protein
ACNO8S_RS11005,WP_014040973.1,hypothetical protein
ACNO8S_RS11010,WP_420181900.1,hydroxymethylglutaryl-CoA synthase
ACNO8S_RS11015,WP_420181901.1,GrpB family protein
ACNO8S_RS11020,WP_014040975.1,helix-turn-helix domain-containing protein
ACNO8S_RS11025,WP_050038245.1,type IV pilin N-terminal domain-containing protein
ACNO8S_RS11030,WP_050036892.1,hypothetical protein
ACNO8S_RS11035,WP_420181902.1,replication factor C large subunit
ACNO8S_RS11040,WP_146417045.1,amino acid ABC transporter permease
ACNO8S_RS11045,WP_420181903.1,amino acid ABC transporter ATP-binding protein
ACNO8S_RS11050,WP_014040983.1,amino acid ABC transporter permease
ACNO8S_RS11055,WP_420181904.1,basic amino acid ABC transporter substrate-binding protein
ACNO8S_RS11060,WP_008312570.1,COX15/CtaA family protein
ACNO8S_RS11065,WP_420181905.1,methyl-accepting chemotaxis protein
ACNO8S_RS11070,WP_151145550.1,NADP-dependent malic enzyme
ACNO8S_RS11075,WP_014040987.1,hypothetical protein
ACNO8S_RS11080,WP_014040988.1,hypothetical protein
ACNO8S_RS11085,WP_014040990.1,phosphoribosyltransferase
ACNO8S_RS11090,WP_420181906.1,tRNA pseudouridine(13) synthase TruD
ACNO8S_RS11095,WP_255355537.1,hypothetical protein
ACNO8S_RS11100,WP_014040992.1,MFS transporter
ACNO8S_RS11105,NA,short-chain fatty acid transporter
ACNO8S_RS11110,WP_420181907.1,C-terminal binding protein
ACNO8S_RS11115,WP_420181908.1,thiamine-phosphate synthase family protein
ACNO8S_RS11120,WP_064288894.1,thiaminase II
ACNO8S_RS11125,WP_420181909.1,TenA family protein
ACNO8S_RS11130,WP_146417036.1,sodium:solute symporter family protein
ACNO8S_RS11135,WP_004957827.1,hypothetical protein
ACNO8S_RS11140,WP_014041000.1,universal stress protein
ACNO8S_RS11145,WP_014041001.1,archaeal proteasome endopeptidase complex subunit beta
ACNO8S_RS11150,WP_007188840.1,archaeal proteasome endopeptidase complex subunit alpha
ACNO8S_RS11155,WP_420181910.1,peptidyl-tRNA hydrolase Pth2
ACNO8S_RS11160,WP_014041003.1,YIP1 family protein
ACNO8S_RS11165,WP_008312536.1,dCTP deaminase
ACNO8S_RS11170,WP_064288890.1,thiamine-phosphate synthase family protein
ACNO8S_RS11175,WP_064288889.1,methyltransferase domain-containing protein
ACNO8S_RS11180,WP_420181911.1,ABC transporter permease
ACNO8S_RS11185,WP_420181912.1,ATP-binding cassette domain-containing protein
ACNO8S_RS11190,WP_420181913.1,helix-turn-helix domain-containing protein
ACNO8S_RS11195,WP_420181914.1,DUF7001 family protein
ACNO8S_RS11200,WP_044951969.1,HTH domain-containing protein
ACNO8S_RS11205,WP_014041011.1,class I SAM-dependent methyltransferase
ACNO8S_RS11210,WP_008312519.1,sulfide-dependent adenosine diphosphate thiazole synthase
ACNO8S_RS11215,WP_064288885.1,YjiH family protein
ACNO8S_RS11220,WP_014041014.1,helix-turn-helix domain-containing protein
ACNO8S_RS11225,WP_420181915.1,urocanate hydratase
ACNO8S_RS11230,WP_064288883.1,formimidoylglutamase
ACNO8S_RS11235,WP_420181916.1,imidazolonepropionase
ACNO8S_RS11240,WP_420181917.1,histidine ammonia-lyase
ACNO8S_RS11245,WP_420181918.1,AAA family ATPase
ACNO8S_RS11250,WP_420181919.1,4-phosphopantoate--beta-alanine ligase
ACNO8S_RS11255,WP_420181920.1,PhzF family phenazine biosynthesis protein
ACNO8S_RS11260,WP_014041022.1,phosphoenolpyruvate synthase
ACNO8S_RS11265,WP_151103672.1,RAD55 family ATPase
ACNO8S_RS11270,WP_064288876.1,tyrosine decarboxylase MfnA
ACNO8S_RS11275,WP_050036920.1,YqaA family protein
ACNO8S_RS11280,WP_050036921.1,LiaF transmembrane domain-containing protein
ACNO8S_RS11285,WP_420181921.1,methionine--tRNA ligase
ACNO8S_RS11290,WP_050036923.1,DUF7312 domain-containing protein
ACNO8S_RS11295,WP_151103674.1,NfeD family protein
ACNO8S_RS11300,WP_050036924.1,SPFH domain-containing protein
ACNO8S_RS11305,WP_050036925.1,winged helix-turn-helix transcriptional regulator
ACNO8S_RS11310,WP_420181922.1,PAS domain S-box protein
ACNO8S_RS11315,WP_008312482.1,DUF7123 family protein
ACNO8S_RS11320,WP_420181923.1,TRAM domain-containing protein
ACNO8S_RS11325,WP_151103676.1,YkgJ family cysteine cluster protein
ACNO8S_RS11330,WP_151103677.1,MBL fold metallo-hydrolase
ACNO8S_RS11335,WP_004591318.1,MarR family transcriptional regulator
ACNO8S_RS11340,WP_014041035.1,class I SAM-dependent methyltransferase
ACNO8S_RS11345,WP_014041036.1,glycosyltransferase family 2 protein
ACNO8S_RS11350,WP_420181924.1,amidohydrolase family protein
ACNO8S_RS11355,WP_420182787.1,thermosome subunit alpha
ACNO8S_RS11360,WP_420181925.1,DUF371 domain-containing protein
ACNO8S_RS11365,WP_420181926.1,hypothetical protein
ACNO8S_RS11370,WP_014041041.1,hydrolase
ACNO8S_RS11375,WP_014041042.1,coiled-coil protein
ACNO8S_RS11380,WP_014041043.1,LysE family translocator
ACNO8S_RS11385,WP_008312457.1,HD domain-containing protein
ACNO8S_RS11390,WP_008312456.1,hypothetical protein
ACNO8S_RS11395,WP_014041044.1,GNAT family N-acetyltransferase
ACNO8S_RS11405,WP_014041045.1,metal-dependent transcriptional regulator
ACNO8S_RS11410,WP_008312442.1,hypothetical protein
ACNO8S_RS11415,WP_050036930.1,Fe-S cluster assembly protein SufD
ACNO8S_RS11420,WP_064288868.1,Fe-S cluster assembly protein SufB
ACNO8S_RS11425,WP_014041049.1,ABC transporter ATP-binding protein
ACNO8S_RS11430,WP_420181927.1,DNA polymerase domain-containing protein
ACNO8S_RS11435,WP_004517169.1,DUF7331 family protein
ACNO8S_RS11440,WP_044951976.1,DUF7322 domain-containing protein
ACNO8S_RS11445,WP_014041052.1,DUF7346 family protein
ACNO8S_RS11450,WP_420181928.1,DNA double-strand break repair ATPase Rad50
ACNO8S_RS11455,WP_050036935.1,DNA double-strand break repair protein Mre11
ACNO8S_RS11460,WP_050036936.1,hypothetical protein
ACNO8S_RS11465,WP_420181929.1,hypothetical protein
ACNO8S_RS11470,WP_420181930.1,DUF7310 family coiled-coil domain-containing protein
ACNO8S_RS11475,WP_420181931.1,DUF7311 family protein
ACNO8S_RS11480,WP_420181932.1,ATPase%2C T2SS/T4P/T4SS family
ACNO8S_RS11485,WP_420181933.1,type II secretion system F family protein
ACNO8S_RS11490,WP_014041061.1,DUF7283 family protein
ACNO8S_RS11495,WP_014041062.1,DUF7285 family protein
ACNO8S_RS11500,WP_186764062.1,DUF7284 family protein
ACNO8S_RS11505,WP_420181934.1,DUF7286 family protein
ACNO8S_RS11510,WP_420181935.1,DUF5791 family protein
ACNO8S_RS11515,WP_420181936.1,SDR family oxidoreductase
ACNO8S_RS11520,WP_014041067.1,DHH family phosphoesterase
ACNO8S_RS11525,WP_014041068.1,aldo/keto reductase
ACNO8S_RS11530,WP_004517187.1,HVO_0758 family zinc finger protein
ACNO8S_RS11535,WP_044951980.1,MFS transporter
ACNO8S_RS11540,WP_014041070.1,DUF7109 family protein
ACNO8S_RS11545,WP_008312395.1,NUDIX hydrolase
ACNO8S_RS11550,WP_420181937.1,DUF7388 family protein
ACNO8S_RS11555,WP_420181938.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS11560,WP_004957992.1,Hsp20/alpha crystallin family protein
ACNO8S_RS11565,WP_004517194.1,DUF7559 family protein
ACNO8S_RS11570,WP_420181939.1,DUF429 domain-containing protein
ACNO8S_RS11575,WP_420181940.1,ABC transporter ATP-binding protein
ACNO8S_RS11580,WP_151103695.1,Na+/H+ antiporter NhaC family protein
ACNO8S_RS11585,WP_420181941.1,DUF4112 domain-containing protein
ACNO8S_RS11590,WP_420181942.1,hypothetical protein
ACNO8S_RS11595,WP_420181943.1,radical SAM protein
ACNO8S_RS11600,WP_420181944.1,flippase-like domain-containing protein
ACNO8S_RS11605,WP_014041082.1,DUF726 domain-containing protein
ACNO8S_RS11610,WP_004517203.1,transcription initiation factor IIB
ACNO8S_RS11615,WP_014041083.1,DNA-methyltransferase
ACNO8S_RS11620,WP_050007549.1,type I 3-dehydroquinate dehydratase
ACNO8S_RS11625,WP_014041085.1,zinc ribbon domain-containing protein
ACNO8S_RS11630,WP_420181945.1,3-dehydroquinate synthase II
ACNO8S_RS11635,WP_420181946.1,2-amino-3%2C7-dideoxy-D-threo-hept-6-ulosonate synthase
ACNO8S_RS11640,WP_014041088.1,tryptophan synthase subunit alpha
ACNO8S_RS11645,WP_420181947.1,tryptophan synthase subunit beta
ACNO8S_RS11650,WP_420181948.1,indole-3-glycerol phosphate synthase
ACNO8S_RS11655,WP_420181949.1,GNAT family N-acetyltransferase
ACNO8S_RS11660,WP_004591222.1,redox-regulated ATPase YchF
ACNO8S_RS11665,WP_420181950.1,methyl-accepting chemotaxis protein
ACNO8S_RS11670,WP_050036954.1,hypothetical protein
ACNO8S_RS11675,WP_064288843.1,hypothetical protein
ACNO8S_RS11680,WP_014041096.1,DsbA family protein
ACNO8S_RS11685,WP_044951992.1,glycine betaine ABC transporter substrate-binding protein
ACNO8S_RS11690,WP_014041100.1,methyl-accepting chemotaxis protein
ACNO8S_RS11695,WP_146416999.1,helix-turn-helix domain-containing protein
ACNO8S_RS11700,WP_420181951.1,oleate hydratase
ACNO8S_RS11705,WP_050036958.1,hemolysin family protein
ACNO8S_RS11710,WP_420181952.1,aspartate/glutamate racemase family protein
ACNO8S_RS11715,WP_420181953.1,GNAT family N-acetyltransferase
ACNO8S_RS11720,WP_420181954.1,Brp/Blh family beta-carotene 15%2C15'-dioxygenase
ACNO8S_RS11725,WP_420181955.1,phytoene desaturase family protein
ACNO8S_RS11730,WP_014041107.1,hypoxanthine/guanine phosphoribosyltransferase
ACNO8S_RS11735,WP_420181956.1,hypothetical protein
ACNO8S_RS11740,WP_420181957.1,disulfide bond formation protein B
ACNO8S_RS11745,WP_420181958.1,aldo/keto reductase
ACNO8S_RS11750,WP_064288832.1,MFS transporter
ACNO8S_RS11755,WP_191449933.1,endonuclease III domain-containing protein
ACNO8S_RS11760,WP_420181959.1,DUF5059 domain-containing protein
ACNO8S_RS11765,WP_050036966.1,SAM hydrolase/SAM-dependent halogenase family protein
ACNO8S_RS11770,WP_014041115.1,nicotinamide-nucleotide adenylyltransferase
ACNO8S_RS11775,WP_014041116.1,ATP-dependent protease LonB
ACNO8S_RS11780,WP_420181960.1,CPBP family intramembrane glutamic endopeptidase
ACNO8S_RS11785,WP_420181961.1,MGMT family protein
ACNO8S_RS11790,WP_420181962.1,glycerophosphodiester phosphodiesterase
ACNO8S_RS11795,WP_420181963.1,deoxyhypusine synthase
ACNO8S_RS11800,WP_420181964.1,AzlC family ABC transporter permease
ACNO8S_RS11805,WP_420181965.1,AzlD domain-containing protein
ACNO8S_RS11810,WP_420181966.1,SprT-like domain-containing protein
ACNO8S_RS11815,WP_014041124.1,Nif3-like dinuclear metal center hexameric protein
ACNO8S_RS11820,WP_420181967.1,hypothetical protein
ACNO8S_RS11825,WP_420181968.1,alpha/beta fold hydrolase
ACNO8S_RS11830,WP_014041127.1,amidohydrolase family protein
ACNO8S_RS11835,WP_146416985.1,agmatinase
ACNO8S_RS11840,WP_004515075.1,translation initiation factor IF-5A
ACNO8S_RS11845,WP_151103715.1,HAD family hydrolase
ACNO8S_RS11850,WP_146416983.1,CobD/CbiB family cobalamin biosynthesis protein
ACNO8S_RS11855,WP_050036976.1,adenosylcobinamide-GDP ribazoletransferase
ACNO8S_RS11860,WP_191907487.1,NTP transferase domain-containing protein
ACNO8S_RS11865,WP_050036978.1,threonine-phosphate decarboxylase CobD
ACNO8S_RS11870,WP_014041134.1,adenosylcobinamide amidohydrolase
ACNO8S_RS11875,WP_050036979.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
ACNO8S_RS11880,WP_225306779.1,hypothetical protein
ACNO8S_RS11885,WP_014041136.1,SatD family protein
ACNO8S_RS11890,WP_420181969.1,cobyric acid synthase
ACNO8S_RS11895,WP_050036982.1,P-loop NTPase
ACNO8S_RS11900,WP_151103719.1,hypothetical protein
ACNO8S_RS11905,WP_008308192.1,HTH domain-containing protein
ACNO8S_RS11910,WP_050036983.1,helix-turn-helix transcriptional regulator
ACNO8S_RS11915,WP_420181970.1,FAD-binding domain-containing protein
ACNO8S_RS11920,WP_420181971.1,hypothetical protein
ACNO8S_RS11925,WP_420181972.1,DUF7261 family protein
ACNO8S_RS11930,WP_008308187.1,DUF7262 family protein
ACNO8S_RS11935,WP_146416974.1,DUF7263 family protein
ACNO8S_RS11940,WP_014041146.1,DUF7266 family protein
ACNO8S_RS11945,WP_014041147.1,DUF7289 family protein
ACNO8S_RS11950,WP_420181973.1,type II secretion system F family protein
ACNO8S_RS11955,WP_050036991.1,type II/IV secretion system ATPase subunit
ACNO8S_RS11960,WP_014041151.1,hypothetical protein
ACNO8S_RS11965,WP_014041152.1,helix-turn-helix domain-containing protein
ACNO8S_RS11970,WP_014041153.1,SDR family oxidoreductase
ACNO8S_RS11975,WP_420181974.1,FAD-dependent oxidoreductase
ACNO8S_RS11980,WP_336328996.1,translation initiation factor eIF-2B
ACNO8S_RS11985,WP_420181975.1,4-alpha-glucanotransferase
ACNO8S_RS11990,WP_044952006.1,glycosyltransferase family 4 protein
ACNO8S_RS11995,WP_011223949.1,DUF7510 family protein
ACNO8S_RS12000,WP_014041158.1,sugar phosphate nucleotidyltransferase
ACNO8S_RS12005,WP_420181976.1,glycoside hydrolase family 15 protein
ACNO8S_RS12010,WP_420181977.1,alpha-amylase MalA
ACNO8S_RS12015,WP_050007057.1,hypothetical protein
ACNO8S_RS12020,WP_420181978.1,IclR family transcriptional regulator
ACNO8S_RS12025,WP_420181979.1,malate synthase AceB
ACNO8S_RS12030,WP_011223955.1,VOC family protein
ACNO8S_RS12035,WP_420181980.1,FAD-binding and (Fe-S)-binding domain-containing protein
ACNO8S_RS12040,WP_151145399.1,DUF362 domain-containing protein
ACNO8S_RS12045,WP_420181981.1,serine hydrolase domain-containing protein
ACNO8S_RS12050,WP_420181982.1,IclR family transcriptional regulator
ACNO8S_RS12055,WP_420181983.1,acyl-CoA dehydrogenase family protein
ACNO8S_RS12060,WP_420181984.1,aldehyde dehydrogenase family protein
ACNO8S_RS12065,WP_420181985.1,aminoglycoside N(3)-acetyltransferase
ACNO8S_RS12070,WP_420181986.1,zinc-dependent alcohol dehydrogenase family protein
ACNO8S_RS12075,WP_420181987.1,long-chain-fatty-acid--CoA ligase
ACNO8S_RS12080,WP_420181988.1,enoyl-CoA hydratase-related protein
ACNO8S_RS12085,WP_420181989.1,phosphotransferase family protein
ACNO8S_RS12090,WP_420181990.1,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
ACNO8S_RS12095,WP_420181991.1,acyl-CoA dehydrogenase family protein
ACNO8S_RS12100,WP_420181992.1,HAD family hydrolase
ACNO8S_RS12105,WP_044952010.1,SDR family NAD(P)-dependent oxidoreductase
ACNO8S_RS12110,WP_420181993.1,MaoC/PaaZ C-terminal domain-containing protein
ACNO8S_RS12115,WP_050037012.1,acyl-CoA dehydrogenase family protein
ACNO8S_RS12120,WP_420181994.1,ABC transporter substrate-binding protein
ACNO8S_RS12125,WP_121302511.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS12130,WP_050037014.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS12135,WP_371726961.1,ABC transporter ATP-binding protein
ACNO8S_RS12140,WP_420181995.1,ABC transporter ATP-binding protein
ACNO8S_RS12145,WP_014041184.1,hypothetical protein
ACNO8S_RS12150,WP_420181996.1,PRC-barrel domain containing protein
ACNO8S_RS12155,WP_008308124.1,YihY/virulence factor BrkB family protein
ACNO8S_RS12160,WP_008308123.1,aldo/keto reductase
ACNO8S_RS12165,WP_023843402.1,hypothetical protein
ACNO8S_RS12170,WP_420181997.1,pyridoxal-phosphate-dependent aminotransferase family protein
ACNO8S_RS12175,WP_420181998.1,universal stress protein
ACNO8S_RS12180,WP_420181999.1,hypothetical protein
ACNO8S_RS12185,WP_420182000.1,hypothetical protein
ACNO8S_RS12195,WP_050037019.1,double zinc ribbon domain-containing protein
ACNO8S_RS12200,WP_004515010.1,ribbon-helix-helix domain-containing protein
ACNO8S_RS12205,WP_151103750.1,cell division protein FtsZ
ACNO8S_RS12210,WP_050037020.1,tRNA 2-thiolation protein NcsA
ACNO8S_RS12215,WP_420182001.1,alpha/beta fold hydrolase
ACNO8S_RS12220,WP_336328971.1,DUF2332 domain-containing protein
ACNO8S_RS12225,WP_420182002.1,phytoene desaturase family protein
ACNO8S_RS12230,WP_050038247.1,DUF7095 family protein
ACNO8S_RS12235,WP_154020789.1,hypothetical protein
ACNO8S_RS12240,WP_420182003.1,hypothetical protein
ACNO8S_RS12245,WP_420182004.1,CopD family protein
ACNO8S_RS12250,WP_420182005.1,hypothetical protein
ACNO8S_RS12255,WP_420182788.1,class I SAM-dependent methyltransferase
ACNO8S_RS12260,WP_146416935.1,deoxyribonuclease IV
ACNO8S_RS12265,WP_008308090.1,hypothetical protein
ACNO8S_RS12270,WP_064288789.1,helix-turn-helix domain-containing protein
ACNO8S_RS12275,WP_008308087.1,lipoate--protein ligase family protein
ACNO8S_RS12280,WP_336328964.1,cupin domain-containing protein
ACNO8S_RS12285,WP_420182006.1,helix-turn-helix domain-containing protein
ACNO8S_RS12290,NA,NADH-quinone oxidoreductase subunit D
ACNO8S_RS12295,WP_023843406.1,peptide-methionine (S)-S-oxide reductase MsrA
ACNO8S_RS12300,WP_014041210.1,acyl-CoA thioesterase
ACNO8S_RS12305,WP_050007077.1,AI-2E family transporter
ACNO8S_RS12310,WP_420182789.1,DolP-mannose mannosyltransferase
ACNO8S_RS12315,WP_008308075.1,serine/threonine-protein kinase RIO2
ACNO8S_RS12320,WP_014041214.1,metal-dependent transcriptional regulator
ACNO8S_RS12325,WP_014041215.1,NifU family protein
ACNO8S_RS12330,WP_420182007.1,aldehyde ferredoxin oxidoreductase family protein
ACNO8S_RS12335,WP_420182008.1,ABC transporter substrate-binding protein
ACNO8S_RS12340,WP_008308066.1,ABC transporter permease
ACNO8S_RS12345,WP_336358410.1,ABC transporter permease
ACNO8S_RS12350,WP_151103766.1,ABC transporter ATP-binding protein
ACNO8S_RS12355,WP_151103767.1,ABC transporter ATP-binding protein
ACNO8S_RS12360,WP_420182009.1,hypothetical protein
ACNO8S_RS12365,WP_420182010.1,DUF4350 domain-containing protein
ACNO8S_RS12370,WP_014041222.1,S49 family peptidase
ACNO8S_RS12375,WP_151103770.1,aldo/keto reductase
ACNO8S_RS12380,WP_420182790.1,class I SAM-dependent methyltransferase
ACNO8S_RS12385,WP_014041225.1,cupin domain-containing protein
ACNO8S_RS12390,WP_151103771.1,HpcH/HpaI aldolase family protein
ACNO8S_RS12395,WP_014041227.1,transcription initiation factor IIB
ACNO8S_RS12400,WP_004591084.1,helix-turn-helix domain-containing protein
ACNO8S_RS12405,WP_050007083.1,hypothetical protein
ACNO8S_RS12410,WP_420182011.1,C-terminal binding protein
ACNO8S_RS12415,WP_008308044.1,ubiquitin-like small modifier protein 1
ACNO8S_RS12420,WP_420182012.1,MoaD/ThiS family protein
ACNO8S_RS12425,WP_420182013.1,hypothetical protein
ACNO8S_RS12430,WP_004958362.1,hypothetical protein
ACNO8S_RS12435,WP_420182014.1,hypothetical protein
ACNO8S_RS12440,WP_420182015.1,hypothetical protein
ACNO8S_RS12445,WP_420182016.1,aldehyde ferredoxin oxidoreductase family protein
ACNO8S_RS12450,WP_008308034.1,50S ribosomal protein L15e
ACNO8S_RS12455,WP_014041237.1,hypothetical protein
ACNO8S_RS12460,WP_014041238.1,hypothetical protein
ACNO8S_RS12465,WP_420182017.1,Brp/Blh family beta-carotene 15%2C15'-dioxygenase
ACNO8S_RS12470,WP_050037043.1,lycopene cyclase domain-containing protein
ACNO8S_RS12475,WP_014041241.1,phytoene/squalene synthase family protein
ACNO8S_RS12480,WP_050007087.1,bacterio-opsin activator domain-containing protein
ACNO8S_RS12485,WP_014041243.1,DUF7562 family protein
ACNO8S_RS12490,WP_014041244.1,RNB domain-containing ribonuclease
ACNO8S_RS12495,WP_151103778.1,ABC transporter ATP-binding protein
ACNO8S_RS12500,WP_420182018.1,hypothetical protein
ACNO8S_RS12505,WP_420182019.1,transcription antitermination protein
ACNO8S_RS12510,WP_420182020.1,MBL fold metallo-hydrolase
ACNO8S_RS12515,WP_004958397.1,DUF6432 family protein
ACNO8S_RS12520,WP_315898944.1,hypothetical protein
ACNO8S_RS12525,WP_146416915.1,hypothetical protein
ACNO8S_RS12530,WP_420182021.1,PKD domain-containing protein
ACNO8S_RS12535,WP_420182022.1,DUF7093 family protein
ACNO8S_RS12540,WP_008308010.1,DUF5611 family protein
ACNO8S_RS12545,WP_014041252.1,ABC transporter permease
ACNO8S_RS12550,WP_014041253.1,ABC transporter ATP-binding protein
ACNO8S_RS12555,WP_014041254.1,cell division protein SepF
ACNO8S_RS12560,WP_014041255.1,hypothetical protein
ACNO8S_RS12565,WP_004591044.1,RNA-binding protein
ACNO8S_RS12570,WP_191450066.1,cobalamin-binding protein
ACNO8S_RS12575,WP_064288760.1,alpha/beta fold hydrolase
ACNO8S_RS12580,WP_050007092.1,DUF5658 family protein
ACNO8S_RS12585,WP_014041259.1,SAMP-activating enzyme E1
ACNO8S_RS12590,WP_014041260.1,methyl-accepting chemotaxis protein
ACNO8S_RS12595,WP_420182023.1,carboxypeptidase M32
ACNO8S_RS12600,WP_129755584.1,M20 family metallopeptidase
ACNO8S_RS12605,WP_129755585.1,PINc/VapC family ATPase
ACNO8S_RS12610,WP_420182024.1,YqcI/YcgG family protein
ACNO8S_RS12615,WP_420182025.1,cysteine hydrolase family protein
ACNO8S_RS12620,WP_004514919.1,winged helix-turn-helix domain-containing protein
ACNO8S_RS12625,WP_023843411.1,hypothetical protein
ACNO8S_RS12630,WP_014041266.1,ribosome biogenesis/translation initiation ATPase RLI
ACNO8S_RS12635,WP_050007097.1,hypothetical protein
ACNO8S_RS12640,WP_004514915.1,archaemetzincin family Zn-dependent metalloprotease
ACNO8S_RS12645,WP_014041268.1,UPF0146 family protein
ACNO8S_RS12650,WP_420182026.1,TIGR01548 family HAD-type hydrolase
ACNO8S_RS12655,WP_050037057.1,hypothetical protein
ACNO8S_RS12660,WP_014041271.1,NADPH-dependent F420 reductase
ACNO8S_RS12665,WP_050037058.1,response regulator
ACNO8S_RS12670,WP_008307970.1,thioredoxin family protein
ACNO8S_RS12675,WP_004514908.1,preprotein translocase subunit Sec61beta
ACNO8S_RS12680,WP_420182027.1,DUF7532 family protein
ACNO8S_RS12685,WP_420182028.1,DUF402 domain-containing protein
ACNO8S_RS12690,WP_420182029.1,LVIVD repeat-containing protein
ACNO8S_RS12695,WP_420182030.1,LURP-one-related/scramblase family protein
ACNO8S_RS12700,WP_420182031.1,excinuclease ABC subunit UvrA
ACNO8S_RS12705,WP_151103799.1,DUF3368 domain-containing protein
ACNO8S_RS12710,WP_050007252.1,UPF0175 family protein
ACNO8S_RS12715,WP_014041278.1,hypothetical protein
ACNO8S_RS12720,WP_420182032.1,S9 family peptidase
ACNO8S_RS12725,WP_420182033.1,hypothetical protein
ACNO8S_RS12730,WP_064288728.1,hypothetical protein
ACNO8S_RS12735,WP_151103804.1,geranylgeranyl reductase family protein
ACNO8S_RS12740,WP_014041283.1,AI-2E family transporter
ACNO8S_RS12745,WP_420182034.1,sulfurtransferase
ACNO8S_RS12750,WP_014041285.1,sulfurtransferase
ACNO8S_RS12755,WP_008307932.1,hypothetical protein
ACNO8S_RS12760,WP_191449409.1,MBL fold metallo-hydrolase
ACNO8S_RS12765,WP_050037068.1,ribbon-helix-helix protein%2C CopG family
ACNO8S_RS12770,WP_050037069.1,hypothetical protein
ACNO8S_RS12775,WP_014041290.1,cupin domain-containing protein
ACNO8S_RS12780,WP_129755602.1,hypothetical protein
ACNO8S_RS12785,WP_420182035.1,hemolysin family protein
ACNO8S_RS12790,WP_420182036.1,oxidoreductase
ACNO8S_RS12795,WP_050007255.1,glutaredoxin family protein
ACNO8S_RS12800,WP_044952033.1,hypothetical protein
ACNO8S_RS12805,WP_420182037.1,thiamine phosphate synthase
ACNO8S_RS12810,WP_014041297.1,phosphate uptake regulator PhoU
ACNO8S_RS12815,WP_050037074.1,phosphate signaling complex protein PhoU
ACNO8S_RS12820,WP_014041299.1,phosphate ABC transporter ATP-binding protein PstB
ACNO8S_RS12825,WP_420182038.1,phosphate ABC transporter permease PstA
ACNO8S_RS12830,WP_050037077.1,phosphate ABC transporter permease subunit PstC
ACNO8S_RS12835,WP_014041302.1,substrate-binding domain-containing protein
ACNO8S_RS12840,WP_014041303.1,phosphate uptake regulator PhoU
ACNO8S_RS12845,WP_064288714.1,DUF7260 family protein
ACNO8S_RS12850,WP_420182039.1,rhodanese-like domain-containing protein
ACNO8S_RS12855,WP_064288711.1,NUDIX hydrolase
ACNO8S_RS12860,WP_050007258.1,hypothetical protein
