"Pathway","KO","protein_id","gene","product","Description"
"map01100","K03785","WP_050007549.1","ACNO8S_RS11620","type I 3-dehydroquinate dehydratase","Metabolic pathways"
"map01100","K00652","WP_064288058.1","ACNO8S_RS07175","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Metabolic pathways"
"map01100","K03787","WP_014040019.1","ACNO8S_RS05195","5'/3'-nucleotidase SurE","Metabolic pathways"
"map01100","K06016","WP_151104081.1","ACNO8S_RS17915","Zn-dependent hydrolase","Metabolic pathways"
"map01100","K01934","WP_420182425.1","ACNO8S_RS02525","5-formyltetrahydrofolate cyclo-ligase","Metabolic pathways"
"map01100","K01956","WP_050037568.1","ACNO8S_RS02480","glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","Metabolic pathways"
"map01100","K01937","WP_044951697.1","ACNO8S_RS03010","CTP synthase","Metabolic pathways"
"map01100","K00626","WP_014040363.1","ACNO8S_RS07230","thiolase C-terminal domain-containing protein","Metabolic pathways"
"map01100","K03394","WP_014039261.1","ACNO8S_RS00615","cobalt-factor II C(20)-methyltransferase","Metabolic pathways"
"map01100","K02500","WP_129755313.1","ACNO8S_RS09360","imidazole glycerol phosphate synthase subunit HisF","Metabolic pathways"
"map01100","K17865","WP_008306979.1","ACNO8S_RS00065","MaoC family dehydratase","Metabolic pathways"
"map01100","K02274","WP_420182107.1","ACNO8S_RS13745","cbb3-type cytochrome c oxidase subunit I","Metabolic pathways"
"map01100","K00370","WP_151104054.1","ACNO8S_RS19060","molybdopterin-dependent oxidoreductase","Metabolic pathways"
"map01100","K01439","WP_191449099.1","ACNO8S_RS17325","M20 family metallopeptidase","Metabolic pathways"
"map01100","K02117","WP_050037491.1","ACNO8S_RS01440","ATP synthase subunit A","Metabolic pathways"
"map01100","K00088","WP_420182999.1","ACNO8S_RS17485","guanosine monophosphate reductase","Metabolic pathways"
"map01100","K01429","WP_064289084.1","ACNO8S_RS17275","urease subunit beta","Metabolic pathways"
"map01100","K19710","WP_064288254.1","ACNO8S_RS02790","HIT family protein","Metabolic pathways"
"map01100","K00016","WP_014041705.1","ACNO8S_RS15465","malate dehydrogenase","Metabolic pathways"
"map01100","K03738","WP_420181811.1","ACNO8S_RS09055","aldehyde ferredoxin oxidoreductase family protein","Metabolic pathways"
"map01100","K02120","WP_004593983.1","ACNO8S_RS01455","V-type ATP synthase subunit D","Metabolic pathways"
"map01100","K01641","WP_420181900.1","ACNO8S_RS11010","hydroxymethylglutaryl-CoA synthase","Metabolic pathways"
"map01100","K24998","WP_225308212.1","ACNO8S_RS19760","coenzyme F420-0:L-glutamate ligase","Metabolic pathways"
"map01100","K01938","WP_014031176.1","ACNO8S_RS16755","formate--tetrahydrofolate ligase","Metabolic pathways"
"map01100","K02275","WP_014040559.1","ACNO8S_RS08285","cytochrome c oxidase subunit II","Metabolic pathways"
"map01100","K02274","WP_014040655.1","ACNO8S_RS08860","cytochrome c oxidase subunit I","Metabolic pathways"
"map01100","K00282","WP_050036783.1","ACNO8S_RS09960","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","Metabolic pathways"
"map01100","K01777","WP_050037179.1","ACNO8S_RS14435","proline racemase family protein","Metabolic pathways"
"map01100","K00368","WP_064287083.1","ACNO8S_RS16130","copper-containing nitrite reductase","Metabolic pathways"
"map01100","K01430","WP_014031070.1","ACNO8S_RS17285","urease subunit gamma","Metabolic pathways"
"map01100","K01661","WP_420182707.1","ACNO8S_RS06960","1-2C4-dihydroxy-2-naphthoyl-CoA synthase","Metabolic pathways"
"map01100","K00019","WP_420182655.1","ACNO8S_RS06080","SDR family oxidoreductase","Metabolic pathways"
"map01100","K02122","WP_014039408.1","ACNO8S_RS01435","V-type ATP synthase subunit F","Metabolic pathways"
"map01100","K00239","WP_151103053.1","ACNO8S_RS04020","L-aspartate oxidase","Metabolic pathways"
"map01100","K01939","WP_420181804.1","ACNO8S_RS08885","adenylosuccinate synthase","Metabolic pathways"
"map01100","K02123","WP_050037489.1","ACNO8S_RS01415","V-type ATP synthase subunit I","Metabolic pathways"
"map01100","K00248","WP_420182693.1","ACNO8S_RS06700","acyl-CoA dehydrogenase family protein","Metabolic pathways"
"map01100","K11781","WP_050037537.1","ACNO8S_RS02070","7-2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH","Metabolic pathways"
"map01100","K00261","WP_008309650.1","ACNO8S_RS05755","glutamate dehydrogenase GdhB","Metabolic pathways"
"map01100","K03330","WP_050037660.1","ACNO8S_RS03485","Glu-tRNA(Gln) amidotransferase subunit GatE","Metabolic pathways"
"map01100","K01737","WP_420182044.1","ACNO8S_RS12915","6-pyruvoyl trahydropterin synthase family protein","Metabolic pathways"
"map01100","K01428","WP_420182984.1","ACNO8S_RS17280","urease subunit alpha","Metabolic pathways"
"map01100","K00174","WP_014040648.1","ACNO8S_RS08820","2-oxoacid:acceptor oxidoreductase subunit alpha","Metabolic pathways"
"map01100","K01673","WP_420182682.1","ACNO8S_RS06565","carbonic anhydrase","Metabolic pathways"
"map01100","K00265","WP_420182521.1","ACNO8S_RS04145","glutamate synthase large subunit","Metabolic pathways"
"map01100","K16306","WP_420181946.1","ACNO8S_RS11635","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Metabolic pathways"
"map01100","K00343","WP_420181850.1","ACNO8S_RS09800","NADH-quinone oxidoreductase subunit N","Metabolic pathways"
"map01100","K02291","WP_014041241.1","ACNO8S_RS12475","phytoene/squalene synthase family protein","Metabolic pathways"
"map01100","K01628","WP_420182959.1","ACNO8S_RS16960","class II aldolase/adducin family protein","Metabolic pathways"
"map01100","K25316","WP_420181952.1","ACNO8S_RS11710","aspartate/glutamate racemase family protein","Metabolic pathways"
"map01100","K01704","WP_014039975.1","ACNO8S_RS04920","3-isopropylmalate dehydratase small subunit","Metabolic pathways"
"map01100","K01738","WP_151103497.1","ACNO8S_RS08665","PLP-dependent cysteine synthase family protein","Metabolic pathways"
"map01100","K22227","WP_420182458.1","ACNO8S_RS03090","radical SAM protein","Metabolic pathways"
"map01100","K00241","WP_420182776.1","ACNO8S_RS08005","succinate dehydrogenase-2C cytochrome b556 subunit","Metabolic pathways"
"map01100","K01915","WP_336331118.1","ACNO8S_RS19670","gamma-glutamylputrescine synthetase","Metabolic pathways"
"map01100","K01679","WP_014039729.1","ACNO8S_RS03505","class II fumarate hydratase","Metabolic pathways"
"map01100","K03147","WP_420181788.1","ACNO8S_RS08430","phosphomethylpyrimidine synthase ThiC","Metabolic pathways"
"map01100","K11212","WP_420182497.1","ACNO8S_RS03610","2-phospho-L-lactate transferase","Metabolic pathways"
"map01100","K01008","WP_420182901.1","ACNO8S_RS17870","selenide-2C water dikinase SelD","Metabolic pathways"
"map01100","K00128","WP_420183014.1","ACNO8S_RS19340","aldehyde dehydrogenase family protein","Metabolic pathways"
"map01100","K00793","WP_014041448.1","ACNO8S_RS13945","riboflavin synthase","Metabolic pathways"
"map01100","K11263","WP_023843149.1","ACNO8S_RS03390","acetyl-CoA carboxylase biotin carboxylase subunit","Metabolic pathways"
"map01100","K00836","WP_050036587.1","ACNO8S_RS19665","diaminobutyrate--2-oxoglutarate transaminase family protein","Metabolic pathways"
"map01100","K08681","WP_050037150.1","ACNO8S_RS13955","pyridoxal 5'-phosphate synthase glutaminase subunit PdxT","Metabolic pathways"
"map01100","K00600","WP_129755194.1","ACNO8S_RS07680","serine hydroxymethyltransferase","Metabolic pathways"
"map01100","K01895","WP_420182656.1","ACNO8S_RS06085","AMP-binding protein","Metabolic pathways"
"map01100","K23265","WP_420182400.1","ACNO8S_RS02040","phosphoribosylformylglycinamidine synthase I","Metabolic pathways"
"map01100","K01784","WP_014040068.1","ACNO8S_RS05475","NAD-dependent epimerase/dehydratase family protein","Metabolic pathways"
"map01100","K01754","WP_014041555.1","ACNO8S_RS14630","threonine ammonia-lyase","Metabolic pathways"
"map01100","K00382","WP_420182311.1","ACNO8S_RS00385","dihydrolipoyl dehydrogenase","Metabolic pathways"
"map01100","K05828","WP_420182237.1","ACNO8S_RS15365","acetylglutamate/acetylaminoadipate kinase","Metabolic pathways"
"map01100","K01011","WP_014041285.1","ACNO8S_RS12750","sulfurtransferase","Metabolic pathways"
"map01100","K27475","WP_420182577.1","ACNO8S_RS04945","hypothetical protein","Metabolic pathways"
"map01100","K01784","WP_191449516.1","ACNO8S_RS07030","NAD-dependent epimerase/dehydratase family protein","Metabolic pathways"
"map01100","K01519","WP_420182164.1","ACNO8S_RS14555","non-canonical purine NTP pyrophosphatase","Metabolic pathways"
"map01100","K00626","WP_420183015.1","ACNO8S_RS19360","thiolase domain-containing protein","Metabolic pathways"
"map01100","K00796","WP_420182529.1","ACNO8S_RS04220","dihydropteroate synthase","Metabolic pathways"
"map01100","K01758","WP_050037154.1","ACNO8S_RS14165","trans-sulfuration enzyme family protein","Metabolic pathways"
"map01100","K00941","WP_420182153.1","ACNO8S_RS14340","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","Metabolic pathways"
"map01100","K06167","WP_420182275.1","ACNO8S_RS15985","MBL fold metallo-hydrolase","Metabolic pathways"
"map01100","K00161","WP_014039819.1","ACNO8S_RS04055","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Metabolic pathways"
"map01100","K01951","WP_008310611.1","ACNO8S_RS03015","glutamine-hydrolyzing GMP synthase","Metabolic pathways"
"map01100","K00283","WP_420181859.1","ACNO8S_RS09955","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","Metabolic pathways"
"map01100","K00252","WP_420181983.1","ACNO8S_RS12055","acyl-CoA dehydrogenase family protein","Metabolic pathways"
"map01100","K00858","WP_050007553.1","ACNO8S_RS02635","NAD(+)/NADH kinase","Metabolic pathways"
"map01100","K01588","WP_014040784.1","ACNO8S_RS09745","AIR carboxylase family protein","Metabolic pathways"
"map01100","K00133","WP_420182583.1","ACNO8S_RS05035","aspartate-semialdehyde dehydrogenase","Metabolic pathways"
"map01100","K01745","WP_420181917.1","ACNO8S_RS11240","histidine ammonia-lyase","Metabolic pathways"
"map01100","K03885","WP_420181808.1","ACNO8S_RS08985","NAD(P)/FAD-dependent oxidoreductase","Metabolic pathways"
"map01100","K02437","WP_014040818.1","ACNO8S_RS09965","glycine cleavage system protein GcvH","Metabolic pathways"
"map01100","K09735","WP_014039131.1","ACNO8S_RS16030","GTP-dependent dephospho-CoA kinase family protein","Metabolic pathways"
"map01100","K03752","WP_151103520.1","ACNO8S_RS09050","molybdenum cofactor guanylyltransferase","Metabolic pathways"
"map01100","K00390","WP_005534748.1","ACNO8S_RS06095","phosphoadenosine phosphosulfate reductase family protein","Metabolic pathways"
"map01100","K01523","WP_050007330.1","ACNO8S_RS13960","phosphoribosyl-ATP diphosphatase","Metabolic pathways"
"map01100","K01719","WP_420182351.1","ACNO8S_RS01020","uroporphyrinogen-III synthase","Metabolic pathways"
"map01100","K00074","WP_420182555.1","ACNO8S_RS04595","3-hydroxyacyl-CoA dehydrogenase family protein","Metabolic pathways"
"map01100","K01479","WP_064288883.1","ACNO8S_RS11230","formimidoylglutamase","Metabolic pathways"
"map01100","K00053","WP_050037790.1","ACNO8S_RS04905","ketol-acid reductoisomerase","Metabolic pathways"
"map01100","K01724","WP_008312658.1","ACNO8S_RS10865","4a-hydroxytetrahydrobiopterin dehydratase","Metabolic pathways"
"map01100","K02119","WP_014039407.1","ACNO8S_RS01430","V-type ATP synthase subunit C","Metabolic pathways"
"map01100","K02548","WP_151103373.1","ACNO8S_RS06985","1-2C4-dihydroxy-2-naphthoate polyprenyltransferase","Metabolic pathways"
"map01100","K00248","WP_014040344.1","ACNO8S_RS07125","acyl-CoA dehydrogenase family protein","Metabolic pathways"
"map01100","K00820","WP_014039465.1","ACNO8S_RS01750","glutamine--fructose-6-phosphate transaminase (isomerizing)","Metabolic pathways"
"map01100","K00128","WP_420181984.1","ACNO8S_RS12060","aldehyde dehydrogenase family protein","Metabolic pathways"
"map01100","K03644","WP_420182313.1","ACNO8S_RS00410","lipoyl synthase","Metabolic pathways"
"map01100","K00287","WP_050006942.1","ACNO8S_RS16680","dihydrofolate reductase","Metabolic pathways"
"map01100","K01895","WP_420182379.1","ACNO8S_RS01735","acetate--CoA ligase","Metabolic pathways"
"map01100","K02626","WP_014039437.1","ACNO8S_RS01595","pyruvoyl-dependent arginine decarboxylase","Metabolic pathways"
"map01100","K19268","WP_191449366.1","ACNO8S_RS06250","methylaspartate mutase subunit E","Metabolic pathways"
"map01100","K01684","WP_420182349.1","ACNO8S_RS00930","galactonate dehydratase","Metabolic pathways"
"map01100","K01489","WP_004593122.1","ACNO8S_RS05495","cytidine deaminase","Metabolic pathways"
"map01100","K00215","WP_420182536.1","ACNO8S_RS04305","4-hydroxy-tetrahydrodipicolinate reductase","Metabolic pathways"
"map01100","K00611","WP_155120743.1","ACNO8S_RS08150","DUF7556 family protein","Metabolic pathways"
"map01100","K00928","WP_014041676.1","ACNO8S_RS15315","aspartate kinase","Metabolic pathways"
"map01100","K00372","WP_420182222.1","ACNO8S_RS15180","assimilatory nitrate reductase NasA","Metabolic pathways"
"map01100","K03423","WP_014039575.1","ACNO8S_RS02600","dihydrolipoyl dehydrogenase family protein","Metabolic pathways"
"map01100","K01586","WP_420182532.1","ACNO8S_RS04275","diaminopimelate decarboxylase","Metabolic pathways"
"map01100","K01845","WP_420182223.1","ACNO8S_RS15185","glutamate-1-semialdehyde 2-2C1-aminomutase","Metabolic pathways"
"map01100","K01791","WP_129756234.1","ACNO8S_RS16885","non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase","Metabolic pathways"
"map01100","K02770","WP_014031166.1","ACNO8S_RS16805","PTS fructose transporter subunit IIC","Metabolic pathways"
"map01100","K01438","WP_129755584.1","ACNO8S_RS12600","M20 family metallopeptidase","Metabolic pathways"
"map01100","K01733","WP_420182234.1","ACNO8S_RS15335","threonine synthase","Metabolic pathways"
"map01100","K00248","WP_008313353.1","ACNO8S_RS08795","acyl-CoA dehydrogenase family protein","Metabolic pathways"
"map01100","K01658","WP_420181863.1","ACNO8S_RS10050","anthranilate synthase component II","Metabolic pathways"
"map01100","K01007","WP_014041022.1","ACNO8S_RS11260","phosphoenolpyruvate synthase","Metabolic pathways"
"map01100","K01625","WP_420182358.1","ACNO8S_RS01265","bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","Metabolic pathways"
"map01100","K01695","WP_014041088.1","ACNO8S_RS11640","tryptophan synthase subunit alpha","Metabolic pathways"
"map01100","K00058","WP_420182011.1","ACNO8S_RS12410","C-terminal binding protein","Metabolic pathways"
"map01100","K00376","WP_129755008.1","ACNO8S_RS05735","TAT-dependent nitrous-oxide reductase","Metabolic pathways"
"map01100","K15633","WP_420182443.1","ACNO8S_RS02695","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Metabolic pathways"
"map01100","K01091","WP_014040345.1","ACNO8S_RS07130","HAD family hydrolase","Metabolic pathways"
"map01100","K00261","WP_420182689.1","ACNO8S_RS06680","Glu/Leu/Phe/Val family dehydrogenase","Metabolic pathways"
"map01100","K00549","WP_420182553.1","ACNO8S_RS04550","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","Metabolic pathways"
"map01100","K02501","WP_008307104.1","ACNO8S_RS15855","imidazole glycerol phosphate synthase subunit HisH","Metabolic pathways"
"map01100","K22187","WP_014039292.1","ACNO8S_RS00780","aldehyde dehydrogenase family protein","Metabolic pathways"
"map01100","K01759","WP_014040754.1","ACNO8S_RS09480","VOC family protein","Metabolic pathways"
"map01100","K03738","WP_420182016.1","ACNO8S_RS12445","aldehyde ferredoxin oxidoreductase family protein","Metabolic pathways"
"map01100","K01807","WP_420182200.1","ACNO8S_RS14925","ribose-5-phosphate isomerase RpiA","Metabolic pathways"
"map01100","K00766","WP_044952246.1","ACNO8S_RS10065","anthranilate phosphoribosyltransferase","Metabolic pathways"
"map01100","K01473","WP_420182883.1","ACNO8S_RS17540","hydantoinase/oxoprolinase family protein","Metabolic pathways"
"map01100","K02201","WP_050007467.1","ACNO8S_RS13400","phosphopantetheine adenylyltransferase","Metabolic pathways"
"map01100","K01474","WP_420182884.1","ACNO8S_RS17545","hydantoinase B/oxoprolinase family protein","Metabolic pathways"
"map01100","K00185","WP_420181797.1","ACNO8S_RS08550","NrfD/PsrC family molybdoenzyme membrane anchor subunit","Metabolic pathways"
"map01100","K18382","WP_420181823.1","ACNO8S_RS09400","NAD(P)-dependent alcohol dehydrogenase","Metabolic pathways"
"map01100","K06118","WP_420182385.1","ACNO8S_RS01795","NAD-dependent epimerase/dehydratase family protein","Metabolic pathways"
"map01100","K01515","WP_064287544.1","ACNO8S_RS01980","NUDIX hydrolase","Metabolic pathways"
"map01100","K00826","WP_004964767.1","ACNO8S_RS00940","branched-chain amino acid transaminase","Metabolic pathways"
"map01100","K00174","WP_151146412.1","ACNO8S_RS06390","2-oxoacid:acceptor oxidoreductase subunit alpha","Metabolic pathways"
"map01100","K03841","WP_151103345.1","ACNO8S_RS06660","class 1 fructose-bisphosphatase","Metabolic pathways"
"map01100","K01733","WP_420182463.1","ACNO8S_RS03160","threonine synthase","Metabolic pathways"
"map01100","K00001","WP_420181986.1","ACNO8S_RS12070","zinc-dependent alcohol dehydrogenase family protein","Metabolic pathways"
"map01100","K01176","WP_008309416.1","ACNO8S_RS06360","alpha-amylase domain-containing protein","Metabolic pathways"
"map01100","K11646","WP_420181945.1","ACNO8S_RS11630","3-dehydroquinate synthase II","Metabolic pathways"
"map01100","K00766","WP_014039518.1","ACNO8S_RS02190","anthranilate phosphoribosyltransferase","Metabolic pathways"
"map01100","K02275","WP_044952043.1","ACNO8S_RS13740","cytochrome c oxidase subunit II","Metabolic pathways"
"map01100","K01703","WP_064288455.1","ACNO8S_RS04915","3-isopropylmalate dehydratase large subunit","Metabolic pathways"
"map01100","K01912","WP_044952595.1","ACNO8S_RS19355","phenylacetate--CoA ligase PaaK","Metabolic pathways"
"map01100","K00240","WP_129755225.1","ACNO8S_RS08015","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","Metabolic pathways"
"map01100","K02124","WP_008311113.1","ACNO8S_RS01420","F0F1 ATP synthase subunit C","Metabolic pathways"
"map01100","K07732","WP_008311261.1","ACNO8S_RS00955","DUF120 domain-containing protein","Metabolic pathways"
"map01100","K01667","WP_044952048.1","ACNO8S_RS14290","tryptophanase","Metabolic pathways"
"map01100","K22226","WP_151103532.1","ACNO8S_RS09270","TIGR04347 family pseudo-SAM/SPASM protein","Metabolic pathways"
"map01100","K00826","WP_420182673.1","ACNO8S_RS06355","aminotransferase class IV","Metabolic pathways"
"map01100","K05606","WP_420183017.1","ACNO8S_RS19395","VOC family protein","Metabolic pathways"
"map01100","K01784","WP_420182383.1","ACNO8S_RS01785","NAD-dependent epimerase/dehydratase family protein","Metabolic pathways"
"map01100","K01652","WP_420182574.1","ACNO8S_RS04895","biosynthetic-type acetolactate synthase large subunit","Metabolic pathways"
"map01100","K02189","WP_014039263.1","ACNO8S_RS00625","cobalt-precorrin 5A hydrolase","Metabolic pathways"
"map01100","K01874","WP_420181921.1","ACNO8S_RS11285","methionine--tRNA ligase","Metabolic pathways"
"map01100","K01649","WP_014040938.1","ACNO8S_RS10780","(R)-citramalate synthase","Metabolic pathways"
"map01100","K01470","WP_014039884.1","ACNO8S_RS04400","creatininase family protein","Metabolic pathways"
"map01100","K01814","WP_014041574.1","ACNO8S_RS14730","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","Metabolic pathways"
"map01100","K11176","WP_420182230.1","ACNO8S_RS15300","IMP cyclohydrolase","Metabolic pathways"
"map01100","K00366","WP_064288571.1","ACNO8S_RS15170","nitrite/sulfite reductase","Metabolic pathways"
"map01100","K00029","WP_151145550.1","ACNO8S_RS11070","NADP-dependent malic enzyme","Metabolic pathways"
"map01100","K01470","WP_420182932.1","ACNO8S_RS18375","creatininase family protein","Metabolic pathways"
"map01100","K00003","WP_151103877.1","ACNO8S_RS14140","homoserine dehydrogenase","Metabolic pathways"
"map01100","K01591","WP_050007160.1","ACNO8S_RS10035","orotidine-5'-phosphate decarboxylase","Metabolic pathways"
"map01100","K02201","WP_014040340.1","ACNO8S_RS07095","phosphopantetheine adenylyltransferase","Metabolic pathways"
"map01100","K00946","WP_151102870.1","ACNO8S_RS01525","thiamine-phosphate kinase","Metabolic pathways"
"map01100","K13038","WP_050037638.1","ACNO8S_RS03320","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","Metabolic pathways"
"map01100","K01652","WP_014039805.1","ACNO8S_RS03975","thiamine pyrophosphate-binding protein","Metabolic pathways"
"map01100","K03517","WP_196219990.1","ACNO8S_RS02725","quinolinate synthase NadA","Metabolic pathways"
"map01100","K06048","WP_420182718.1","ACNO8S_RS07085","glutamate--cysteine ligase","Metabolic pathways"
"map01100","K00134","WP_008307604.1","ACNO8S_RS13930","type I glyceraldehyde-3-phosphate dehydrogenase","Metabolic pathways"
"map01100","K02614","WP_014030896.1","ACNO8S_RS19350","hydroxyphenylacetyl-CoA thioesterase PaaI","Metabolic pathways"
"map01100","K00800","WP_420182510.1","ACNO8S_RS03940","3-phosphoshikimate 1-carboxyvinyltransferase","Metabolic pathways"
"map01100","K00425","WP_050036509.1","ACNO8S_RS18960","cytochrome ubiquinol oxidase subunit I","Metabolic pathways"
"map01100","K01945","WP_420182571.1","ACNO8S_RS04795","phosphoribosylamine--glycine ligase","Metabolic pathways"
"map01100","K00161","WP_420182312.1","ACNO8S_RS00405","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Metabolic pathways"
"map01100","K00874","WP_420182188.1","ACNO8S_RS14820","sugar kinase","Metabolic pathways"
"map01100","K06982","WP_014040928.1","ACNO8S_RS10720","pantoate kinase","Metabolic pathways"
"map01100","K00249","WP_420181991.1","ACNO8S_RS12095","acyl-CoA dehydrogenase family protein","Metabolic pathways"
"map01100","K01714","WP_420182537.1","ACNO8S_RS04310","4-hydroxy-tetrahydrodipicolinate synthase","Metabolic pathways"
"map01100","K01738","WP_151103051.1","ACNO8S_RS03990","cysteine synthase A","Metabolic pathways"
"map01100","K00031","WP_014039605.1","ACNO8S_RS02770","isocitrate dehydrogenase (NADP(+))","Metabolic pathways"
"map01100","K19281","WP_420182665.1","ACNO8S_RS06265","L-malyl-CoA/beta-methylmalyl-CoA lyase","Metabolic pathways"
"map01100","K01251","WP_146417728.1","ACNO8S_RS16075","adenosylhomocysteinase","Metabolic pathways"
"map01100","K02227","WP_146416983.1","ACNO8S_RS11850","CobD/CbiB family cobalamin biosynthesis protein","Metabolic pathways"
"map01100","K12960","WP_420182898.1","ACNO8S_RS17845","5'-deoxyadenosine deaminase","Metabolic pathways"
"map01100","K01714","WP_420182739.1","ACNO8S_RS07505","dihydrodipicolinate synthase family protein","Metabolic pathways"
"map01100","K00796","WP_014039903.1","ACNO8S_RS04505","dihydropteroate synthase","Metabolic pathways"
"map01100","K00033","WP_014041329.1","ACNO8S_RS12980","phosphogluconate dehydrogenase (NAD(+)-dependent-2C decarboxylating)","Metabolic pathways"
"map01100","K01915","WP_014039093.1","ACNO8S_RS15805","type I glutamate--ammonia ligase","Metabolic pathways"
"map01100","K11263","WP_050036543.1","ACNO8S_RS19270","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Metabolic pathways"
"map01100","K00162","WP_050036576.1","ACNO8S_RS19570","alpha-ketoacid dehydrogenase subunit beta","Metabolic pathways"
"map01100","K03841","WP_004960905.1","ACNO8S_RS08225","class 1 fructose-bisphosphatase","Metabolic pathways"
"map01100","K00309","WP_420182940.1","ACNO8S_RS16710","GcvT family protein","Metabolic pathways"
"map01100","K23144","WP_420182771.1","ACNO8S_RS07955","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Metabolic pathways"
"map01100","K00014","WP_420182671.1","ACNO8S_RS06335","shikimate dehydrogenase","Metabolic pathways"
"map01100","K00891","WP_420182684.1","ACNO8S_RS06575","shikimate kinase","Metabolic pathways"
"map01100","K05829","WP_008307210.1","ACNO8S_RS15370","N-acetyl-gamma-glutamyl-phosphate reductase","Metabolic pathways"
"map01100","K01895","WP_050037520.1","ACNO8S_RS01725","acetate--CoA ligase","Metabolic pathways"
"map01100","K13010","WP_151145668.1","ACNO8S_RS10180","DegT/DnrJ/EryC1/StrS family aminotransferase","Metabolic pathways"
"map01100","K00606","WP_014040346.1","ACNO8S_RS07140","3-methyl-2-oxobutanoate hydroxymethyltransferase","Metabolic pathways"
"map01100","K03750","WP_420181807.1","ACNO8S_RS08975","molybdopterin biosynthesis protein","Metabolic pathways"
"map01100","K00632","WP_420183016.1","ACNO8S_RS19370","thiolase family protein","Metabolic pathways"
"map01100","K18981","WP_014041409.1","ACNO8S_RS13710","NAD-dependent glucose-6-phosphate dehydrogenase Azf","Metabolic pathways"
"map01100","K00632","WP_023843054.1","ACNO8S_RS15960","thiolase family protein","Metabolic pathways"
"map01100","K00812","WP_008308436.1","ACNO8S_RS19540","pyridoxal phosphate-dependent aminotransferase","Metabolic pathways"
"map01100","K22223","WP_014040882.1","ACNO8S_RS10445","phosphoglycolate phosphatase","Metabolic pathways"
"map01100","K01755","WP_050037274.1","ACNO8S_RS15385","argininosuccinate lyase","Metabolic pathways"
"map01100","K01659","WP_014041557.1","ACNO8S_RS14640","citrate synthase","Metabolic pathways"
"map01100","K13051","WP_420182446.1","ACNO8S_RS02775","isoaspartyl peptidase/L-asparaginase","Metabolic pathways"
"map01100","K00869","WP_151103021.1","ACNO8S_RS03730","mevalonate kinase","Metabolic pathways"
"map01100","K05873","WP_008308731.1","ACNO8S_RS08645","class IV adenylate cyclase","Metabolic pathways"
"map01100","K01464","WP_420182908.1","ACNO8S_RS17960","dihydroorotase","Metabolic pathways"
"map01100","K00184","WP_050038204.1","ACNO8S_RS08555","sulfate reduction electron transfer complex DsrMKJOP subunit DsrO","Metabolic pathways"
"map01100","K02472","WP_050037470.1","ACNO8S_RS01095","nucleotide sugar dehydrogenase","Metabolic pathways"
"map01100","K01684","WP_420182962.1","ACNO8S_RS16975","galactonate dehydratase","Metabolic pathways"
"map01100","K00626","WP_420182461.1","ACNO8S_RS03130","thiolase family protein","Metabolic pathways"
"map01100","K00817","WP_050037811.1","ACNO8S_RS05120","histidinol-phosphate transaminase","Metabolic pathways"
"map01100","K01652","WP_129754787.1","ACNO8S_RS19530","thiamine pyrophosphate-binding protein","Metabolic pathways"
"map01100","K05934","WP_014039266.1","ACNO8S_RS00640","precorrin-3B C(17)-methyltransferase","Metabolic pathways"
"map01100","K28013","WP_050037704.1","ACNO8S_RS03965","TIGR00300 family protein","Metabolic pathways"
"map01100","K00261","WP_420183001.1","ACNO8S_RS17510","glutamate dehydrogenase GdhB","Metabolic pathways"
"map01100","K01955","WP_420182419.1","ACNO8S_RS02465","carbamoyl-phosphate synthase large subunit","Metabolic pathways"
"map01100","K15016","WP_191449347.1","ACNO8S_RS07970","3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein","Metabolic pathways"
"map01100","K00525","WP_420181877.1","ACNO8S_RS10455","adenosylcobalamin-dependent ribonucleoside-diphosphate reductase","Metabolic pathways"
"map01100","K00858","WP_050037989.1","ACNO8S_RS06430","NAD(+)/NADH kinase","Metabolic pathways"
"map01100","K01491","WP_064288995.1","ACNO8S_RS18310","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","Metabolic pathways"
"map01100","K05936","WP_420182327.1","ACNO8S_RS00620","cobalt-precorrin-4/precorrin-4 C(11)-methyltransferase","Metabolic pathways"
