Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HA|WP_420181869.1,HA,WP_420181869.1,None
HA|WP_420181870.1,HA,WP_420181870.1,None
HA|WP_420181871.1,HA,WP_420181871.1,None
HA|WP_420181872.1,HA,WP_420181872.1,None
HA|WP_420181873.1,HA,WP_420181873.1,None
HA|WP_420181878.1,HA,WP_420181878.1,None
HA|WP_420181879.1,HA,WP_420181879.1,None
HA|WP_420181880.1,HA,WP_420181880.1,None
HA|WP_420181881.1,HA,WP_420181881.1,None
HA|WP_420181882.1,HA,WP_420181882.1,None
HA|WP_420181883.1,HA,WP_420181883.1,None
HA|WP_420181890.1,HA,WP_420181890.1,None
HA|WP_420181893.1,HA,WP_420181893.1,None
HA|WP_420181896.1,HA,WP_420181896.1,None
HA|WP_420181897.1,HA,WP_420181897.1,None
HA|WP_420181899.1,HA,WP_420181899.1,None
HA|WP_420181901.1,HA,WP_420181901.1,None
HA|WP_420181904.1,HA,WP_420181904.1,None
HA|WP_420181911.1,HA,WP_420181911.1,None
HA|WP_420181913.1,HA,WP_420181913.1,None
HA|WP_420181920.1,HA,WP_420181920.1,None
HA|WP_420181922.1,HA,WP_420181922.1,None
HA|WP_420181926.1,HA,WP_420181926.1,None
HA|WP_420181929.1,HA,WP_420181929.1,None
HA|WP_420181930.1,HA,WP_420181930.1,None
HA|WP_420181931.1,HA,WP_420181931.1,None
HA|WP_420181933.1,HA,WP_420181933.1,None
HA|WP_420181934.1,HA,WP_420181934.1,None
HA|WP_420181938.1,HA,WP_420181938.1,None
HA|WP_420181939.1,HA,WP_420181939.1,None
HA|WP_420181941.1,HA,WP_420181941.1,None
HA|WP_420181942.1,HA,WP_420181942.1,None
HA|WP_420181949.1,HA,WP_420181949.1,None
HA|WP_420181953.1,HA,WP_420181953.1,None
HA|WP_420181959.1,HA,WP_420181959.1,None
HA|WP_420181960.1,HA,WP_420181960.1,None
HA|WP_420181965.1,HA,WP_420181965.1,None
HA|WP_420181966.1,HA,WP_420181966.1,None
HA|WP_420181967.1,HA,WP_420181967.1,None
HA|WP_420181968.1,HA,WP_420181968.1,None
HA|WP_420181971.1,HA,WP_420181971.1,None
HA|WP_420181972.1,HA,WP_420181972.1,None
HA|WP_420181976.1,HA,WP_420181976.1,None
HA|WP_420181977.1,HA,WP_420181977.1,None
HA|WP_420181978.1,HA,WP_420181978.1,None
HA|WP_420181980.1,HA,WP_420181980.1,None
HA|WP_420181981.1,HA,WP_420181981.1,None
HA|WP_420181982.1,HA,WP_420181982.1,None
HA|WP_420181988.1,HA,WP_420181988.1,None
HA|WP_420181989.1,HA,WP_420181989.1,None
HA|WP_420181992.1,HA,WP_420181992.1,None
HA|WP_420181993.1,HA,WP_420181993.1,None
HA|WP_420181996.1,HA,WP_420181996.1,None
HA|WP_420181998.1,HA,WP_420181998.1,None
HA|WP_420181999.1,HA,WP_420181999.1,None
HA|WP_420182000.1,HA,WP_420182000.1,None
HA|WP_420182001.1,HA,WP_420182001.1,None
HA|WP_420182002.1,HA,WP_420182002.1,None
HA|WP_420182003.1,HA,WP_420182003.1,None
HA|WP_420182004.1,HA,WP_420182004.1,None
HA|WP_420182005.1,HA,WP_420182005.1,None
HA|WP_420182006.1,HA,WP_420182006.1,None
HA|WP_420182008.1,HA,WP_420182008.1,None
HA|WP_420182009.1,HA,WP_420182009.1,None
HA|WP_420182010.1,HA,WP_420182010.1,None
HA|WP_420182012.1,HA,WP_420182012.1,None
HA|WP_420182013.1,HA,WP_420182013.1,None
HA|WP_420182014.1,HA,WP_420182014.1,None
HA|WP_420182015.1,HA,WP_420182015.1,None
HA|WP_420182018.1,HA,WP_420182018.1,None
HA|WP_420182019.1,HA,WP_420182019.1,None
HA|WP_420182021.1,HA,WP_420182021.1,None
HA|WP_420182022.1,HA,WP_420182022.1,None
HA|WP_420182029.1,HA,WP_420182029.1,None
HA|WP_420182039.1,HA,WP_420182039.1,None
HA|WP_420182040.1,HA,WP_420182040.1,None
HA|WP_420182042.1,HA,WP_420182042.1,None
HA|WP_420182048.1,HA,WP_420182048.1,None
HA|WP_420182049.1,HA,WP_420182049.1,None
HA|WP_420182051.1,HA,WP_420182051.1,None
HA|WP_420182052.1,HA,WP_420182052.1,None
HA|WP_420182054.1,HA,WP_420182054.1,None
HA|WP_420182064.1,HA,WP_420182064.1,None
HA|WP_420182065.1,HA,WP_420182065.1,None
HA|WP_420182066.1,HA,WP_420182066.1,None
HA|WP_420182067.1,HA,WP_420182067.1,None
HA|WP_420182068.1,HA,WP_420182068.1,None
HA|WP_420182069.1,HA,WP_420182069.1,None
HA|WP_420182070.1,HA,WP_420182070.1,None
HA|WP_420182071.1,HA,WP_420182071.1,None
HA|WP_420182072.1,HA,WP_420182072.1,None
HA|WP_420182073.1,HA,WP_420182073.1,None
HA|WP_420182074.1,HA,WP_420182074.1,None
HA|WP_420182075.1,HA,WP_420182075.1,None
HA|WP_420182076.1,HA,WP_420182076.1,None
HA|WP_420182077.1,HA,WP_420182077.1,None
HA|WP_420182078.1,HA,WP_420182078.1,None
HA|WP_420182079.1,HA,WP_420182079.1,None
HA|WP_420182080.1,HA,WP_420182080.1,None
HA|WP_420182081.1,HA,WP_420182081.1,None
HA|WP_420182082.1,HA,WP_420182082.1,None
HA|WP_420182083.1,HA,WP_420182083.1,None
HA|WP_420182084.1,HA,WP_420182084.1,None
HA|WP_420182085.1,HA,WP_420182085.1,None
HA|WP_420182086.1,HA,WP_420182086.1,None
HA|WP_420182087.1,HA,WP_420182087.1,None
HA|WP_420182088.1,HA,WP_420182088.1,None
HA|WP_420182089.1,HA,WP_420182089.1,None
HA|WP_420182090.1,HA,WP_420182090.1,None
HA|WP_420182091.1,HA,WP_420182091.1,None
HA|WP_420182093.1,HA,WP_420182093.1,None
HA|WP_420182094.1,HA,WP_420182094.1,None
HA|WP_420182099.1,HA,WP_420182099.1,None
HA|WP_420182100.1,HA,WP_420182100.1,None
HA|WP_420182101.1,HA,WP_420182101.1,None
HA|WP_420182102.1,HA,WP_420182102.1,None
HA|WP_420182103.1,HA,WP_420182103.1,None
HA|WP_420182104.1,HA,WP_420182104.1,None
HA|WP_420182105.1,HA,WP_420182105.1,None
HA|WP_420182106.1,HA,WP_420182106.1,None
HA|WP_420182112.1,HA,WP_420182112.1,None
HA|WP_420182113.1,HA,WP_420182113.1,None
HA|WP_420182114.1,HA,WP_420182114.1,None
HA|WP_420182116.1,HA,WP_420182116.1,None
HA|WP_420182118.1,HA,WP_420182118.1,None
HA|WP_420182119.1,HA,WP_420182119.1,None
HA|WP_420182120.1,HA,WP_420182120.1,None
HA|WP_420182121.1,HA,WP_420182121.1,None
HA|WP_420182123.1,HA,WP_420182123.1,None
HA|WP_420182124.1,HA,WP_420182124.1,None
HA|WP_420182125.1,HA,WP_420182125.1,None
HA|WP_420182126.1,HA,WP_420182126.1,None
HA|WP_420182127.1,HA,WP_420182127.1,None
HA|WP_420182128.1,HA,WP_420182128.1,None
HA|WP_420182129.1,HA,WP_420182129.1,None
HA|WP_420182130.1,HA,WP_420182130.1,None
HA|WP_420182131.1,HA,WP_420182131.1,None
HA|WP_420182132.1,HA,WP_420182132.1,None
HA|WP_420182133.1,HA,WP_420182133.1,None
HA|WP_420182134.1,HA,WP_420182134.1,None
HA|WP_420182135.1,HA,WP_420182135.1,None
HA|WP_420182136.1,HA,WP_420182136.1,None
HA|WP_420182137.1,HA,WP_420182137.1,None
HA|WP_420182138.1,HA,WP_420182138.1,None
HA|WP_420182139.1,HA,WP_420182139.1,None
HA|WP_420182140.1,HA,WP_420182140.1,None
HA|WP_420182141.1,HA,WP_420182141.1,None
HA|WP_420182142.1,HA,WP_420182142.1,None
HA|WP_420182144.1,HA,WP_420182144.1,None
HA|WP_420182147.1,HA,WP_420182147.1,None
HA|WP_420182149.1,HA,WP_420182149.1,None
HA|WP_420182150.1,HA,WP_420182150.1,None
HA|WP_420182151.1,HA,WP_420182151.1,None
HA|WP_420182152.1,HA,WP_420182152.1,None
HA|WP_420182154.1,HA,WP_420182154.1,None
HA|WP_420182155.1,HA,WP_420182155.1,None
HA|WP_420182157.1,HA,WP_420182157.1,None
HA|WP_420182161.1,HA,WP_420182161.1,None
HA|WP_420182166.1,HA,WP_420182166.1,None
HA|WP_420182169.1,HA,WP_420182169.1,None
HA|WP_420182172.1,HA,WP_420182172.1,None
HA|WP_420182175.1,HA,WP_420182175.1,None
HA|WP_420182181.1,HA,WP_420182181.1,None
HA|WP_420182184.1,HA,WP_420182184.1,None
HA|WP_420182186.1,HA,WP_420182186.1,None
HA|WP_420182189.1,HA,WP_420182189.1,None
HA|WP_420182190.1,HA,WP_420182190.1,None
HA|WP_420182191.1,HA,WP_420182191.1,None
HA|WP_420182192.1,HA,WP_420182192.1,None
HA|WP_420182193.1,HA,WP_420182193.1,None
HA|WP_420182195.1,HA,WP_420182195.1,None
HA|WP_420182196.1,HA,WP_420182196.1,None
HA|WP_420182201.1,HA,WP_420182201.1,None
HA|WP_420182206.1,HA,WP_420182206.1,None
HA|WP_420182209.1,HA,WP_420182209.1,None
HA|WP_420182210.1,HA,WP_420182210.1,None
HA|WP_420182213.1,HA,WP_420182213.1,None
HA|WP_420182214.1,HA,WP_420182214.1,None
HA|WP_420182215.1,HA,WP_420182215.1,None
HA|WP_420182216.1,HA,WP_420182216.1,None
HA|WP_420182217.1,HA,WP_420182217.1,None
HA|WP_420182218.1,HA,WP_420182218.1,None
HA|WP_420182219.1,HA,WP_420182219.1,None
HA|WP_420182220.1,HA,WP_420182220.1,None
HA|WP_420182224.1,HA,WP_420182224.1,None
HA|WP_420182225.1,HA,WP_420182225.1,None
HA|WP_420182226.1,HA,WP_420182226.1,None
HA|WP_420182232.1,HA,WP_420182232.1,None
HA|WP_420182233.1,HA,WP_420182233.1,None
HA|WP_420182236.1,HA,WP_420182236.1,None
HA|WP_420182242.1,HA,WP_420182242.1,None
HA|WP_420182244.1,HA,WP_420182244.1,None
HA|WP_420182247.1,HA,WP_420182247.1,None
HA|WP_420182249.1,HA,WP_420182249.1,None
HA|WP_420182250.1,HA,WP_420182250.1,None
HA|WP_420182253.1,HA,WP_420182253.1,None
HA|WP_420182255.1,HA,WP_420182255.1,None
HA|WP_420182260.1,HA,WP_420182260.1,None
HA|WP_420182263.1,HA,WP_420182263.1,None
HA|WP_420182267.1,HA,WP_420182267.1,None
HA|WP_420182268.1,HA,WP_420182268.1,None
HA|WP_420182269.1,HA,WP_420182269.1,None
HA|WP_420182270.1,HA,WP_420182270.1,None
HA|WP_420182271.1,HA,WP_420182271.1,None
HA|WP_420182273.1,HA,WP_420182273.1,None
HA|WP_420182277.1,HA,WP_420182277.1,None
HA|WP_420182281.1,HA,WP_420182281.1,None
HA|WP_420182283.1,HA,WP_420182283.1,None
HA|WP_420182288.1,HA,WP_420182288.1,None
HA|WP_420182292.1,HA,WP_420182292.1,None
HA|WP_420182293.1,HA,WP_420182293.1,None
HA|WP_420182299.1,HA,WP_420182299.1,None
HA|WP_420182300.1,HA,WP_420182300.1,None
HA|WP_420182302.1,HA,WP_420182302.1,None
HA|WP_420182303.1,HA,WP_420182303.1,None
HA|WP_420182304.1,HA,WP_420182304.1,None
HA|WP_420182307.1,HA,WP_420182307.1,None
HA|WP_420182310.1,HA,WP_420182310.1,None
HA|WP_420182314.1,HA,WP_420182314.1,None
HA|WP_420182321.1,HA,WP_420182321.1,None
HA|WP_420182322.1,HA,WP_420182322.1,None
HA|WP_420182323.1,HA,WP_420182323.1,None
HA|WP_420182330.1,HA,WP_420182330.1,None
HA|WP_420182331.1,HA,WP_420182331.1,None
HA|WP_420182334.1,HA,WP_420182334.1,None
HA|WP_420182335.1,HA,WP_420182335.1,None
HA|WP_420182336.1,HA,WP_420182336.1,None
HA|WP_420182338.1,HA,WP_420182338.1,None
HA|WP_420182339.1,HA,WP_420182339.1,None
HA|WP_420182341.1,HA,WP_420182341.1,None
HA|WP_420182343.1,HA,WP_420182343.1,None
HA|WP_420182344.1,HA,WP_420182344.1,None
HA|WP_420182345.1,HA,WP_420182345.1,None
HA|WP_420182346.1,HA,WP_420182346.1,None
HA|WP_420182347.1,HA,WP_420182347.1,None
HA|WP_420182348.1,HA,WP_420182348.1,None
HA|WP_420182355.1,HA,WP_420182355.1,None
HA|WP_420182356.1,HA,WP_420182356.1,None
HA|WP_420182357.1,HA,WP_420182357.1,None
HA|WP_420182361.1,HA,WP_420182361.1,None
HA|WP_420182362.1,HA,WP_420182362.1,None
HA|WP_420182364.1,HA,WP_420182364.1,None
HA|WP_420182365.1,HA,WP_420182365.1,None
HA|WP_420182366.1,HA,WP_420182366.1,None
HA|WP_420182371.1,HA,WP_420182371.1,None
HA|WP_420182374.1,HA,WP_420182374.1,None
HA|WP_420182377.1,HA,WP_420182377.1,None
HA|WP_420182380.1,HA,WP_420182380.1,None
HA|WP_420182381.1,HA,WP_420182381.1,None
HA|WP_420182384.1,HA,WP_420182384.1,None
HA|WP_420182386.1,HA,WP_420182386.1,None
HA|WP_420182387.1,HA,WP_420182387.1,None
HA|WP_420182388.1,HA,WP_420182388.1,None
HA|WP_420182389.1,HA,WP_420182389.1,None
HA|WP_420182390.1,HA,WP_420182390.1,None
HA|WP_420182391.1,HA,WP_420182391.1,None
HA|WP_420182392.1,HA,WP_420182392.1,None
HA|WP_420182393.1,HA,WP_420182393.1,None
HA|WP_420182395.1,HA,WP_420182395.1,None
HA|WP_420182396.1,HA,WP_420182396.1,None
HA|WP_420182397.1,HA,WP_420182397.1,None
HA|WP_420182398.1,HA,WP_420182398.1,None
HA|WP_420182402.1,HA,WP_420182402.1,None
HA|WP_420182405.1,HA,WP_420182405.1,None
HA|WP_420182407.1,HA,WP_420182407.1,None
HA|WP_420182408.1,HA,WP_420182408.1,None
HA|WP_420182409.1,HA,WP_420182409.1,None
HA|WP_420182410.1,HA,WP_420182410.1,None
HA|WP_420182411.1,HA,WP_420182411.1,None
HA|WP_420182412.1,HA,WP_420182412.1,None
HA|WP_420182415.1,HA,WP_420182415.1,None
HA|WP_420182416.1,HA,WP_420182416.1,None
HA|WP_420182418.1,HA,WP_420182418.1,None
HA|WP_420182420.1,HA,WP_420182420.1,None
HA|WP_420182422.1,HA,WP_420182422.1,None
HA|WP_420182423.1,HA,WP_420182423.1,None
HA|WP_420182426.1,HA,WP_420182426.1,None
HA|WP_420182427.1,HA,WP_420182427.1,None
HA|WP_420182428.1,HA,WP_420182428.1,None
HA|WP_420182429.1,HA,WP_420182429.1,None
HA|WP_420182430.1,HA,WP_420182430.1,None
HA|WP_420182431.1,HA,WP_420182431.1,None
HA|WP_420182432.1,HA,WP_420182432.1,None
HA|WP_420182433.1,HA,WP_420182433.1,None
HA|WP_420182434.1,HA,WP_420182434.1,None
HA|WP_420182435.1,HA,WP_420182435.1,None
HA|WP_420182436.1,HA,WP_420182436.1,None
HA|WP_420182437.1,HA,WP_420182437.1,None
HA|WP_420182439.1,HA,WP_420182439.1,None
HA|WP_420182442.1,HA,WP_420182442.1,None
HA|WP_420182444.1,HA,WP_420182444.1,None
HA|WP_420182448.1,HA,WP_420182448.1,None
HA|WP_420182450.1,HA,WP_420182450.1,None
HA|WP_420182455.1,HA,WP_420182455.1,None
HA|WP_420182456.1,HA,WP_420182456.1,None
HA|WP_420182457.1,HA,WP_420182457.1,None
HA|WP_420182459.1,HA,WP_420182459.1,None
HA|WP_420182460.1,HA,WP_420182460.1,None
HA|WP_420182464.1,HA,WP_420182464.1,None
HA|WP_420182469.1,HA,WP_420182469.1,None
HA|WP_420182470.1,HA,WP_420182470.1,None
HA|WP_420182472.1,HA,WP_420182472.1,None
HA|WP_420182473.1,HA,WP_420182473.1,None
HA|WP_420182477.1,HA,WP_420182477.1,None
HA|WP_420182478.1,HA,WP_420182478.1,None
HA|WP_420182479.1,HA,WP_420182479.1,None
HA|WP_420182486.1,HA,WP_420182486.1,None
HA|WP_420182487.1,HA,WP_420182487.1,None
HA|WP_420182489.1,HA,WP_420182489.1,None
HA|WP_420182491.1,HA,WP_420182491.1,None
HA|WP_420182492.1,HA,WP_420182492.1,None
HA|WP_420182493.1,HA,WP_420182493.1,None
HA|WP_420182496.1,HA,WP_420182496.1,None
HA|WP_420182500.1,HA,WP_420182500.1,None
HA|WP_420182503.1,HA,WP_420182503.1,None
HA|WP_420182504.1,HA,WP_420182504.1,None
HA|WP_420182506.1,HA,WP_420182506.1,None
HA|WP_420182507.1,HA,WP_420182507.1,None
HA|WP_420182515.1,HA,WP_420182515.1,None
HA|WP_420182516.1,HA,WP_420182516.1,None
HA|WP_420182517.1,HA,WP_420182517.1,None
HA|WP_420182519.1,HA,WP_420182519.1,None
HA|WP_420182525.1,HA,WP_420182525.1,None
HA|WP_420182528.1,HA,WP_420182528.1,None
HA|WP_420182533.1,HA,WP_420182533.1,None
HA|WP_420182534.1,HA,WP_420182534.1,None
HA|WP_420182540.1,HA,WP_420182540.1,None
HA|WP_420182546.1,HA,WP_420182546.1,None
HA|WP_420182548.1,HA,WP_420182548.1,None
HA|WP_420182550.1,HA,WP_420182550.1,None
HA|WP_420182559.1,HA,WP_420182559.1,None
HA|WP_420182561.1,HA,WP_420182561.1,None
HA|WP_420182562.1,HA,WP_420182562.1,None
HA|WP_420182563.1,HA,WP_420182563.1,None
HA|WP_420182572.1,HA,WP_420182572.1,None
HA|WP_420182573.1,HA,WP_420182573.1,None
HA|WP_420182579.1,HA,WP_420182579.1,None
HA|WP_420182585.1,HA,WP_420182585.1,None
HA|WP_420182591.1,HA,WP_420182591.1,None
HA|WP_420182595.1,HA,WP_420182595.1,None
HA|WP_420182598.1,HA,WP_420182598.1,None
HA|WP_420182602.1,HA,WP_420182602.1,None
HA|WP_420182604.1,HA,WP_420182604.1,None
HA|WP_420182605.1,HA,WP_420182605.1,None
HA|WP_420182608.1,HA,WP_420182608.1,None
HA|WP_420182614.1,HA,WP_420182614.1,None
HA|WP_420182617.1,HA,WP_420182617.1,None
HA|WP_420182621.1,HA,WP_420182621.1,None
HA|WP_420182622.1,HA,WP_420182622.1,None
HA|WP_420182623.1,HA,WP_420182623.1,None
HA|WP_420182624.1,HA,WP_420182624.1,None
HA|WP_420182625.1,HA,WP_420182625.1,None
HA|WP_420182626.1,HA,WP_420182626.1,None
HA|WP_420182628.1,HA,WP_420182628.1,None
HA|WP_420182629.1,HA,WP_420182629.1,None
HA|WP_420182630.1,HA,WP_420182630.1,None
HA|WP_420182632.1,HA,WP_420182632.1,None
HA|WP_420182633.1,HA,WP_420182633.1,None
HA|WP_420182635.1,HA,WP_420182635.1,None
HA|WP_420182646.1,HA,WP_420182646.1,None
HA|WP_420182647.1,HA,WP_420182647.1,None
HA|WP_420182648.1,HA,WP_420182648.1,None
HA|WP_420182649.1,HA,WP_420182649.1,None
HA|WP_420182652.1,HA,WP_420182652.1,None
HA|WP_420182654.1,HA,WP_420182654.1,None
HA|WP_420182660.1,HA,WP_420182660.1,None
HA|WP_420182661.1,HA,WP_420182661.1,None
HA|WP_420182674.1,HA,WP_420182674.1,None
HA|WP_420182676.1,HA,WP_420182676.1,None
HA|WP_420182679.1,HA,WP_420182679.1,None
HA|WP_420182681.1,HA,WP_420182681.1,None
HA|WP_420182686.1,HA,WP_420182686.1,None
HA|WP_420182688.1,HA,WP_420182688.1,None
HA|WP_420182694.1,HA,WP_420182694.1,None
HA|WP_420182696.1,HA,WP_420182696.1,None
HA|WP_420182702.1,HA,WP_420182702.1,None
HA|WP_420182704.1,HA,WP_420182704.1,None
HA|WP_420182710.1,HA,WP_420182710.1,None
HA|WP_420182711.1,HA,WP_420182711.1,None
HA|WP_420182712.1,HA,WP_420182712.1,None
HA|WP_420182714.1,HA,WP_420182714.1,None
HA|WP_420182716.1,HA,WP_420182716.1,None
HA|WP_420182717.1,HA,WP_420182717.1,None
HA|WP_420182722.1,HA,WP_420182722.1,None
HA|WP_420182723.1,HA,WP_420182723.1,None
HA|WP_420182730.1,HA,WP_420182730.1,None
HA|WP_420182731.1,HA,WP_420182731.1,None
HA|WP_420182732.1,HA,WP_420182732.1,None
HA|WP_420182733.1,HA,WP_420182733.1,None
HA|WP_420182734.1,HA,WP_420182734.1,None
HA|WP_420182743.1,HA,WP_420182743.1,None
HA|WP_420182744.1,HA,WP_420182744.1,None
HA|WP_420182747.1,HA,WP_420182747.1,None
HA|WP_420182752.1,HA,WP_420182752.1,None
HA|WP_420182753.1,HA,WP_420182753.1,None
HA|WP_420182754.1,HA,WP_420182754.1,None
HA|WP_420182755.1,HA,WP_420182755.1,None
HA|WP_420182756.1,HA,WP_420182756.1,None
HA|WP_420182757.1,HA,WP_420182757.1,None
HA|WP_420182758.1,HA,WP_420182758.1,None
HA|WP_420182759.1,HA,WP_420182759.1,None
HA|WP_420182761.1,HA,WP_420182761.1,None
HA|WP_420182762.1,HA,WP_420182762.1,None
HA|WP_420182763.1,HA,WP_420182763.1,None
HA|WP_420182764.1,HA,WP_420182764.1,None
HA|WP_420182765.1,HA,WP_420182765.1,None
HA|WP_420182766.1,HA,WP_420182766.1,None
HA|WP_420182767.1,HA,WP_420182767.1,None
HA|WP_420182768.1,HA,WP_420182768.1,None
HA|WP_420182769.1,HA,WP_420182769.1,None
HA|WP_420182772.1,HA,WP_420182772.1,None
HA|WP_420182775.1,HA,WP_420182775.1,None
HA|WP_420182777.1,HA,WP_420182777.1,None
HA|WP_420182778.1,HA,WP_420182778.1,None
HA|WP_420182779.1,HA,WP_420182779.1,None
HA|WP_420182781.1,HA,WP_420182781.1,None
HA|WP_420182782.1,HA,WP_420182782.1,None
HA|WP_420182783.1,HA,WP_420182783.1,None
HA|WP_420182784.1,HA,WP_420182784.1,None
HA|WP_420182786.1,HA,WP_420182786.1,None
HA|WP_420182793.1,HA,WP_420182793.1,None
HA|WP_420182794.1,HA,WP_420182794.1,None
HA|WP_420182795.1,HA,WP_420182795.1,None
HA|WP_420182797.1,HA,WP_420182797.1,None
HA|WP_420182798.1,HA,WP_420182798.1,None
HA|WP_420182799.1,HA,WP_420182799.1,None
HA|WP_420182800.1,HA,WP_420182800.1,None
HA|WP_420182801.1,HA,WP_420182801.1,None
HA|WP_420182802.1,HA,WP_420182802.1,None
HA|WP_420182803.1,HA,WP_420182803.1,None
HA|WP_420182804.1,HA,WP_420182804.1,None
HA|WP_420182805.1,HA,WP_420182805.1,None
HA|WP_420182806.1,HA,WP_420182806.1,None
HA|WP_420182807.1,HA,WP_420182807.1,None
HA|WP_420182809.1,HA,WP_420182809.1,None
HA|WP_420182810.1,HA,WP_420182810.1,None
HA|WP_420182812.1,HA,WP_420182812.1,None
HA|WP_420182813.1,HA,WP_420182813.1,None
HA|WP_420182814.1,HA,WP_420182814.1,None
HA|WP_420182816.1,HA,WP_420182816.1,None
HA|WP_420182817.1,HA,WP_420182817.1,None
HA|WP_420182818.1,HA,WP_420182818.1,None
HA|WP_420182819.1,HA,WP_420182819.1,None
HA|WP_420182820.1,HA,WP_420182820.1,None
HA|WP_420182821.1,HA,WP_420182821.1,None
HA|WP_420182822.1,HA,WP_420182822.1,None
HA|WP_420182823.1,HA,WP_420182823.1,None
HA|WP_420182824.1,HA,WP_420182824.1,None
HA|WP_420182825.1,HA,WP_420182825.1,None
HA|WP_420182826.1,HA,WP_420182826.1,None
HA|WP_420182827.1,HA,WP_420182827.1,None
HA|WP_420182828.1,HA,WP_420182828.1,None
HA|WP_420182829.1,HA,WP_420182829.1,None
HA|WP_420182830.1,HA,WP_420182830.1,None
HA|WP_420182831.1,HA,WP_420182831.1,None
HA|WP_420182832.1,HA,WP_420182832.1,None
HA|WP_420182833.1,HA,WP_420182833.1,None
HA|WP_420182834.1,HA,WP_420182834.1,None
HA|WP_420182835.1,HA,WP_420182835.1,None
HA|WP_420182836.1,HA,WP_420182836.1,None
HA|WP_420182837.1,HA,WP_420182837.1,None
HA|WP_420182838.1,HA,WP_420182838.1,None
HA|WP_420182839.1,HA,WP_420182839.1,None
HA|WP_420182840.1,HA,WP_420182840.1,None
HA|WP_420182841.1,HA,WP_420182841.1,None
HA|WP_420182842.1,HA,WP_420182842.1,None
HA|WP_420182843.1,HA,WP_420182843.1,None
HA|WP_420182844.1,HA,WP_420182844.1,None
HA|WP_420182845.1,HA,WP_420182845.1,None
HA|WP_420182846.1,HA,WP_420182846.1,None
HA|WP_420182847.1,HA,WP_420182847.1,None
HA|WP_420182848.1,HA,WP_420182848.1,None
HA|WP_420182849.1,HA,WP_420182849.1,None
HA|WP_420182850.1,HA,WP_420182850.1,None
HA|WP_420182851.1,HA,WP_420182851.1,None
HA|WP_420182852.1,HA,WP_420182852.1,None
HA|WP_420182853.1,HA,WP_420182853.1,None
HA|WP_420182855.1,HA,WP_420182855.1,None
HA|WP_420182856.1,HA,WP_420182856.1,None
HA|WP_420182857.1,HA,WP_420182857.1,None
HA|WP_420182858.1,HA,WP_420182858.1,None
HA|WP_420182859.1,HA,WP_420182859.1,None
HA|WP_420182860.1,HA,WP_420182860.1,None
HA|WP_420182861.1,HA,WP_420182861.1,None
HA|WP_420182862.1,HA,WP_420182862.1,None
HA|WP_420182863.1,HA,WP_420182863.1,None
HA|WP_420182864.1,HA,WP_420182864.1,None
HA|WP_420182865.1,HA,WP_420182865.1,None
HA|WP_420182866.1,HA,WP_420182866.1,None
HA|WP_420182867.1,HA,WP_420182867.1,None
HA|WP_420182868.1,HA,WP_420182868.1,None
HA|WP_420182869.1,HA,WP_420182869.1,None
HA|WP_420182870.1,HA,WP_420182870.1,None
HA|WP_420182871.1,HA,WP_420182871.1,None
HA|WP_420182872.1,HA,WP_420182872.1,None
HA|WP_420182873.1,HA,WP_420182873.1,None
HA|WP_420182874.1,HA,WP_420182874.1,None
HA|WP_420182875.1,HA,WP_420182875.1,None
HA|WP_420182876.1,HA,WP_420182876.1,None
HA|WP_420182877.1,HA,WP_420182877.1,None
HA|WP_420182878.1,HA,WP_420182878.1,None
HA|WP_420182879.1,HA,WP_420182879.1,None
HA|WP_420182880.1,HA,WP_420182880.1,None
HA|WP_420182882.1,HA,WP_420182882.1,None
HA|WP_420182885.1,HA,WP_420182885.1,None
HA|WP_420182887.1,HA,WP_420182887.1,None
HA|WP_420182889.1,HA,WP_420182889.1,None
HA|WP_420182890.1,HA,WP_420182890.1,None
HA|WP_420182891.1,HA,WP_420182891.1,None
HA|WP_420182892.1,HA,WP_420182892.1,None
HA|WP_420182893.1,HA,WP_420182893.1,None
HA|WP_420182894.1,HA,WP_420182894.1,None
HA|WP_420182896.1,HA,WP_420182896.1,None
HA|WP_420182899.1,HA,WP_420182899.1,None
HA|WP_420182900.1,HA,WP_420182900.1,None
HA|WP_420182903.1,HA,WP_420182903.1,None
HA|WP_420182907.1,HA,WP_420182907.1,None
HA|WP_420182914.1,HA,WP_420182914.1,None
HA|WP_420182916.1,HA,WP_420182916.1,None
HA|WP_420182917.1,HA,WP_420182917.1,None
HA|WP_420182919.1,HA,WP_420182919.1,None
HA|WP_420182920.1,HA,WP_420182920.1,None
HA|WP_420182921.1,HA,WP_420182921.1,None
HA|WP_420182922.1,HA,WP_420182922.1,None
HA|WP_420182923.1,HA,WP_420182923.1,None
HA|WP_420182924.1,HA,WP_420182924.1,None
HA|WP_420182925.1,HA,WP_420182925.1,None
HA|WP_420182928.1,HA,WP_420182928.1,None
HA|WP_420182931.1,HA,WP_420182931.1,None
HA|WP_420182934.1,HA,WP_420182934.1,None
HA|WP_420182935.1,HA,WP_420182935.1,None
HA|WP_420182938.1,HA,WP_420182938.1,None
HA|WP_420182939.1,HA,WP_420182939.1,None
HA|WP_420182942.1,HA,WP_420182942.1,None
HA|WP_420182944.1,HA,WP_420182944.1,None
HA|WP_420182946.1,HA,WP_420182946.1,None
HA|WP_420182947.1,HA,WP_420182947.1,None
