"Pathway","KO","protein_id","gene","product","Description"
"map01110","K00058","WP_372480261.1","ACAH01_RS03665","C-terminal binding protein","Biosynthesis of secondary metabolites"
"map01110","K01733","WP_372478901.1","ACAH01_RS08565","threonine synthase","Biosynthesis of secondary metabolites"
"map01110","K01609","WP_372480495.1","ACAH01_RS05450","indole-3-glycerol phosphate synthase","Biosynthesis of secondary metabolites"
"map01110","K00053","WP_153553719.1","ACAH01_RS07300","ketol-acid reductoisomerase","Biosynthesis of secondary metabolites"
"map01110","K00175","WP_170095068.1","ACAH01_RS05220","2-oxoacid:ferredoxin oxidoreductase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K02259","WP_170093794.1","ACAH01_RS12225","COX15/CtaA family protein","Biosynthesis of secondary metabolites"
"map01110","K00239","WP_153553208.1","ACAH01_RS10395","FAD-binding protein","Biosynthesis of secondary metabolites"
"map01110","K01953","WP_372479542.1","ACAH01_RS13470","asparagine synthase (glutamine-hydrolyzing)","Biosynthesis of secondary metabolites"
"map01110","K00626","WP_372480622.1","ACAH01_RS06515","beta-ketoacyl synthase N-terminal-like domain-containing protein","Biosynthesis of secondary metabolites"
"map01110","K01641","WP_153552857.1","ACAH01_RS12305","hydroxymethylglutaryl-CoA synthase","Biosynthesis of secondary metabolites"
"map01110","K00058","WP_170093084.1","ACAH01_RS00670","phosphoglycerate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01704","WP_372480714.1","ACAH01_RS07285","3-isopropylmalate dehydratase small subunit","Biosynthesis of secondary metabolites"
"map01110","K01733","WP_372480579.1","ACAH01_RS06165","pyridoxal-phosphate dependent enzyme","Biosynthesis of secondary metabolites"
"map01110","K00174","WP_372480474.1","ACAH01_RS05225","2-oxoacid:acceptor oxidoreductase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K01940","WP_170093096.1","ACAH01_RS00595","argininosuccinate synthase","Biosynthesis of secondary metabolites"
"map01110","K00088","WP_372478951.1","ACAH01_RS08985","IMP dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00318","WP_372479759.1","ACAH01_RS15285","proline dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K01755","WP_372479897.1","ACAH01_RS00600","argininosuccinate lyase","Biosynthesis of secondary metabolites"
"map01110","K01652","WP_372480716.1","ACAH01_RS07310","biosynthetic-type acetolactate synthase large subunit","Biosynthesis of secondary metabolites"
"map01110","K22225","WP_170093685.1","ACAH01_RS12805","Lrp/AsnC family transcriptional regulator","Biosynthesis of secondary metabolites"
"map01110","K01945","WP_372478969.1","ACAH01_RS09180","phosphoribosylamine--glycine ligase","Biosynthesis of secondary metabolites"
"map01110","K00252","WP_372479754.1","ACAH01_RS15230","acyl-CoA dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K13787","WP_372480738.1","ACAH01_RS07535","geranylfarnesyl diphosphate synthase","Biosynthesis of secondary metabolites"
"map01110","K19664","WP_170093306.1","ACAH01_RS15290","CDP-2-2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase","Biosynthesis of secondary metabolites"
"map01110","K04093","WP_153553262.1","ACAH01_RS09035","chorismate mutase","Biosynthesis of secondary metabolites"
"map01110","K06013","WP_372479495.1","ACAH01_RS13165","M48 family metalloprotease","Biosynthesis of secondary metabolites"
"map01110","K25026","WP_153553578.1","ACAH01_RS08125","ROK family protein","Biosynthesis of secondary metabolites"
"map01110","K00600","WP_372479032.1","ACAH01_RS09695","serine hydroxymethyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01588","WP_372479225.1","ACAH01_RS11200","5-(carboxyamino)imidazole ribonucleotide mutase","Biosynthesis of secondary metabolites"
"map01110","K01911","WP_372479016.1","ACAH01_RS09520","AMP-binding protein","Biosynthesis of secondary metabolites"
"map01110","K01696","WP_372480496.1","ACAH01_RS05455","tryptophan synthase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K02257","WP_372480628.1","ACAH01_RS06575","heme o synthase","Biosynthesis of secondary metabolites"
"map01110","K00812","WP_372480541.1","ACAH01_RS05835","pyridoxal phosphate-dependent aminotransferase","Biosynthesis of secondary metabolites"
"map01110","K00973","WP_170093561.1","ACAH01_RS13600","UTP--glucose-1-phosphate uridylyltransferase AglF","Biosynthesis of secondary metabolites"
"map01110","K28013","WP_372479622.1","ACAH01_RS14090","TIGR00300 family protein","Biosynthesis of secondary metabolites"
"map01110","K00113","WP_170094468.1","ACAH01_RS08160","anaerobic glycerol-3-phosphate dehydrogenase subunit C","Biosynthesis of secondary metabolites"
"map01110","K01698","WP_372479950.1","ACAH01_RS00985","porphobilinogen synthase","Biosynthesis of secondary metabolites"
"map01110","K01523","WP_153554622.1","ACAH01_RS02205","phosphoribosyl-ATP diphosphatase","Biosynthesis of secondary metabolites"
"map01110","K01687","WP_372479620.1","ACAH01_RS14060","dihydroxy-acid dehydratase","Biosynthesis of secondary metabolites"
"map01110","K18532","WP_372478909.1","ACAH01_RS08635","adenylate kinase family protein","Biosynthesis of secondary metabolites"
"map01110","K05349","WP_372479245.1","ACAH01_RS11335","glycoside hydrolase family 3 C-terminal domain-containing protein","Biosynthesis of secondary metabolites"
"map01110","K01649","WP_372480372.1","ACAH01_RS04375","(R)-citramalate synthase","Biosynthesis of secondary metabolites"
"map01110","K11645","WP_170094613.1","ACAH01_RS07255","class I fructose-bisphosphate aldolase","Biosynthesis of secondary metabolites"
"map01110","K01885","WP_372480737.1","ACAH01_RS07530","glutamate--tRNA ligase","Biosynthesis of secondary metabolites"
"map01110","K17830","WP_208627935.1","ACAH01_RS09760","digeranylgeranylglycerophospholipid reductase","Biosynthesis of secondary metabolites"
"map01110","K00133","WP_372480760.1","ACAH01_RS07780","aspartate-semialdehyde dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00641","WP_372479770.1","ACAH01_RS15375","homoserine O-acetyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01695","WP_170095034.1","ACAH01_RS05460","tryptophan synthase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_372479280.1","ACAH01_RS11590","SDR family NAD(P)-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K04517","WP_170094326.1","ACAH01_RS08990","prephenate dehydrogenase/arogenate dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K00600","WP_372480571.1","ACAH01_RS06115","serine hydroxymethyltransferase","Biosynthesis of secondary metabolites"
"map01110","K20611","WP_372479609.1","ACAH01_RS13975","phytoene desaturase family protein","Biosynthesis of secondary metabolites"
"map01110","K01915","WP_372480900.1","ACAH01_RS16025","gamma-glutamylputrescine synthetase","Biosynthesis of secondary metabolites"
"map01110","K13051","WP_170093608.1","ACAH01_RS13315","isoaspartyl peptidase/L-asparaginase","Biosynthesis of secondary metabolites"
"map01110","K00282","WP_372479239.1","ACAH01_RS11300","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","Biosynthesis of secondary metabolites"
"map01110","K00812","WP_372480615.1","ACAH01_RS06460","pyridoxal phosphate-dependent aminotransferase","Biosynthesis of secondary metabolites"
"map01110","K02552","WP_372480356.1","ACAH01_RS04285","isochorismate synthase MenF","Biosynthesis of secondary metabolites"
"map01110","K01653","WP_170094604.1","ACAH01_RS07305","acetolactate synthase small subunit","Biosynthesis of secondary metabolites"
"map01110","K01496","WP_153552239.1","ACAH01_RS01295","phosphoribosyl-AMP cyclohydrolase","Biosynthesis of secondary metabolites"
"map01110","K01895","WP_372479135.1","ACAH01_RS10500","AMP-binding protein","Biosynthesis of secondary metabolites"
"map01110","K23265","WP_208628411.1","ACAH01_RS13635","phosphoribosylformylglycinamidine synthase I","Biosynthesis of secondary metabolites"
"map01110","K00147","WP_372480871.1","ACAH01_RS16685","glutamate-5-semialdehyde dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00248","WP_372479122.1","ACAH01_RS10370","acyl-CoA dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K00240","WP_170094079.1","ACAH01_RS10400","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","Biosynthesis of secondary metabolites"
"map01110","K22226","WP_372479187.1","ACAH01_RS10865","TIGR04347 family pseudo-SAM/SPASM protein","Biosynthesis of secondary metabolites"
"map01110","K00382","WP_170093163.1","ACAH01_RS00095","dihydrolipoyl dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01649","WP_194286989.1","ACAH01_RS07315","LeuA family protein","Biosynthesis of secondary metabolites"
"map01110","K23144","WP_372479130.1","ACAH01_RS10460","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00973","WP_170092425.1","ACAH01_RS04200","glucose-1-phosphate thymidylyltransferase","Biosynthesis of secondary metabolites"
"map01110","K18933","WP_372480523.1","ACAH01_RS05665","tyrosine decarboxylase MfnA","Biosynthesis of secondary metabolites"
"map01110","K06981","WP_372480741.1","ACAH01_RS07550","isopentenyl phosphate kinase","Biosynthesis of secondary metabolites"
"map01110","K02551","WP_372478866.1","ACAH01_RS08245","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase","Biosynthesis of secondary metabolites"
"map01110","K01803","WP_170094391.1","ACAH01_RS08655","triose-phosphate isomerase","Biosynthesis of secondary metabolites"
"map01110","K01714","WP_170094111.1","ACAH01_RS10190","dihydrodipicolinate synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_153552027.1","ACAH01_RS00905","SDR family NAD(P)-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K16306","WP_153554043.1","ACAH01_RS05465","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Biosynthesis of secondary metabolites"
"map01110","K11263","WP_372480752.1","ACAH01_RS07715","acetyl-CoA carboxylase biotin carboxylase subunit","Biosynthesis of secondary metabolites"
"map01110","K11529","WP_372480858.1","ACAH01_RS16585","glycerate kinase","Biosynthesis of secondary metabolites"
"map01110","K00873","WP_372478850.1","ACAH01_RS08120","pyruvate kinase","Biosynthesis of secondary metabolites"
"map01110","K03404","WP_372479265.1","ACAH01_RS11475","ATP-binding protein","Biosynthesis of secondary metabolites"
"map01110","K00764","WP_170094096.1","ACAH01_RS10305","amidophosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00242","WP_372479125.1","ACAH01_RS10405","succinate dehydrogenase hydrophobic membrane anchor subunit","Biosynthesis of secondary metabolites"
"map01110","K01754","WP_170092962.1","ACAH01_RS01405","threonine ammonia-lyase","Biosynthesis of secondary metabolites"
"map01110","K01814","WP_372479985.1","ACAH01_RS01270","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","Biosynthesis of secondary metabolites"
"map01110","K01079","WP_372479927.1","ACAH01_RS00795","phosphoserine phosphatase SerB","Biosynthesis of secondary metabolites"
"map01110","K00626","WP_372478991.1","ACAH01_RS09330","thiolase family protein","Biosynthesis of secondary metabolites"
"map01110","K00549","WP_153553731.1","ACAH01_RS07235","methionine synthase","Biosynthesis of secondary metabolites"
"map01110","K02437","WP_372479241.1","ACAH01_RS11310","glycine cleavage system protein GcvH","Biosynthesis of secondary metabolites"
"map01110","K01955","WP_372479434.1","ACAH01_RS12705","carbamoyl-phosphate synthase large subunit","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_372480647.1","ACAH01_RS06735","SDR family NAD(P)-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K01823","WP_372479481.1","ACAH01_RS13060","isopentenyl-diphosphate Delta-isomerase","Biosynthesis of secondary metabolites"
"map01110","K00806","WP_170093640.1","ACAH01_RS13105","undecaprenyl diphosphate synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_372480309.1","ACAH01_RS03990","SDR family NAD(P)-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K01586","WP_372480420.1","ACAH01_RS04785","diaminopimelate decarboxylase","Biosynthesis of secondary metabolites"
"map01110","K01438","WP_372480216.1","ACAH01_RS03265","M20 family metallopeptidase","Biosynthesis of secondary metabolites"
"map01110","K00265","WP_372480445.1","ACAH01_RS04970","glutamate synthase large subunit","Biosynthesis of secondary metabolites"
"map01110","K17942","WP_372479091.1","ACAH01_RS10145","phosphomevalonate decarboxylase MvaD","Biosynthesis of secondary metabolites"
"map01110","K01658","WP_170094959.1","ACAH01_RS05925","aminodeoxychorismate/anthranilate synthase component II","Biosynthesis of secondary metabolites"
"map01110","K01754","WP_372480839.1","ACAH01_RS16450","threonine/serine dehydratase","Biosynthesis of secondary metabolites"
"map01110","K01480","WP_372479455.1","ACAH01_RS12870","agmatinase family protein","Biosynthesis of secondary metabolites"
"map01110","K20611","WP_372479400.1","ACAH01_RS12445","phytoene desaturase family protein","Biosynthesis of secondary metabolites"
"map01110","K00067","WP_372480340.1","ACAH01_RS04185","dTDP-4-dehydrorhamnose reductase","Biosynthesis of secondary metabolites"
"map01110","K11176","WP_372479960.1","ACAH01_RS01065","IMP cyclohydrolase","Biosynthesis of secondary metabolites"
"map01110","K01845","WP_372479954.1","ACAH01_RS01035","glutamate-1-semialdehyde 2-2C1-aminomutase","Biosynthesis of secondary metabolites"
"map01110","K18121","WP_372480656.1","ACAH01_RS06780","NAD(P)-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K01810","WP_372479633.1","ACAH01_RS14205","glucose-6-phosphate isomerase","Biosynthesis of secondary metabolites"
"map01110","K02303","WP_372479761.1","ACAH01_RS15300","uroporphyrinogen-III C-methyltransferase","Biosynthesis of secondary metabolites"
"map01110","K28138","WP_153552463.1","ACAH01_RS14160","SDR family oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K01601","WP_372480648.1","ACAH01_RS06740","type III ribulose-bisphosphate carboxylase","Biosynthesis of secondary metabolites"
"map01110","K00161","WP_372480819.1","ACAH01_RS01550","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K00640","WP_372479126.1","ACAH01_RS10415","serine O-acetyltransferase EpsC","Biosynthesis of secondary metabolites"
"map01110","K01620","WP_372479137.1","ACAH01_RS10515","low specificity L-threonine aldolase","Biosynthesis of secondary metabolites"
"map01110","K00794","WP_153553063.1","ACAH01_RS11220","6-2C7-dimethyl-8-ribityllumazine synthase","Biosynthesis of secondary metabolites"
"map01110","K00812","WP_372479229.1","ACAH01_RS11225","pyridoxal phosphate-dependent aminotransferase","Biosynthesis of secondary metabolites"
"map01110","K00134","WP_372480038.1","ACAH01_RS01650","type I glyceraldehyde-3-phosphate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01719","WP_372479762.1","ACAH01_RS15305","uroporphyrinogen-III synthase","Biosynthesis of secondary metabolites"
"map01110","K00826","WP_206039123.1","ACAH01_RS15275","branched-chain amino acid transaminase","Biosynthesis of secondary metabolites"
"map01110","K00003","WP_170092724.1","ACAH01_RS02465","homoserine dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00605","WP_372480231.1","ACAH01_RS03370","aminomethyltransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K01933","WP_372480667.1","ACAH01_RS06855","phosphoribosylformylglycinamidine cyclo-ligase","Biosynthesis of secondary metabolites"
"map01110","K00939","WP_372479377.1","ACAH01_RS12320","adenylate kinase","Biosynthesis of secondary metabolites"
"map01110","K01895","WP_170094156.1","ACAH01_RS09950","acetate--CoA ligase","Biosynthesis of secondary metabolites"
"map01110","K14656","WP_170093935.1","ACAH01_RS11235","adenylyltransferase/cytidyltransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K11645","WP_170094942.1","ACAH01_RS06025","class I fructose-bisphosphate aldolase","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_153553319.1","ACAH01_RS09350","beta-ketoacyl-ACP reductase","Biosynthesis of secondary metabolites"
"map01110","K22223","WP_372479324.1","ACAH01_RS11930","HAD-IIB family hydrolase","Biosynthesis of secondary metabolites"
"map01110","K00801","WP_372479965.1","ACAH01_RS01095","phytoene/squalene synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00789","WP_372478976.1","ACAH01_RS09225","methionine adenosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K05830","WP_372479901.1","ACAH01_RS00625","aspartate aminotransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K01817","WP_372479352.1","ACAH01_RS12135","phosphoribosylanthranilate isomerase","Biosynthesis of secondary metabolites"
"map01110","K01902","WP_018258275.1","ACAH01_RS07010","succinate--CoA ligase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K01756","WP_372480426.1","ACAH01_RS04825","adenylosuccinate lyase","Biosynthesis of secondary metabolites"
"map01110","K01091","WP_372479121.1","ACAH01_RS10365","HAD family hydrolase","Biosynthesis of secondary metabolites"
"map01110","K01679","WP_372480641.1","ACAH01_RS06685","class II fumarate hydratase","Biosynthesis of secondary metabolites"
"map01110","K00602","WP_372480429.1","ACAH01_RS04840","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","Biosynthesis of secondary metabolites"
"map01110","K11646","WP_153554044.1","ACAH01_RS05470","3-dehydroquinate synthase II","Biosynthesis of secondary metabolites"
"map01110","K01807","WP_170093327.1","ACAH01_RS15140","ribose-5-phosphate isomerase RpiA","Biosynthesis of secondary metabolites"
"map01110","K01193","WP_372479214.1","ACAH01_RS11080","GH32 C-terminal domain-containing protein","Biosynthesis of secondary metabolites"
"map01110","K00632","WP_170093132.1","ACAH01_RS00350","thiolase family protein","Biosynthesis of secondary metabolites"
"map01110","K00826","WP_372480550.1","ACAH01_RS05930","aminotransferase class IV","Biosynthesis of secondary metabolites"
"map01110","K00891","WP_372478957.1","ACAH01_RS09040","shikimate kinase","Biosynthesis of secondary metabolites"
"map01110","K00077","WP_372479767.1","ACAH01_RS15355","ketopantoate reductase family protein","Biosynthesis of secondary metabolites"
"map01110","K00013","WP_372480766.1","ACAH01_RS07835","histidinol dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01738","WP_372478972.1","ACAH01_RS09205","PLP-dependent cysteine synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K02548","WP_372479014.1","ACAH01_RS09510","1-2C4-dihydroxy-2-naphthoate polyprenyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00800","WP_372480720.1","ACAH01_RS07355","3-phosphoshikimate 1-carboxyvinyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01661","WP_372479013.1","ACAH01_RS09500","1-2C4-dihydroxy-2-naphthoyl-CoA synthase","Biosynthesis of secondary metabolites"
"map01110","K01693","WP_170092983.1","ACAH01_RS01250","imidazoleglycerol-phosphate dehydratase HisB","Biosynthesis of secondary metabolites"
"map01110","K01658","WP_170093804.1","ACAH01_RS12145","anthranilate synthase component II","Biosynthesis of secondary metabolites"
"map01110","K00611","WP_153554847.1","ACAH01_RS00635","ornithine carbamoyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00869","WP_372480742.1","ACAH01_RS07555","mevalonate kinase","Biosynthesis of secondary metabolites"
"map01110","K01923","WP_372479566.1","ACAH01_RS13665","phosphoribosylaminoimidazolesuccinocarboxamide synthase","Biosynthesis of secondary metabolites"
"map01110","K00174","WP_372479068.1","ACAH01_RS09985","2-oxoacid:acceptor oxidoreductase subunit alpha","Biosynthesis of secondary metabolites"
"map01110","K00248","WP_372480463.1","ACAH01_RS05125","acyl-CoA dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K07404","WP_372480724.1","ACAH01_RS07380","lactonase family protein","Biosynthesis of secondary metabolites"
"map01110","K01903","WP_153553772.1","ACAH01_RS07005","ADP-forming succinate--CoA ligase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K00014","WP_372480548.1","ACAH01_RS05910","shikimate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01092","WP_372480318.1","ACAH01_RS04050","inositol monophosphatase","Biosynthesis of secondary metabolites"
"map01110","K01956","WP_372479483.1","ACAH01_RS13075","glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","Biosynthesis of secondary metabolites"
"map01110","K01657","WP_372479353.1","ACAH01_RS12140","anthranilate synthase component I","Biosynthesis of secondary metabolites"
"map01110","K01736","WP_372480721.1","ACAH01_RS07360","chorismate synthase","Biosynthesis of secondary metabolites"
"map01110","K00286","WP_372480872.1","ACAH01_RS16695","pyrroline-5-carboxylate reductase","Biosynthesis of secondary metabolites"
"map01110","K00948","WP_372479957.1","ACAH01_RS01050","ribose-phosphate diphosphokinase","Biosynthesis of secondary metabolites"
"map01110","K00239","WP_372479552.1","ACAH01_RS13560","L-aspartate oxidase","Biosynthesis of secondary metabolites"
"map01110","K01749","WP_372479760.1","ACAH01_RS15295","hydroxymethylbilane synthase","Biosynthesis of secondary metabolites"
"map01110","K01915","WP_170093148.1","ACAH01_RS00205","type I glutamate--ammonia ligase","Biosynthesis of secondary metabolites"
"map01110","K15633","WP_372479526.1","ACAH01_RS13395","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Biosynthesis of secondary metabolites"
"map01110","K00940","WP_170094582.1","ACAH01_RS07455","nucleoside-diphosphate kinase","Biosynthesis of secondary metabolites"
"map01110","K00797","WP_170094433.1","ACAH01_RS08370","spermidine synthase","Biosynthesis of secondary metabolites"
"map01110","K00167","WP_372480028.1","ACAH01_RS01545","alpha-ketoacid dehydrogenase subunit beta","Biosynthesis of secondary metabolites"
"map01110","K00096","WP_170095117.1","ACAH01_RS04940","NAD(P)-dependent glycerol-1-phosphate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01652","WP_372480193.1","ACAH01_RS03050","thiamine pyrophosphate-binding protein","Biosynthesis of secondary metabolites"
"map01110","K00150","WP_170092749.1","ACAH01_RS02300","type II glyceraldehyde-3-phosphate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01657","WP_372480549.1","ACAH01_RS05920","aminodeoxychorismate synthase-2C component I","Biosynthesis of secondary metabolites"
"map01110","K00605","WP_170093921.1","ACAH01_RS11315","glycine cleavage system aminomethyltransferase GcvT","Biosynthesis of secondary metabolites"
"map01110","K01434","WP_372480455.1","ACAH01_RS05055","penicillin acylase family protein","Biosynthesis of secondary metabolites"
"map01110","K00549","WP_372480709.1","ACAH01_RS07230","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00817","WP_208625727.1","ACAH01_RS08630","histidinol-phosphate transaminase","Biosynthesis of secondary metabolites"
"map01110","K01689","WP_372480744.1","ACAH01_RS07580","phosphopyruvate hydratase","Biosynthesis of secondary metabolites"
"map01110","K00248","WP_372480563.1","ACAH01_RS06035","acyl-CoA dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01659","WP_372480004.1","ACAH01_RS01385","citrate synthase","Biosynthesis of secondary metabolites"
"map01110","K02291","WP_372480227.1","ACAH01_RS03325","phytoene/squalene synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00793","WP_372480102.1","ACAH01_RS02185","riboflavin synthase","Biosynthesis of secondary metabolites"
"map01110","K01091","WP_372479451.1","ACAH01_RS12835","HAD family hydrolase","Biosynthesis of secondary metabolites"
"map01110","K01733","WP_372480002.1","ACAH01_RS01365","pyridoxal-phosphate dependent enzyme","Biosynthesis of secondary metabolites"
"map01110","K00766","WP_372479468.1","ACAH01_RS12975","anthranilate phosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01092","WP_170094207.1","ACAH01_RS09665","inositol monophosphatase","Biosynthesis of secondary metabolites"
"map01110","K01703","WP_372480715.1","ACAH01_RS07290","3-isopropylmalate dehydratase large subunit","Biosynthesis of secondary metabolites"
"map01110","K00031","WP_170093607.1","ACAH01_RS13325","NADP-dependent isocitrate dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00112","WP_372478852.1","ACAH01_RS08155","glycerol-3-phosphate dehydrogenase subunit GlpB","Biosynthesis of secondary metabolites"
"map01110","K00627","WP_372480026.1","ACAH01_RS01540","dihydrolipoamide acetyltransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K20616","WP_372479608.1","ACAH01_RS13970","prenyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00872","WP_170093708.1","ACAH01_RS12645","homoserine kinase","Biosynthesis of secondary metabolites"
"map01110","K00283","WP_372479238.1","ACAH01_RS11295","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","Biosynthesis of secondary metabolites"
"map01110","K02492","WP_372479448.1","ACAH01_RS12815","glutamyl-tRNA reductase","Biosynthesis of secondary metabolites"
"map01110","K01007","WP_170095001.1","ACAH01_RS05655","phosphoenolpyruvate synthase","Biosynthesis of secondary metabolites"
"map01110","K22227","WP_372479405.1","ACAH01_RS12470","radical SAM protein","Biosynthesis of secondary metabolites"
"map01110","K01652","WP_372479036.1","ACAH01_RS09715","acetolactate synthase large subunit","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_170093213.1","ACAH01_RS15750","SDR family oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K03527","WP_372479153.1","ACAH01_RS10615","hypothetical protein","Biosynthesis of secondary metabolites"
"map01110","K04518","WP_170093161.1","ACAH01_RS00105","prephenate dehydratase","Biosynthesis of secondary metabolites"
"map01110","K00215","WP_170095151.1","ACAH01_RS04750","4-hydroxy-tetrahydrodipicolinate reductase","Biosynthesis of secondary metabolites"
"map01110","K00059","WP_208627608.1","ACAH01_RS00060","beta-ketoacyl-ACP reductase","Biosynthesis of secondary metabolites"
"map01110","K00766","WP_372479351.1","ACAH01_RS12130","anthranilate phosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00765","WP_170093114.1","ACAH01_RS00475","ATP phosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K02626","WP_153552440.1","ACAH01_RS14250","pyruvoyl-dependent arginine decarboxylase","Biosynthesis of secondary metabolites"
"map01110","K02501","WP_372479857.1","ACAH01_RS00260","imidazole glycerol phosphate synthase subunit HisH","Biosynthesis of secondary metabolites"
"map01110","K13787","WP_372479874.1","ACAH01_RS00435","polyprenyl synthetase family protein","Biosynthesis of secondary metabolites"
"map01110","K03841","WP_372480562.1","ACAH01_RS06020","class 1 fructose-bisphosphatase","Biosynthesis of secondary metabolites"
"map01110","K08977","WP_170093502.1","ACAH01_RS13965","bisanhydrobacterioruberin hydratase","Biosynthesis of secondary metabolites"
"map01110","K05828","WP_372479900.1","ACAH01_RS00620","acetylglutamate/acetylaminoadipate kinase","Biosynthesis of secondary metabolites"
"map01110","K03787","WP_153553254.1","ACAH01_RS09000","5'/3'-nucleotidase SurE","Biosynthesis of secondary metabolites"
"map01110","K05829","WP_372479899.1","ACAH01_RS00615","N-acetyl-gamma-glutamyl-phosphate reductase","Biosynthesis of secondary metabolites"
"map01110","K00927","WP_372480113.1","ACAH01_RS02290","phosphoglycerate kinase","Biosynthesis of secondary metabolites"
"map01110","K00111","WP_170094470.1","ACAH01_RS08150","anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA","Biosynthesis of secondary metabolites"
"map01110","K00111","WP_372480754.1","ACAH01_RS07730","FAD-dependent oxidoreductase","Biosynthesis of secondary metabolites"
"map01110","K00973","WP_170094919.1","ACAH01_RS06150","sugar phosphate nucleotidyltransferase","Biosynthesis of secondary metabolites"
"map01110","K17830","WP_372480472.1","ACAH01_RS05205","digeranylgeranylglycerophospholipid reductase","Biosynthesis of secondary metabolites"
"map01110","K00801","WP_372480867.1","ACAH01_RS16655","phytoene/squalene synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00587","WP_372479674.1","ACAH01_RS14530","isoprenylcysteine carboxylmethyltransferase family protein","Biosynthesis of secondary metabolites"
