"protein_id","gene","product","KO"
"WP_372479284.1","ACAH01_RS11610","alpha-L-fucosidase","K01206"
"WP_372479293.1","ACAH01_RS11660","DUF1156 domain-containing protein","K07445"
"WP_372479307.1","ACAH01_RS11720","preprotein translocase subunit SecY","K03076"
"WP_372479308.1","ACAH01_RS11725","uL15m family ribosomal protein","K02876"
"WP_372479309.1","ACAH01_RS11750","50S ribosomal protein L32e","K02912"
"WP_372479310.1","ACAH01_RS11755","50S ribosomal protein L6","K02933"
"WP_372479311.1","ACAH01_RS11775","30S ribosomal protein S4e","K02987"
"WP_372479315.1","ACAH01_RS11865","ABC transporter substrate-binding protein","K17315"
"WP_372479317.1","ACAH01_RS11880","ABC transporter ATP-binding protein","K10112"
"WP_372479320.1","ACAH01_RS11915","GTPBP1 family GTP-binding protein","K03231"
"WP_372479322.1","ACAH01_RS11920","ArsR/SmtB family transcription factor","K03892"
"WP_372479323.1","ACAH01_RS11925","low molecular weight phosphatase family protein","K03741"
"WP_372479324.1","ACAH01_RS11930","HAD-IIB family hydrolase","K22223"
"WP_372479326.1","ACAH01_RS11940","MATE family efflux transporter","K26937"
"WP_372479334.1","ACAH01_RS11995","polyphosphate kinase 1","K00937"
"WP_372479335.1","ACAH01_RS12005","PstS family phosphate ABC transporter substrate-binding protein","K02040"
"WP_372479336.1","ACAH01_RS12015","phosphate ABC transporter permease PstA","K02038"
"WP_372479337.1","ACAH01_RS12020","phosphate ABC transporter ATP-binding protein PstB","K02036"
"WP_372479339.1","ACAH01_RS12035","phosphate signaling complex protein PhoU","K02039"
"WP_372479340.1","ACAH01_RS12040","DNA repair and recombination protein RadB","K04484"
"WP_372479342.1","ACAH01_RS12055","nickel pincer cofactor biosynthesis protein LarC","K09121"
"WP_372479344.1","ACAH01_RS12065","CDC48 family AAA ATPase","K13525"
"WP_372479345.1","ACAH01_RS12070","RNA-guided endonuclease InsQ/TnpB family protein","K07496"
"WP_372479346.1","ACAH01_RS12075","TrkH family potassium uptake protein","K03498"
"WP_372479347.1","ACAH01_RS12080","TrkA family potassium uptake protein","K03499"
"WP_372479351.1","ACAH01_RS12130","anthranilate phosphoribosyltransferase","K00766"
"WP_372479352.1","ACAH01_RS12135","phosphoribosylanthranilate isomerase","K01817"
"WP_372479353.1","ACAH01_RS12140","anthranilate synthase component I","K01657"
"WP_372479354.1","ACAH01_RS12155","adenosylcobalamin-dependent ribonucleoside-diphosphate reductase","K00525"
"WP_372479356.1","ACAH01_RS12165","PspA/IM30 family protein","K03969"
"WP_372479357.1","ACAH01_RS12170","IS200/IS605 family transposase","K07491"
"WP_372479358.1","ACAH01_RS12175","RNA-guided endonuclease TnpB family protein","K07496"
"WP_372479363.1","ACAH01_RS12220","replication factor C large subunit","K04800"
"WP_372479367.1","ACAH01_RS12250","response regulator","K07668"
"WP_372479377.1","ACAH01_RS12320","adenylate kinase","K00939"
"WP_372479379.1","ACAH01_RS12335","RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5","K03177"
"WP_372479389.1","ACAH01_RS12395","oleate hydratase","K10254"
"WP_372479393.1","ACAH01_RS12415","amino acid ABC transporter ATP-binding protein","K02028"
"WP_372479394.1","ACAH01_RS12420","amino acid ABC transporter permease","K10009"
"WP_372479399.1","ACAH01_RS12440","Brp/Blh family beta-carotene 15%2C15'-dioxygenase","K21817"
"WP_372479400.1","ACAH01_RS12445","phytoene desaturase family protein","K20611"
"WP_372479405.1","ACAH01_RS12470","radical SAM protein","K22227"
"WP_372479406.1","ACAH01_RS12490","DEAD/DEAH box helicase","K06877"
"WP_372479407.1","ACAH01_RS12500","5-formyltetrahydrofolate cyclo-ligase","K01934"
"WP_372479408.1","ACAH01_RS12515","NAD(P)/FAD-dependent oxidoreductase","K00382"
"WP_372479413.1","ACAH01_RS12550","NAD(+)/NADH kinase","K00858"
"WP_372479420.1","ACAH01_RS12590","methyl-accepting chemotaxis protein","K03406"
"WP_372479424.1","ACAH01_RS12620","pyridoxal 5'-phosphate synthase lyase subunit PdxS","K06215"
"WP_372479431.1","ACAH01_RS12670","RNA-guided endonuclease InsQ/TnpB family protein","K07496"
"WP_372479434.1","ACAH01_RS12705","carbamoyl-phosphate synthase large subunit","K01955"
"WP_372479437.1","ACAH01_RS12730","CheF family chemotaxis protein","K09156"
"WP_372479438.1","ACAH01_RS12735","undecaprenyl-diphosphate phosphatase","K06153"
"WP_372479441.1","ACAH01_RS12750","tRNA pseudouridine(54/55) synthase Pus10","K07583"
"WP_372479442.1","ACAH01_RS12760","RND family transporter","K07003"
"WP_372479443.1","ACAH01_RS12770","ring-cleaving dioxygenase","K15975"
"WP_372479448.1","ACAH01_RS12815","glutamyl-tRNA reductase","K02492"
"WP_372479451.1","ACAH01_RS12835","HAD family hydrolase","K01091"
"WP_372479452.1","ACAH01_RS12840","molybdopterin-binding protein","K03750"
"WP_372479455.1","ACAH01_RS12870","agmatinase family protein","K01480"
"WP_372479460.1","ACAH01_RS12905","RNA-guided endonuclease InsQ/TnpB family protein","K07496"
"WP_372479461.1","ACAH01_RS12910","ABC transporter substrate-binding protein","K02035"
"WP_372479462.1","ACAH01_RS12925","ABC transporter ATP-binding protein","K02031"
"WP_372479464.1","ACAH01_RS12945","peptidylprolyl isomerase","K03767"
"WP_372479468.1","ACAH01_RS12975","anthranilate phosphoribosyltransferase","K00766"
"WP_372479469.1","ACAH01_RS12980","Lrp/AsnC family transcriptional regulator","K22225"
"WP_372479470.1","ACAH01_RS13000","DUF255 domain-containing protein","K06888"
"WP_372479471.1","ACAH01_RS13005","FxsA family protein","K07113"
"WP_372479481.1","ACAH01_RS13060","isopentenyl-diphosphate Delta-isomerase","K01823"
"WP_372479482.1","ACAH01_RS13065","mechanosensitive ion channel family protein","K05802"
"WP_372479483.1","ACAH01_RS13075","glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","K01956"
"WP_372479487.1","ACAH01_RS13120","DNA primase DnaG","K02316"
"WP_372479491.1","ACAH01_RS13135","sodium:solute symporter","K03307"
"WP_372479495.1","ACAH01_RS13165","M48 family metalloprotease","K06013"
"WP_372479496.1","ACAH01_RS13170","valine--tRNA ligase","K01873"
"WP_372479503.1","ACAH01_RS13215","nucleoside phosphorylase","K00757"
"WP_372479504.1","ACAH01_RS13225","DUF63 family protein","K28566"
"WP_372479505.1","ACAH01_RS13230","deoxyribose-phosphate aldolase","K01619"
"WP_372479507.1","ACAH01_RS13255","ABC transporter permease","K02004"
"WP_372479510.1","ACAH01_RS13295","HIT domain-containing protein","K19710"
"WP_372479511.1","ACAH01_RS13305","type II methionyl aminopeptidase","K01265"
"WP_372479514.1","ACAH01_RS13330","family 20 glycosylhydrolase","K12373"
"WP_372479515.1","ACAH01_RS13340","lysostaphin resistance A-like protein","K07052"
"WP_372479520.1","ACAH01_RS13360","hydroxymethylglutaryl-CoA reductase (NADPH)","K00021"
"WP_372479522.1","ACAH01_RS13375","L-aspartate oxidase","K00278"
"WP_372479523.1","ACAH01_RS13380","carboxylating nicotinate-nucleotide diphosphorylase","K00767"
"WP_372479526.1","ACAH01_RS13395","2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase","K15633"
"WP_372479528.1","ACAH01_RS13400","dihydrofolate reductase","K00287"
"WP_372479533.1","ACAH01_RS13425","STT3 domain-containing protein","K07151"
"WP_372479542.1","ACAH01_RS13470","asparagine synthase (glutamine-hydrolyzing)","K01953"
"WP_372479546.1","ACAH01_RS13515","alpha/beta hydrolase","K06999"
"WP_372479547.1","ACAH01_RS13520","VOC family protein","K15975"
"WP_372479548.1","ACAH01_RS13525","tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY","K16317"
"WP_372479551.1","ACAH01_RS13540","NUDIX hydrolase","K01515"
"WP_372479552.1","ACAH01_RS13560","L-aspartate oxidase","K00239"
"WP_372479555.1","ACAH01_RS13585","tRNA guanosine(15) transglycosylase TgtA","K18779"
"WP_372479556.1","ACAH01_RS13590","archaeosine synthase subunit alpha","K07557"
"WP_372479557.1","ACAH01_RS13605","UDP-glucose 6-dehydrogenase AglM","K00012"
"WP_372479561.1","ACAH01_RS13625","RNA-guided endonuclease InsQ/TnpB family protein","K07496"
"WP_372479566.1","ACAH01_RS13665","phosphoribosylaminoimidazolesuccinocarboxamide synthase","K01923"
"WP_372479567.1","ACAH01_RS13675","7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH","K11781"
"WP_372479571.1","ACAH01_RS13695","2-phospho-L-lactate guanylyltransferase","K14941"
"WP_372479573.1","ACAH01_RS13710","dTMP kinase","K00943"
"WP_372479575.1","ACAH01_RS13730","TOBE domain-containing protein","K02019"
"WP_372479576.1","ACAH01_RS13735","extracellular solute-binding protein","K15495"
"WP_372479577.1","ACAH01_RS13745","ABC transporter ATP-binding protein","K02052"
"WP_372479579.1","ACAH01_RS13765","molybdenum cofactor biosynthesis protein B","K03638"
"WP_372479582.1","ACAH01_RS13790","glutamine-hydrolyzing GMP synthase","K01951"
"WP_372479585.1","ACAH01_RS13815","threonine--tRNA ligase","K01868"
"WP_372479592.1","ACAH01_RS13860","ABC transporter ATP-binding protein","K01990"
"WP_372479596.1","ACAH01_RS13885","dipeptide epimerase","K19802"
"WP_372479597.1","ACAH01_RS13890","DUF1611 domain-containing protein","K26272"
"WP_372479600.1","ACAH01_RS13925","lytic polysaccharide monooxygenase","K03933"
"WP_372479608.1","ACAH01_RS13970","prenyltransferase","K20616"
"WP_372479609.1","ACAH01_RS13975","phytoene desaturase family protein","K20611"
"WP_372479610.1","ACAH01_RS13980","ZIP family metal transporter","K07238"
"WP_372479613.1","ACAH01_RS13995","transcription factor S","K03057"
"WP_372479617.1","ACAH01_RS14025","TenA family protein","K03707"
"WP_372479618.1","ACAH01_RS14030","thiaminase II","K03707"
"WP_372479620.1","ACAH01_RS14060","dihydroxy-acid dehydratase","K01687"
"WP_372479622.1","ACAH01_RS14090","TIGR00300 family protein","K28013"
"WP_372479625.1","ACAH01_RS14130","redox-regulated ATPase YchF","K06942"
"WP_372479628.1","ACAH01_RS14150","deoxyhypusine synthase","K00809"
"WP_372479629.1","ACAH01_RS14155","succinic semialdehyde dehydrogenase","K00135"
"WP_372479631.1","ACAH01_RS14180","ribonuclease HII","K03470"
"WP_372479632.1","ACAH01_RS14185","preprotein translocase subunit SecD","K03072"
"WP_372479633.1","ACAH01_RS14205","glucose-6-phosphate isomerase","K01810"
"WP_372479635.1","ACAH01_RS14235","translation initiation factor IF-2","K03243"
"WP_372479637.1","ACAH01_RS14260","proteasome-activating nucleotidase","K03420"
"WP_372479638.1","ACAH01_RS14265","oligoendopeptidase F","K08602"
"WP_372479639.1","ACAH01_RS14270","tRNA pseudouridine(38-40) synthase TruA","K06173"
"WP_372479642.1","ACAH01_RS14290","histidine--tRNA ligase","K01892"
"WP_372479643.1","ACAH01_RS14295","alpha hydrolase","K07585"
"WP_372479644.1","ACAH01_RS14305","30S ribosomal protein S19e","K02966"
"WP_372479645.1","ACAH01_RS14310","YbhN family protein","K07027"
"WP_372479646.1","ACAH01_RS14315","thiamine-phosphate kinase","K00946"
"WP_372479647.1","ACAH01_RS14330","UMP kinase","K09903"
"WP_372479648.1","ACAH01_RS14335","lysine--tRNA ligase","K04566"
"WP_372479650.1","ACAH01_RS14345","arginine--tRNA ligase","K01887"
"WP_372479652.1","ACAH01_RS14355","peptide chain release factor aRF-1","K03265"
"WP_372479653.1","ACAH01_RS14365","V-type ATP synthase subunit D","K02120"
"WP_372479656.1","ACAH01_RS14390","ATP synthase subunit A","K02117"
"WP_372479661.1","ACAH01_RS14445","electron transfer flavoprotein subunit beta/FixA family protein","K03521"
"WP_372479662.1","ACAH01_RS14450","electron transfer flavoprotein subunit alpha/FixB family protein","K03522"
"WP_372479670.1","ACAH01_RS14505","magnesium transporter","K07244"
"WP_372479674.1","ACAH01_RS14530","isoprenylcysteine carboxylmethyltransferase family protein","K00587"
"WP_372479675.1","ACAH01_RS14535","signal recognition particle protein Srp54","K03106"
"WP_372479678.1","ACAH01_RS14560","bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","K01625"
"WP_372479679.1","ACAH01_RS14580","translation initiation factor IF-6","K03264"
"WP_372479693.1","ACAH01_RS14735","4-demethylwyosine synthase TYW1","K15449"
"WP_372479699.1","ACAH01_RS14765","phage/plasmid primase%2C P4 family","K06919"
"WP_372479705.1","ACAH01_RS14805","class I SAM-dependent methyltransferase family protein","K07055"
"WP_372479707.1","ACAH01_RS14815","60S ribosomal export protein NMD3","K07562"
"WP_372479708.1","ACAH01_RS14820","TspO/MBR family protein","K05770"
"WP_372479709.1","ACAH01_RS14825","zinc metalloprotease HtpX","K03799"
"WP_372479712.1","ACAH01_RS14845","ABC transporter ATP-binding protein","K02031"
"WP_372479713.1","ACAH01_RS14855","ABC transporter permease","K02033"
"WP_372479714.1","ACAH01_RS14860","ABC transporter substrate-binding protein","K02035"
"WP_372479716.1","ACAH01_RS14890","DUF99 family protein","K09120"
"WP_372479718.1","ACAH01_RS14935","bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase","K15904"
"WP_372479720.1","ACAH01_RS14960","NAD(+) synthase","K01916"
"WP_372479721.1","ACAH01_RS14965","aldo/keto reductase","K06222"
"WP_372479725.1","ACAH01_RS14990","aldo/keto reductase","K23107"
"WP_372479726.1","ACAH01_RS15000","NAD+ synthase","K01916"
"WP_372479729.1","ACAH01_RS15025","M48 family metallopeptidase","K03799"
"WP_372479731.1","ACAH01_RS15035","HD domain-containing protein","K06950"
"WP_372479732.1","ACAH01_RS15040","excinuclease ABC subunit UvrB","K03702"
"WP_372479736.1","ACAH01_RS15060","amidohydrolase family protein","K12960"
"WP_372479741.1","ACAH01_RS15090","sulfurtransferase","K01011"
"WP_372479742.1","ACAH01_RS15095","sulfurtransferase","K01011"
"WP_372479745.1","ACAH01_RS15130","nickel pincer cofactor biosynthesis protein LarB","K06898"
"WP_372479746.1","ACAH01_RS15155","phosphoglucosamine mutase","K03431"
"WP_372479750.1","ACAH01_RS15200","alanine--tRNA ligase","K01872"
"WP_372479754.1","ACAH01_RS15230","acyl-CoA dehydrogenase family protein","K00252"
"WP_372479756.1","ACAH01_RS15245","PHP domain-containing protein","K07053"
"WP_372479757.1","ACAH01_RS15265","3%2C4-dihydroxy-2-butanone-4-phosphate synthase","K02858"
"WP_372479759.1","ACAH01_RS15285","proline dehydrogenase family protein","K00318"
"WP_372479760.1","ACAH01_RS15295","hydroxymethylbilane synthase","K01749"
"WP_372479761.1","ACAH01_RS15300","uroporphyrinogen-III C-methyltransferase","K02303"
"WP_372479762.1","ACAH01_RS15305","uroporphyrinogen-III synthase","K01719"
"WP_372479767.1","ACAH01_RS15355","ketopantoate reductase family protein","K00077"
"WP_372479770.1","ACAH01_RS15375","homoserine O-acetyltransferase","K00641"
"WP_372479775.1","ACAH01_RS15405","AAA family ATPase","K03924"
"WP_372479776.1","ACAH01_RS15410","hypothetical protein","K03661"
"WP_372479780.1","ACAH01_RS15425","methyl-accepting chemotaxis protein","K03406"
"WP_372479783.1","ACAH01_RS15440","NAD-dependent DNA ligase LigA","K01972"
"WP_372479788.1","ACAH01_RS15480","APC family permease","K03294"
"WP_372479789.1","ACAH01_RS15485","excinuclease ABC subunit C","K03703"
"WP_372479792.1","ACAH01_RS15510","ribonuclease Z","K00784"
"WP_372479798.1","ACAH01_RS15550","DHHA1 domain-containing protein","K07462"
"WP_372479800.1","ACAH01_RS15585","isoleucine--tRNA ligase","K01870"
"WP_372479805.1","ACAH01_RS15630","transcription initiation factor IIB family protein","K03124"
"WP_372479810.1","ACAH01_RS15665","LAGLIDADG family homing endonuclease","K10726"
"WP_372479822.1","ACAH01_RS15770","pirin family protein","K06911"
"WP_372479824.1","ACAH01_RS15780","BMP family protein","K07335"
"WP_372479825.1","ACAH01_RS15785","methyl-accepting chemotaxis protein","K03406"
"WP_372479826.1","ACAH01_RS15790","copper-containing nitrite reductase","K00368"
"WP_372479831.1","ACAH01_RS15820","helix-hairpin-helix domain-containing protein","K07456"
"WP_372479835.1","ACAH01_RS00015","ribonuclease H-like domain-containing protein","K07502"
"WP_372479836.1","ACAH01_RS00020","ATP-dependent sacrificial sulfur transferase LarE","K06864"
"WP_372479837.1","ACAH01_RS00030","twin-arginine translocase subunit TatC","K03118"
"WP_372479838.1","ACAH01_RS00055","DNA primase regulatory subunit PriL","K18882"
"WP_372479839.1","ACAH01_RS00065","class III poly(R)-hydroxyalkanoic acid synthase subunit PhaC","K03821"
"WP_372479847.1","ACAH01_RS00190","DUF460 domain-containing protein","K09150"
"WP_372479848.1","ACAH01_RS00195","MATE family efflux transporter","K26937"
"WP_372479851.1","ACAH01_RS00225","tRNA (guanine(26)-N(2))-dimethyltransferase","K00555"
"WP_372479857.1","ACAH01_RS00260","imidazole glycerol phosphate synthase subunit HisH","K02501"
"WP_372479858.1","ACAH01_RS00265","uracil-DNA glycosylase family protein","K21929"
"WP_372479862.1","ACAH01_RS00335","DUF418 domain-containing protein","K07148"
"WP_372479863.1","ACAH01_RS00340","MBL fold metallo-hydrolase","K06167"
"WP_372479867.1","ACAH01_RS00375","catalase/peroxidase HPI","K03782"
"WP_372479870.1","ACAH01_RS00400","serine--tRNA ligase","K01875"
"WP_372479871.1","ACAH01_RS00410","amino acid permease","K03294"
"WP_372479874.1","ACAH01_RS00435","polyprenyl synthetase family protein","K13787"
"WP_372479881.1","ACAH01_RS00470","matrixin family metalloprotease","K08003"
"WP_372479882.1","ACAH01_RS00480","amidohydrolase","K12960"
"WP_372479884.1","ACAH01_RS00490","adenosylhomocysteinase","K01251"
"WP_372479889.1","ACAH01_RS00535","DNA-directed DNA polymerase II large subunit","K02322"
"WP_372479897.1","ACAH01_RS00600","argininosuccinate lyase","K01755"
"WP_372479898.1","ACAH01_RS00605","lysine biosynthesis protein LysW","K05826"
"WP_372479899.1","ACAH01_RS00615","N-acetyl-gamma-glutamyl-phosphate reductase","K05829"
"WP_372479900.1","ACAH01_RS00620","acetylglutamate/acetylaminoadipate kinase","K05828"
"WP_372479901.1","ACAH01_RS00625","aspartate aminotransferase family protein","K05830"
"WP_372479902.1","ACAH01_RS00630","[LysW]-lysine hydrolase","K05831"
"WP_372479906.1","ACAH01_RS00660","threonine synthase","K01733"
"WP_372479910.1","ACAH01_RS00685","glycine--tRNA ligase","K01880"
"WP_372479922.1","ACAH01_RS00760","Cdc6/Cdc18 family protein","K10725"
"WP_372479924.1","ACAH01_RS00780","ATP-binding cassette domain-containing protein","K01990"
"WP_372479925.1","ACAH01_RS00785","O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein","K01740"
"WP_372479927.1","ACAH01_RS00795","phosphoserine phosphatase SerB","K01079"
"WP_372479930.1","ACAH01_RS00815","ATP-dependent DNA helicase","K10844"
"WP_372479934.1","ACAH01_RS00845","aminopeptidase","K19689"
"WP_372479935.1","ACAH01_RS00865","DUF373 family protein","K08975"
"WP_372479937.1","ACAH01_RS00875","ABC transporter ATP-binding protein","K10112"
"WP_372479938.1","ACAH01_RS00885","sugar ABC transporter substrate-binding protein","K02027"
"WP_372479939.1","ACAH01_RS00890","carbohydrate ABC transporter permease","K02025"
"WP_372479940.1","ACAH01_RS00895","carbohydrate ABC transporter permease","K02026"
"WP_372479946.1","ACAH01_RS00950","DUF2309 domain-containing protein","K09822"
"WP_372479950.1","ACAH01_RS00985","porphobilinogen synthase","K01698"
"WP_372479952.1","ACAH01_RS01015","molybdopterin synthase","K03635"
"WP_372479953.1","ACAH01_RS01025","molybdenum cofactor biosynthesis protein B","K03638"
"WP_372479954.1","ACAH01_RS01035","glutamate-1-semialdehyde 2%2C1-aminomutase","K01845"
"WP_372479957.1","ACAH01_RS01050","ribose-phosphate diphosphokinase","K00948"
"WP_372479960.1","ACAH01_RS01065","IMP cyclohydrolase","K11176"
"WP_372479964.1","ACAH01_RS01090","anion permease","K03306"
"WP_372479965.1","ACAH01_RS01095","phytoene/squalene synthase family protein","K00801"
"WP_372479966.1","ACAH01_RS01100","leucine--tRNA ligase","K01869"
"WP_372479971.1","ACAH01_RS01130","DUF2237 family protein","K09966"
"WP_372479976.1","ACAH01_RS01195","TAXI family TRAP transporter solute-binding subunit","K07080"
"WP_372479982.1","ACAH01_RS01245","CNNM domain-containing protein","K03699"
"WP_372479985.1","ACAH01_RS01270","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","K01814"
"WP_372479987.1","ACAH01_RS01280","anion permease","K03306"
"WP_372479989.1","ACAH01_RS01290","prepilin peptidase","K07991"
"WP_372479993.1","ACAH01_RS01320","orotate phosphoribosyltransferase","K00762"
"WP_372479995.1","ACAH01_RS01325","NCS2 family permease","K06901"
"WP_372479998.1","ACAH01_RS01340","transcriptional regulator","K07728"
"WP_372479999.1","ACAH01_RS01345","DUF1743 domain-containing protein","K06932"
"WP_372480002.1","ACAH01_RS01365","pyridoxal-phosphate dependent enzyme","K01733"
"WP_372480003.1","ACAH01_RS01370","succinylglutamate desuccinylase/aspartoacylase family protein","K06987"
"WP_372480004.1","ACAH01_RS01385","citrate synthase","K01659"
"WP_372480006.1","ACAH01_RS01425","thermosome subunit beta","K22447"
"WP_372480012.1","ACAH01_RS01460","DUF1684 domain-containing protein","K09164"
"WP_372480013.1","ACAH01_RS01465","adenylosuccinate synthase","K01939"
"WP_372480014.1","ACAH01_RS01470","hypothetical protein","K08970"
"WP_372480016.1","ACAH01_RS01480","ATP-dependent DNA helicase","K03726"
"WP_372480019.1","ACAH01_RS01500","MATE family efflux transporter","K26937"
"WP_372480021.1","ACAH01_RS01510","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_372480023.1","ACAH01_RS01520","leucine--tRNA ligase","K01869"
"WP_372480024.1","ACAH01_RS01525","NADH:flavin oxidoreductase","K00219"
"WP_372480026.1","ACAH01_RS01540","dihydrolipoamide acetyltransferase family protein","K00627"
"WP_372480028.1","ACAH01_RS01545","alpha-ketoacid dehydrogenase subunit beta","K00167"
"WP_372480029.1","ACAH01_RS01560","lipoyl synthase","K03644"
"WP_372480032.1","ACAH01_RS01590","tRNA-intron lyase","K01170"
"WP_372480033.1","ACAH01_RS01595","tryptophan--tRNA ligase","K01867"
"WP_372480034.1","ACAH01_RS01600","phenylalanine--tRNA ligase subunit alpha","K01889"
"WP_372480035.1","ACAH01_RS01605","phenylalanine--tRNA ligase subunit beta","K01890"
"WP_372480036.1","ACAH01_RS01610","quinone-dependent dihydroorotate dehydrogenase","K00254"
"WP_372480038.1","ACAH01_RS01650","type I glyceraldehyde-3-phosphate dehydrogenase","K00134"
"WP_372480039.1","ACAH01_RS01660","RimK family alpha-L-glutamate ligase","K05844"
"WP_372480040.1","ACAH01_RS01670","glutathione S-transferase family protein","K07393"
"WP_372480042.1","ACAH01_RS01705","aldo/keto reductase","K06222"
"WP_372480053.1","ACAH01_RS01780","CCA tRNA nucleotidyltransferase","K07558"
"WP_372480054.1","ACAH01_RS01795","single-stranded DNA binding protein","K07466"
"WP_372480059.1","ACAH01_RS01830","NAD-dependent glucose-6-phosphate dehydrogenase Azf","K18981"
"WP_372480061.1","ACAH01_RS01850","creatininase family protein","K01470"
"WP_372480068.1","ACAH01_RS01900","6-pyruvoyl tetrahydropterin synthase family protein","K01737"
"WP_372480069.1","ACAH01_RS01905","7-carboxy-7-deazaguanine synthase QueE","K10026"
"WP_372480070.1","ACAH01_RS01910","GTP cyclohydrolase I","K01495"
"WP_372480072.1","ACAH01_RS01930","deoxyuridine 5'-triphosphate nucleotidohydrolase","K01520"
"WP_372480073.1","ACAH01_RS01935","aconitate hydratase","K27802"
"WP_372480078.1","ACAH01_RS01965","NUDIX hydrolase","K01515"
"WP_372480084.1","ACAH01_RS02030","ATP-binding cassette domain-containing protein","K01990"
"WP_372480096.1","ACAH01_RS02125","minichromosome maintenance protein MCM","K10726"
"WP_372480101.1","ACAH01_RS02175","UvrD-helicase domain-containing protein","K03657"
"WP_372480102.1","ACAH01_RS02185","riboflavin synthase","K00793"
"WP_372480103.1","ACAH01_RS02190","PrsW family intramembrane metalloprotease","K24131"
"WP_372480104.1","ACAH01_RS02195","pyridoxal 5'-phosphate synthase glutaminase subunit PdxT","K08681"
"WP_372480109.1","ACAH01_RS02255","ABC transporter substrate-binding protein","K02035"
"WP_372480113.1","ACAH01_RS02290","phosphoglycerate kinase","K00927"
"WP_372480115.1","ACAH01_RS02320","protein-L-isoaspartate(D-aspartate) O-methyltransferase","K00573"
"WP_372480117.1","ACAH01_RS02330","protein-L-isoaspartate O-methyltransferase","K00573"
"WP_372480119.1","ACAH01_RS02345","fluoride efflux transporter CrcB","K06199"
"WP_372480120.1","ACAH01_RS02350","fluoride efflux transporter CrcB","K06199"
"WP_372480122.1","ACAH01_RS02415","biotin transporter BioY","K03523"
"WP_372480129.1","ACAH01_RS02470","translation elongation factor EF-1 subunit alpha","K03231"
"WP_372480138.1","ACAH01_RS02610","ABC transporter ATP-binding protein","K06147"
"WP_372480140.1","ACAH01_RS02635","hypothetical protein","K02019"
"WP_372480142.1","ACAH01_RS02645","decarboxylating 6-phosphogluconate dehydrogenase","K00033"
"WP_372480145.1","ACAH01_RS02675","AEC family transporter","K13936"
"WP_372480146.1","ACAH01_RS02680","thiamine phosphate synthase","K00788"
"WP_372480147.1","ACAH01_RS02685","ABC transporter ATP-binding protein","K06147"
"WP_372480149.1","ACAH01_RS02700","ABC transporter substrate-binding protein","K02016"
"WP_372480153.1","ACAH01_RS02735","DNA starvation/stationary phase protection protein DpsA","K04047"
"WP_372480159.1","ACAH01_RS02780","MBL fold metallo-hydrolase","K07577"
"WP_372480160.1","ACAH01_RS02785","sugar kinase","K00874"
"WP_372480161.1","ACAH01_RS02790","DNA mismatch repair endonuclease MutL","K03572"
"WP_372480168.1","ACAH01_RS02840","DNA mismatch repair protein MutS","K03555"
"WP_372480170.1","ACAH01_RS02850","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","K00941"
"WP_372480172.1","ACAH01_RS02880","DNA mismatch repair protein MutS","K03555"
"WP_372480173.1","ACAH01_RS02895","phosphate ABC transporter permease PstA","K02038"
"WP_372480174.1","ACAH01_RS02900","phosphate ABC transporter ATP-binding protein PstB","K02036"
"WP_372480176.1","ACAH01_RS02915","NosD domain-containing protein","K19340"
"WP_372480176.1","ACAH01_RS02915","NosD domain-containing protein","K07218"
"WP_372480181.1","ACAH01_RS02960","coenzyme F420-0:L-glutamate ligase","K12234"
"WP_372480182.1","ACAH01_RS02965","5%2C10-methylenetetrahydromethanopterin reductase","K00320"
"WP_372480185.1","ACAH01_RS02990","MOSC domain-containing protein","K07140"
"WP_372480188.1","ACAH01_RS03015","ABC transporter substrate-binding protein","K05813"
"WP_372480189.1","ACAH01_RS03020","carbohydrate ABC transporter permease","K05814"
"WP_372480190.1","ACAH01_RS03030","ABC transporter ATP-binding protein","K10112"
"WP_372480191.1","ACAH01_RS03035","glycerophosphodiester phosphodiesterase","K01126"
"WP_372480192.1","ACAH01_RS03045","TIGR03557 family F420-dependent LLM class oxidoreductase","K15510"
"WP_372480193.1","ACAH01_RS03050","thiamine pyrophosphate-binding protein","K01652"
"WP_372480194.1","ACAH01_RS03055","CoA-acylating methylmalonate-semialdehyde dehydrogenase","K00140"
"WP_372480196.1","ACAH01_RS03070","mandelate racemase/muconate lactonizing enzyme family protein","K01684"
"WP_372480199.1","ACAH01_RS03085","excinuclease ABC subunit UvrA","K03701"
"WP_372480203.1","ACAH01_RS03115","DUF402 domain-containing protein","K22469"
"WP_372480209.1","ACAH01_RS03190","PINc/VapC family ATPase","K06865"
"WP_372480212.1","ACAH01_RS03225","hypothetical protein","K09014"
