locus_tag,protein_id,product
ACAH01_RS08215,WP_372478859.1,branched-chain amino acid ABC transporter permease
ACAH01_RS08220,WP_372478860.1,branched-chain amino acid ABC transporter permease
ACAH01_RS08225,WP_372478861.1,3-oxoacyl-ACP synthase
ACAH01_RS08230,WP_372478863.1,hypothetical protein
ACAH01_RS08235,WP_372478864.1,D-xylose 1-dehydrogenase Gfo6
ACAH01_RS08240,WP_372478865.1,J domain-containing protein
ACAH01_RS08245,WP_372478866.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
ACAH01_RS08250,WP_015763486.1,ribbon-helix-helix domain-containing protein
ACAH01_RS08255,WP_015763487.1,UPF0058 family protein
ACAH01_RS08260,WP_170094451.1,Lrp/AsnC family transcriptional regulator
ACAH01_RS08265,WP_372478867.1,ribonucleoside-diphosphate reductase
ACAH01_RS08270,WP_372478868.1,enoyl-CoA hydratase/isomerase family protein
ACAH01_RS08275,WP_372478869.1,deoxyribodipyrimidine photo-lyase
ACAH01_RS08280,WP_015763492.1,superoxide dismutase
ACAH01_RS08285,WP_015763493.1,DUF5827 family protein
ACAH01_RS08290,WP_372478870.1,MBL fold metallo-hydrolase
ACAH01_RS08295,WP_170094446.1,response regulator transcription factor
ACAH01_RS08300,WP_170094445.1,hypothetical protein
ACAH01_RS08305,WP_372478871.1,FAD-linked oxidase C-terminal domain-containing protein
ACAH01_RS08310,WP_372478872.1,helix-turn-helix transcriptional regulator
ACAH01_RS08320,WP_170094442.1,antitoxin VapB family protein
ACAH01_RS08325,WP_170094441.1,PIN domain-containing protein
ACAH01_RS08330,WP_372478874.1,zinc-dependent alcohol dehydrogenase family protein
ACAH01_RS08335,WP_170094439.1,hypothetical protein
ACAH01_RS08340,WP_372478875.1,HAD family hydrolase
ACAH01_RS08345,WP_372478876.1,halocyanin domain-containing protein
ACAH01_RS08350,WP_170095360.1,hypothetical protein
ACAH01_RS08355,WP_153553541.1,hypothetical protein
ACAH01_RS08360,WP_372478877.1,DNA mismatch repair protein
ACAH01_RS08365,WP_170094434.1,hypothetical protein
ACAH01_RS08370,WP_170094433.1,spermidine synthase
ACAH01_RS08375,WP_372478878.1,DUF2617 family protein
ACAH01_RS08380,WP_170094431.1,hypothetical protein
ACAH01_RS08385,WP_170094430.1,hypothetical protein
ACAH01_RS08390,WP_372478879.1,pentapeptide repeat-containing protein
ACAH01_RS08395,WP_372478880.1,DEAD/DEAH box helicase
ACAH01_RS08400,WP_372478881.1,methyl-accepting chemotaxis protein
ACAH01_RS08405,WP_372478882.1,ABC transporter substrate-binding protein
ACAH01_RS08410,WP_170094425.1,hypothetical protein
ACAH01_RS08415,WP_208625752.1,hypothetical protein
ACAH01_RS08420,WP_372478883.1,metallophosphoesterase
ACAH01_RS08425,WP_372478884.1,hypothetical protein
ACAH01_RS08430,WP_372478885.1,Single-stranded DNA binding protein
ACAH01_RS08435,WP_208627348.1,hypothetical protein
ACAH01_RS08440,WP_372478886.1,2%2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase
ACAH01_RS08445,WP_372478887.1,hypothetical protein
ACAH01_RS08450,WP_372478888.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS08455,WP_208625746.1,DUF357 domain-containing protein
ACAH01_RS08460,WP_372478889.1,transcription initiation factor IIB family protein
ACAH01_RS08465,WP_015763363.1,hypothetical protein
ACAH01_RS08470,WP_170094416.1,translation initiation factor IF-2 subunit beta
ACAH01_RS08475,WP_015763361.1,UPF0058 family protein
ACAH01_RS08480,WP_372478891.1,DUF555 domain-containing protein
ACAH01_RS08485,WP_372478892.1,DNA-3-methyladenine glycosylase
ACAH01_RS08490,WP_372478893.1,acylphosphatase
ACAH01_RS08495,WP_372478894.1,NAD(P)H-hydrate dehydratase
ACAH01_RS08500,WP_170094411.1,GTPase HflX
ACAH01_RS08505,WP_015763355.1,FUN14 domain-containing protein
ACAH01_RS08510,WP_015763354.1,ribosome assembly factor SBDS
ACAH01_RS08515,WP_372478895.1,archaeal proteasome endopeptidase complex subunit alpha
ACAH01_RS08520,WP_372478896.1,Rpp14/Pop5 family protein
ACAH01_RS08525,WP_372478897.1,class I SAM-dependent methyltransferase
ACAH01_RS08530,WP_240936970.1,hypothetical protein
ACAH01_RS08535,WP_372478898.1,RNase P subunit p30 family protein
ACAH01_RS08540,WP_153553510.1,RNA-binding protein
ACAH01_RS08545,WP_015763347.1,hypothetical protein
ACAH01_RS08550,WP_372478899.1,NUDIX domain-containing protein
ACAH01_RS08555,WP_372478900.1,hypothetical protein
ACAH01_RS08560,WP_170094404.1,protein sorting system archaetidylserine synthase
ACAH01_RS08565,WP_372478901.1,threonine synthase
ACAH01_RS08570,WP_372478902.1,metal-dependent hydrolase
ACAH01_RS08575,WP_170094402.1,hypothetical protein
ACAH01_RS08580,WP_170094401.1,PRC-barrel domain-containing protein
ACAH01_RS08585,WP_372478903.1,DHH family phosphoesterase
ACAH01_RS08595,WP_170094399.1,GNAT family N-acetyltransferase
ACAH01_RS08600,WP_372478904.1,ATP-binding protein
ACAH01_RS08605,WP_372478905.1,CNNM domain-containing protein
ACAH01_RS08610,WP_153553500.1,fumarylacetoacetate hydrolase family protein
ACAH01_RS08615,WP_372478906.1,GMC family oxidoreductase
ACAH01_RS08620,WP_372478907.1,transporter
ACAH01_RS08625,WP_372478908.1,chemotaxis protein CheC
ACAH01_RS08630,WP_208625727.1,histidinol-phosphate transaminase
ACAH01_RS08635,WP_372478909.1,adenylate kinase family protein
ACAH01_RS08640,WP_153553494.1,CDP-alcohol phosphatidyltransferase family protein
ACAH01_RS08645,WP_153553493.1,multiprotein bridging factor aMBF1
ACAH01_RS08650,WP_170094392.1,response regulator transcription factor
ACAH01_RS08655,WP_170094391.1,triose-phosphate isomerase
ACAH01_RS08660,WP_372478910.1,helicase HerA domain-containing protein
ACAH01_RS08665,WP_372478911.1,DNA polymerase IV
ACAH01_RS08670,WP_018258868.1,CopG family transcriptional regulator
ACAH01_RS08675,WP_170094388.1,hypothetical protein
ACAH01_RS08680,WP_170094387.1,redoxin domain-containing protein
ACAH01_RS08685,WP_372478912.1,HalOD1 output domain-containing protein
ACAH01_RS08690,WP_170094385.1,metallophosphoesterase
ACAH01_RS08695,WP_372478913.1,hypothetical protein
ACAH01_RS08700,WP_372478914.1,hypothetical protein
ACAH01_RS08705,WP_372478915.1,hypothetical protein
ACAH01_RS08710,WP_170094382.1,site-specific integrase
ACAH01_RS08715,WP_372478916.1,J domain-containing protein
ACAH01_RS08720,WP_372478918.1,hypothetical protein
ACAH01_RS08725,WP_208628092.1,hypothetical protein
ACAH01_RS08730,WP_372478919.1,PadR family transcriptional regulator
ACAH01_RS08735,WP_372478920.1,hypothetical protein
ACAH01_RS08740,WP_372478921.1,winged-helix domain-containing protein
ACAH01_RS08745,WP_372478922.1,hypothetical protein
ACAH01_RS08750,WP_372478923.1,VWA domain-containing protein
ACAH01_RS08755,WP_372478924.1,hypothetical protein
ACAH01_RS08760,WP_170094364.1,hypothetical protein
ACAH01_RS08765,WP_372478925.1,hypothetical protein
ACAH01_RS08770,NA,hypothetical protein
ACAH01_RS08775,WP_372478926.1,hypothetical protein
ACAH01_RS08780,WP_170094377.1,hypothetical protein
ACAH01_RS08785,WP_372478927.1,winged-helix domain-containing protein
ACAH01_RS08790,WP_372478928.1,DUF6884 domain-containing protein
ACAH01_RS08795,WP_372478929.1,tRNA-guanine transglycosylase
ACAH01_RS08800,WP_372478930.1,ATP-binding protein
ACAH01_RS08805,WP_372478931.1,hypothetical protein
ACAH01_RS08810,WP_372478932.1,DEAD/DEAH box helicase
ACAH01_RS08815,WP_372478933.1,hypothetical protein
ACAH01_RS08820,WP_372480802.1,nucleotide excision repair endonuclease
ACAH01_RS08825,WP_372478934.1,restriction endonuclease
ACAH01_RS08830,WP_372478935.1,hypothetical protein
ACAH01_RS08835,WP_208628073.1,hypothetical protein
ACAH01_RS08840,WP_372478936.1,Fic family protein
ACAH01_RS08845,WP_372480803.1,DNA adenine methylase
ACAH01_RS08850,WP_372478937.1,hypothetical protein
ACAH01_RS08855,WP_170094352.1,Cdc6/Cdc18 family protein
ACAH01_RS08860,WP_170094351.1,hypothetical protein
ACAH01_RS08865,WP_372478938.1,site-specific integrase
ACAH01_RS08870,WP_170094349.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
ACAH01_RS08875,WP_372478939.1,hypothetical protein
ACAH01_RS08880,WP_170094347.1,hypothetical protein
ACAH01_RS08885,WP_372478940.1,hypothetical protein
ACAH01_RS08890,WP_170094345.1,hypothetical protein
ACAH01_RS08895,WP_208628065.1,hypothetical protein
ACAH01_RS08900,WP_170094343.1,hypothetical protein
ACAH01_RS08905,WP_372478941.1,hypothetical protein
ACAH01_RS08910,WP_372478942.1,hypothetical protein
ACAH01_RS08915,WP_372478943.1,hypothetical protein
ACAH01_RS08920,WP_372478944.1,hypothetical protein
ACAH01_RS08925,WP_170094338.1,hypothetical protein
ACAH01_RS08930,WP_170094337.1,hypothetical protein
ACAH01_RS08935,WP_372478945.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS08940,WP_372478946.1,winged helix-turn-helix transcriptional regulator
ACAH01_RS08945,WP_372478947.1,hypothetical protein
ACAH01_RS08950,WP_372478948.1,hypothetical protein
ACAH01_RS08955,WP_208628053.1,hypothetical protein
ACAH01_RS08960,WP_372478949.1,hypothetical protein
ACAH01_RS08965,WP_372478950.1,hypothetical protein
ACAH01_RS08975,WP_170094328.1,DUF5795 family protein
ACAH01_RS08980,WP_153553250.1,DUF5794 domain-containing protein
ACAH01_RS08985,WP_372478951.1,IMP dehydrogenase
ACAH01_RS08990,WP_170094326.1,prephenate dehydrogenase/arogenate dehydrogenase family protein
ACAH01_RS08995,WP_372478952.1,small ribosomal subunit Rsm22 family protein
ACAH01_RS09000,WP_153553254.1,5'/3'-nucleotidase SurE
ACAH01_RS09005,WP_170094323.1,DMT family transporter
ACAH01_RS09010,WP_372478953.1,arsinothricin resistance N-acetyltransferase ArsN1 family B
ACAH01_RS09015,WP_372478954.1,DUF6293 family protein
ACAH01_RS09020,WP_372478955.1,helix-turn-helix domain-containing protein
ACAH01_RS09025,WP_372478956.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
ACAH01_RS09030,NA,PIN domain-containing protein
ACAH01_RS09035,WP_153553262.1,chorismate mutase
ACAH01_RS09040,WP_372478957.1,shikimate kinase
ACAH01_RS09045,WP_170094317.1,DUF5796 family protein
ACAH01_RS09050,WP_015763299.1,hypothetical protein
ACAH01_RS09055,WP_372480804.1,CDC48 family AAA ATPase
ACAH01_RS09060,WP_372478958.1,aldehyde dehydrogenase family protein
ACAH01_RS09065,WP_372478959.1,PQQ-dependent sugar dehydrogenase
ACAH01_RS09070,WP_208628037.1,carbon-nitrogen family hydrolase
ACAH01_RS09075,WP_208628036.1,SRPBCC family protein
ACAH01_RS09080,WP_018258663.1,hypothetical protein
ACAH01_RS09085,WP_223270951.1,hypothetical protein
ACAH01_RS09090,WP_170094310.1,phosphate uptake regulator PhoU
ACAH01_RS09095,WP_372478960.1,ATP-NAD kinase family protein
ACAH01_RS09100,WP_170094308.1,molybdopterin-binding protein
ACAH01_RS09105,WP_372478961.1,DUF5803 family protein
ACAH01_RS09110,WP_372478962.1,DUF2110 family protein
ACAH01_RS09115,WP_015763284.1,transcription factor
ACAH01_RS09120,WP_372478963.1,phosphate-starvation-inducible PsiE family protein
ACAH01_RS09125,WP_372478964.1,ThuA domain-containing protein
ACAH01_RS09130,WP_372478965.1,tRNA (cytidine(56)-2'-O)-methyltransferase
ACAH01_RS09135,WP_170094302.1,thioredoxin domain-containing protein
ACAH01_RS09140,WP_372478966.1,DUF2797 domain-containing protein
ACAH01_RS09145,WP_170094300.1,hypothetical protein
ACAH01_RS09150,WP_170094299.1,PGF-CTERM sorting domain-containing protein
ACAH01_RS09155,WP_170094298.1,hypothetical protein
ACAH01_RS09160,WP_372478967.1,hypothetical protein
ACAH01_RS09165,WP_018258646.1,MarR family transcriptional regulator
ACAH01_RS09170,WP_372478968.1,NRDE family protein
ACAH01_RS09175,WP_170094295.1,DapH/DapD/GlmU-related protein
ACAH01_RS09180,WP_372478969.1,phosphoribosylamine--glycine ligase
ACAH01_RS09185,WP_372478970.1,hypothetical protein
ACAH01_RS09190,WP_372478971.1,thioredoxin domain-containing protein
ACAH01_RS09195,WP_170094291.1,hypothetical protein
ACAH01_RS09200,WP_170094290.1,thioredoxin family protein
ACAH01_RS09205,WP_372478972.1,PLP-dependent cysteine synthase family protein
ACAH01_RS09210,WP_372478973.1,hypothetical protein
ACAH01_RS09215,WP_372478974.1,DUF5804 family protein
ACAH01_RS09220,WP_372478975.1,tRNA sulfurtransferase
ACAH01_RS09225,WP_372478976.1,methionine adenosyltransferase
ACAH01_RS09230,WP_372478977.1,class IV adenylate cyclase
ACAH01_RS09235,WP_372478978.1,peptidylprolyl isomerase
ACAH01_RS09240,WP_372478979.1,TRAM domain-containing protein
ACAH01_RS09245,WP_153553300.1,aspartate carbamoyltransferase regulatory subunit
ACAH01_RS09250,WP_170094281.1,aspartate carbamoyltransferase
ACAH01_RS09255,WP_372478980.1,MinD/ParA family protein
ACAH01_RS09260,WP_015763253.1,transcriptional regulator
ACAH01_RS09265,WP_372478981.1,hypothetical protein
ACAH01_RS09270,WP_372478982.1,phosphomethylpyrimidine synthase ThiC
ACAH01_RS09275,WP_170094277.1,biotin synthase BioB
ACAH01_RS09280,WP_372478983.1,transcriptional regulator
ACAH01_RS09285,WP_372478984.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
ACAH01_RS09290,WP_170094274.1,dethiobiotin synthase
ACAH01_RS09295,WP_372478985.1,phosphotransacetylase family protein
ACAH01_RS09300,WP_372478986.1,acetate--CoA ligase alpha subunit
ACAH01_RS09305,WP_372478987.1,hypothetical protein
ACAH01_RS09310,WP_372478988.1,DNA starvation/stationary phase protection protein DpsA
ACAH01_RS09315,WP_372478989.1,hypothetical protein
ACAH01_RS09320,WP_372478990.1,HTH domain-containing protein
ACAH01_RS09325,WP_170094267.1,Zn-ribbon domain-containing OB-fold protein
ACAH01_RS09330,WP_372478991.1,thiolase family protein
ACAH01_RS09335,WP_240936967.1,hypothetical protein
ACAH01_RS09340,WP_372478992.1,hypothetical protein
ACAH01_RS09345,WP_170094264.1,acyl-CoA carboxylase subunit beta
ACAH01_RS09350,WP_153553319.1,beta-ketoacyl-ACP reductase
ACAH01_RS09355,WP_372478993.1,alpha-1 4-glucan-protein synthase
ACAH01_RS09360,WP_170094261.1,extracellular solute-binding protein
ACAH01_RS09365,WP_170094260.1,iron ABC transporter permease
ACAH01_RS09370,WP_372478994.1,ABC transporter ATP-binding protein
ACAH01_RS09375,WP_372478995.1,hypothetical protein
ACAH01_RS09380,WP_372478996.1,gluconate 2-dehydrogenase subunit 3 family protein
ACAH01_RS09385,WP_372478997.1,dolichyl-phosphate hexose transferase
ACAH01_RS09390,WP_170094255.1,HTH-type sugar sensing transcriptional regulator TrmB
ACAH01_RS09395,WP_170094254.1,glucose 1-dehydrogenase
ACAH01_RS09400,WP_372478998.1,Gfo/Idh/MocA family protein
ACAH01_RS09405,WP_372478999.1,hypothetical protein
ACAH01_RS09410,WP_170094251.1,ABC transporter ATP-binding protein
ACAH01_RS09415,WP_372479001.1,carbohydrate ABC transporter permease
ACAH01_RS09420,WP_170094249.1,carbohydrate ABC transporter permease
ACAH01_RS09425,WP_372479002.1,extracellular solute-binding protein
ACAH01_RS09430,WP_372479004.1,serine/threonine protein kinase
ACAH01_RS09435,WP_372479005.1,hypothetical protein
ACAH01_RS09440,WP_372479006.1,IS5 family transposase
ACAH01_RS09445,WP_153553336.1,TrmB family transcriptional regulator
ACAH01_RS09450,WP_170094247.1,hypothetical protein
ACAH01_RS09455,WP_170094246.1,transcriptional regulator GfcR
ACAH01_RS09460,WP_372479007.1,alpha-glucosidase
ACAH01_RS09465,WP_372479008.1,M24 family metallopeptidase
ACAH01_RS09470,WP_372479009.1,Gfo/Idh/MocA family protein
ACAH01_RS09475,WP_372479010.1,TIGR00266 family protein
ACAH01_RS09480,WP_372479011.1,sugar phosphate isomerase/epimerase family protein
ACAH01_RS09485,WP_372479012.1,methyl-accepting chemotaxis protein
ACAH01_RS09490,WP_170094239.1,mandelate racemase/muconate lactonizing enzyme family protein
ACAH01_RS09495,WP_170094238.1,class I SAM-dependent methyltransferase
ACAH01_RS09500,WP_372479013.1,1%2C4-dihydroxy-2-naphthoyl-CoA synthase
ACAH01_RS09505,WP_208627971.1,DoxX family protein
ACAH01_RS09510,WP_372479014.1,1%2C4-dihydroxy-2-naphthoate polyprenyltransferase
ACAH01_RS09515,WP_372479015.1,mandelate racemase/muconate lactonizing enzyme family protein
ACAH01_RS09520,WP_372479016.1,AMP-binding protein
ACAH01_RS09525,WP_208627967.1,mechanosensitive ion channel domain-containing protein
ACAH01_RS09530,WP_170094231.1,diadenylate cyclase DacZ
ACAH01_RS09535,WP_372479017.1,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
ACAH01_RS09540,WP_170094229.1,hypothetical protein
ACAH01_RS09545,WP_372479018.1,sensor histidine kinase
ACAH01_RS09555,WP_372479019.1,MOSC domain-containing protein
ACAH01_RS09560,WP_018256069.1,cyclin
ACAH01_RS09565,WP_170094226.1,phosphopantetheine adenylyltransferase
ACAH01_RS09570,WP_372479020.1,helix-turn-helix domain-containing protein
ACAH01_RS09575,WP_372479021.1,glutamate--cysteine ligase
ACAH01_RS09580,WP_170094223.1,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
ACAH01_RS09585,WP_153553359.1,NOP5/NOP56 family protein
ACAH01_RS09590,WP_170094221.1,long-chain fatty acid--CoA ligase
ACAH01_RS09595,WP_372479022.1,DASH family cryptochrome
ACAH01_RS09600,WP_372479023.1,SpoVR family protein
ACAH01_RS09605,WP_170094216.1,YeaH/YhbH family protein
ACAH01_RS09610,WP_372479024.1,PrkA family serine protein kinase
ACAH01_RS09615,WP_372479025.1,PrkA family serine protein kinase
ACAH01_RS09620,WP_170094213.1,DUF5820 family protein
ACAH01_RS09625,WP_372479026.1,ATP-binding protein
ACAH01_RS09630,WP_372479027.1,PAS domain-containing protein
ACAH01_RS09635,WP_153553373.1,UPF0179 family protein
ACAH01_RS09640,WP_208627950.1,succinylglutamate desuccinylase/aspartoacylase family protein
ACAH01_RS09645,WP_170094209.1,DUF309 domain-containing protein
ACAH01_RS09650,WP_170094208.1,DUF4187 domain-containing protein
ACAH01_RS09660,WP_372479028.1,hypothetical protein
ACAH01_RS09665,WP_170094207.1,inositol monophosphatase
ACAH01_RS09670,WP_372479029.1,DUF63 family protein
ACAH01_RS09675,WP_372479030.1,hypothetical protein
ACAH01_RS09680,WP_372479031.1,YcaO-like family protein
ACAH01_RS09685,WP_153553382.1,transcriptional regulator TbsP
ACAH01_RS09690,WP_170094203.1,hypothetical protein
ACAH01_RS09695,WP_372479032.1,serine hydroxymethyltransferase
ACAH01_RS09700,WP_372479033.1,metal-dependent hydrolase
ACAH01_RS09705,WP_372479034.1,AI-2E family transporter
ACAH01_RS09710,WP_372479035.1,NAD-dependent succinate-semialdehyde dehydrogenase
ACAH01_RS09715,WP_372479036.1,acetolactate synthase large subunit
ACAH01_RS09720,WP_372479037.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
ACAH01_RS09725,WP_170094200.1,NUDIX domain-containing protein
ACAH01_RS09730,WP_170094199.1,TFIIB-type zinc ribbon-containing protein
ACAH01_RS09735,WP_170094198.1,hypothetical protein
ACAH01_RS09740,WP_015763165.1,PadR family transcriptional regulator
ACAH01_RS09745,WP_170094197.1,AI-2E family transporter
ACAH01_RS09750,WP_372479038.1,MgtC/SapB family protein
ACAH01_RS09755,WP_372479039.1,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
ACAH01_RS09760,WP_208627935.1,digeranylgeranylglycerophospholipid reductase
ACAH01_RS09765,WP_170094193.1,multidrug efflux SMR transporter
ACAH01_RS09770,WP_372479040.1,TrmB family transcriptional regulator
ACAH01_RS09775,WP_153553395.1,hypothetical protein
ACAH01_RS09780,WP_372479041.1,A/G-specific adenine glycosylase
ACAH01_RS09785,WP_372479042.1,hypothetical protein
ACAH01_RS09790,WP_372479043.1,NADPH-dependent FMN reductase
ACAH01_RS09795,WP_372479044.1,lysostaphin resistance A-like protein
ACAH01_RS09800,WP_372479045.1,hypothetical protein
ACAH01_RS09805,WP_372479046.1,YIP1 family protein
ACAH01_RS09810,WP_170094178.1,hypothetical protein
ACAH01_RS09815,WP_372479048.1,OB-fold nucleic acid binding domain-containing protein
ACAH01_RS09820,WP_372479049.1,hypothetical protein
ACAH01_RS09825,WP_372479050.1,cupin domain-containing protein
ACAH01_RS09830,WP_372479051.1,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3
ACAH01_RS09835,WP_372479052.1,MBL fold metallo-hydrolase
ACAH01_RS09840,WP_372479053.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS09845,WP_170094172.1,ribosome rescue protein RqcH
ACAH01_RS09850,WP_170094171.1,hypothetical protein
ACAH01_RS09855,WP_153553412.1,50S ribosomal protein L11
ACAH01_RS09860,WP_153553413.1,50S ribosomal protein L1
ACAH01_RS09865,WP_372479054.1,50S ribosomal protein L10
ACAH01_RS09870,WP_372479055.1,50S ribosomal protein P1
ACAH01_RS09875,WP_372479056.1,tripartite tricarboxylate transporter permease
ACAH01_RS09880,WP_372479057.1,magnesium/cobalt transporter CorA
ACAH01_RS09885,WP_372479058.1,cysteine--tRNA ligase
ACAH01_RS09890,WP_372479059.1,hypothetical protein
ACAH01_RS09895,WP_153553420.1,CbiX/SirB N-terminal domain-containing protein
ACAH01_RS09900,WP_372479060.1,DR2241 family protein
ACAH01_RS09905,WP_372479061.1,hypothetical protein
ACAH01_RS09910,WP_049940806.1,methytransferase partner Trm112
ACAH01_RS09915,WP_372479062.1,adenylosuccinate synthase
ACAH01_RS09920,WP_153553424.1,hypothetical protein
ACAH01_RS09925,WP_372479063.1,hypothetical protein
ACAH01_RS09930,WP_208627912.1,hypothetical protein
ACAH01_RS09935,WP_170094159.1,DUF6684 family protein
ACAH01_RS09940,WP_372479064.1,cytochrome c oxidase subunit I
ACAH01_RS09945,WP_170094157.1,cox cluster protein
ACAH01_RS09950,WP_170094156.1,acetate--CoA ligase
ACAH01_RS09955,WP_372479065.1,hypothetical protein
ACAH01_RS09960,WP_372479066.1,methylmalonyl-CoA mutase
ACAH01_RS09965,WP_372479067.1,CBS domain-containing protein
ACAH01_RS09970,WP_170094152.1,DHH family phosphoesterase
ACAH01_RS09975,WP_153553435.1,HTH-type transcriptional regulator LrpA1
ACAH01_RS09980,WP_015763116.1,thiamine pyrophosphate-dependent enzyme
ACAH01_RS09985,WP_372479068.1,2-oxoacid:acceptor oxidoreductase subunit alpha
ACAH01_RS09990,WP_372479069.1,DICT sensory domain-containing protein
ACAH01_RS09995,WP_372479070.1,acyl-CoA dehydrogenase family protein
ACAH01_RS10000,WP_170094147.1,chemotaxis protein CheC
ACAH01_RS10005,WP_372479071.1,O-methyltransferase
ACAH01_RS10010,WP_372479072.1,BtpA/SgcQ family protein
ACAH01_RS10015,WP_372479073.1,thioredoxin family protein
ACAH01_RS10020,WP_153553443.1,hypothetical protein
ACAH01_RS10025,WP_372479074.1,Lrp/AsnC family transcriptional regulator
ACAH01_RS10030,WP_372479075.1,pyridoxal phosphate-dependent aminotransferase
ACAH01_RS10035,WP_170094142.1,type II/IV secretion system ATPase subunit
ACAH01_RS10040,WP_372479076.1,type II secretion system F family protein
ACAH01_RS10045,WP_372479077.1,hypothetical protein
ACAH01_RS10050,WP_372479078.1,hypothetical protein
ACAH01_RS10055,WP_372479079.1,hypothetical protein
ACAH01_RS10060,WP_244257036.1,hypothetical protein
ACAH01_RS10065,WP_372479080.1,hypothetical protein
ACAH01_RS10070,WP_372479081.1,IS6 family transposase
ACAH01_RS10075,WP_244257021.1,CARDB domain-containing protein
ACAH01_RS10085,WP_372479082.1,hypothetical protein
ACAH01_RS10090,WP_372479084.1,hypothetical protein
ACAH01_RS10095,WP_372479085.1,hypothetical protein
ACAH01_RS10100,WP_372479086.1,hypothetical protein
ACAH01_RS10105,WP_372479087.1,hypothetical protein
ACAH01_RS10110,WP_372479088.1,hypothetical protein
ACAH01_RS10115,WP_170094125.1,30S ribosomal protein S15
ACAH01_RS10120,WP_170094124.1,hypothetical protein
ACAH01_RS10125,WP_170094123.1,KEOPS complex subunit Pcc1
ACAH01_RS10130,WP_153553458.1,30S ribosomal protein S3ae
ACAH01_RS10135,WP_372479089.1,GNAT family N-acetyltransferase
ACAH01_RS10140,WP_372479090.1,plastocyanin/azurin family copper-binding protein
ACAH01_RS10145,WP_372479091.1,phosphomevalonate decarboxylase MvaD
ACAH01_RS10150,WP_372479092.1,YqcI/YcgG family protein
ACAH01_RS10155,WP_372479093.1,cysteine hydrolase family protein
ACAH01_RS10160,WP_372479094.1,N-acetyltransferase family protein
ACAH01_RS10165,WP_372479095.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS10170,WP_372479096.1,mRNA surveillance protein pelota
ACAH01_RS10175,WP_372479097.1,GAF domain-containing protein
ACAH01_RS10180,WP_372479099.1,MBL fold metallo-hydrolase
ACAH01_RS10185,WP_372479100.1,ArsR/SmtB family transcription factor
ACAH01_RS10190,WP_170094111.1,dihydrodipicolinate synthase family protein
ACAH01_RS10195,WP_372479101.1,ATP-dependent helicase
ACAH01_RS10200,WP_372479102.1,hypothetical protein
ACAH01_RS10205,WP_372479103.1,hypothetical protein
ACAH01_RS10210,WP_170094109.1,PH domain-containing protein
ACAH01_RS10215,WP_372479104.1,PH domain-containing protein
ACAH01_RS10220,WP_372479105.1,AAA domain-containing protein
ACAH01_RS10225,WP_372479106.1,AAA family ATPase
ACAH01_RS10230,WP_372479107.1,glycosyl transferase
ACAH01_RS10235,WP_372479108.1,DUF58 domain-containing protein
ACAH01_RS10240,WP_372479109.1,hypothetical protein
ACAH01_RS10245,WP_372479110.1,DUF4129 domain-containing protein
ACAH01_RS10250,WP_372479111.1,hypothetical protein
ACAH01_RS10255,WP_015763059.1,hypothetical protein
ACAH01_RS10260,WP_372479113.1,DUF6517 family protein
ACAH01_RS10265,WP_153553229.1,zinc-dependent metalloprotease
ACAH01_RS10270,WP_372479114.1,hypothetical protein
ACAH01_RS10275,WP_153553227.1,hypothetical protein
ACAH01_RS10280,WP_372479115.1,hypothetical protein
ACAH01_RS10285,WP_372479081.1,IS6 family transposase
ACAH01_RS10290,WP_170094097.1,M20/M25/M40 family metallo-hydrolase
ACAH01_RS10295,WP_015763052.1,LSM domain-containing protein
ACAH01_RS10300,WP_015763051.1,50S ribosomal protein L37e
ACAH01_RS10305,WP_170094096.1,amidophosphoribosyltransferase
ACAH01_RS10310,WP_170094095.1,DUF420 domain-containing protein
ACAH01_RS10315,WP_372479116.1,thioredoxin-dependent thiol peroxidase
ACAH01_RS10320,WP_372479117.1,class I SAM-dependent methyltransferase
ACAH01_RS10325,WP_372479118.1,hypothetical protein
ACAH01_RS10330,WP_240937023.1,hypothetical protein
ACAH01_RS10335,WP_372479119.1,CDC48 family AAA ATPase
ACAH01_RS10340,WP_153553217.1,hypothetical protein
ACAH01_RS10345,WP_372479120.1,alpha/beta fold hydrolase
ACAH01_RS10350,WP_170094087.1,CPBP family intramembrane glutamic endopeptidase
ACAH01_RS10355,WP_170094086.1,3-methyl-2-oxobutanoate hydroxymethyltransferase
ACAH01_RS10360,WP_170094085.1,DUF5822 domain-containing protein
