Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HM|WP_372480436.1,HM,WP_372480436.1,None
HM|WP_372480437.1,HM,WP_372480437.1,None
HM|WP_372480439.1,HM,WP_372480439.1,None
HM|WP_372480440.1,HM,WP_372480440.1,None
HM|WP_372480442.1,HM,WP_372480442.1,None
HM|WP_372480443.1,HM,WP_372480443.1,None
HM|WP_372480444.1,HM,WP_372480444.1,None
HM|WP_372480446.1,HM,WP_372480446.1,None
HM|WP_372480448.1,HM,WP_372480448.1,None
HM|WP_372480449.1,HM,WP_372480449.1,None
HM|WP_372480452.1,HM,WP_372480452.1,None
HM|WP_372480453.1,HM,WP_372480453.1,None
HM|WP_372480454.1,HM,WP_372480454.1,None
HM|WP_372480456.1,HM,WP_372480456.1,None
HM|WP_372480458.1,HM,WP_372480458.1,None
HM|WP_372480462.1,HM,WP_372480462.1,None
HM|WP_372480465.1,HM,WP_372480465.1,None
HM|WP_372480477.1,HM,WP_372480477.1,None
HM|WP_372480481.1,HM,WP_372480481.1,None
HM|WP_372480482.1,HM,WP_372480482.1,None
HM|WP_372480484.1,HM,WP_372480484.1,None
HM|WP_372480485.1,HM,WP_372480485.1,None
HM|WP_372480486.1,HM,WP_372480486.1,None
HM|WP_372480487.1,HM,WP_372480487.1,None
HM|WP_372480488.1,HM,WP_372480488.1,None
HM|WP_372480491.1,HM,WP_372480491.1,None
HM|WP_372480497.1,HM,WP_372480497.1,None
HM|WP_372480502.1,HM,WP_372480502.1,None
HM|WP_372480504.1,HM,WP_372480504.1,None
HM|WP_372480505.1,HM,WP_372480505.1,None
HM|WP_372480507.1,HM,WP_372480507.1,None
HM|WP_372480508.1,HM,WP_372480508.1,None
HM|WP_372480509.1,HM,WP_372480509.1,None
HM|WP_372480510.1,HM,WP_372480510.1,None
HM|WP_372480513.1,HM,WP_372480513.1,None
HM|WP_372480517.1,HM,WP_372480517.1,None
HM|WP_372480521.1,HM,WP_372480521.1,None
HM|WP_372480522.1,HM,WP_372480522.1,None
HM|WP_372480528.1,HM,WP_372480528.1,None
HM|WP_372480529.1,HM,WP_372480529.1,None
HM|WP_372480532.1,HM,WP_372480532.1,None
HM|WP_372480533.1,HM,WP_372480533.1,None
HM|WP_372480534.1,HM,WP_372480534.1,None
HM|WP_372480537.1,HM,WP_372480537.1,None
HM|WP_372480538.1,HM,WP_372480538.1,None
HM|WP_372480542.1,HM,WP_372480542.1,None
HM|WP_372480551.1,HM,WP_372480551.1,None
HM|WP_372480556.1,HM,WP_372480556.1,None
HM|WP_372480558.1,HM,WP_372480558.1,None
HM|WP_372480559.1,HM,WP_372480559.1,None
HM|WP_372480564.1,HM,WP_372480564.1,None
HM|WP_372480569.1,HM,WP_372480569.1,None
HM|WP_372480572.1,HM,WP_372480572.1,None
HM|WP_372480574.1,HM,WP_372480574.1,None
HM|WP_372480576.1,HM,WP_372480576.1,None
HM|WP_372480578.1,HM,WP_372480578.1,None
HM|WP_372480581.1,HM,WP_372480581.1,None
HM|WP_372480582.1,HM,WP_372480582.1,None
HM|WP_372480584.1,HM,WP_372480584.1,None
HM|WP_372480585.1,HM,WP_372480585.1,None
HM|WP_372480586.1,HM,WP_372480586.1,None
HM|WP_372480587.1,HM,WP_372480587.1,None
HM|WP_372480589.1,HM,WP_372480589.1,None
HM|WP_372480591.1,HM,WP_372480591.1,None
HM|WP_372480595.1,HM,WP_372480595.1,None
HM|WP_372480596.1,HM,WP_372480596.1,None
HM|WP_372480597.1,HM,WP_372480597.1,None
HM|WP_372480603.1,HM,WP_372480603.1,None
HM|WP_372480605.1,HM,WP_372480605.1,None
HM|WP_372480606.1,HM,WP_372480606.1,None
HM|WP_372480611.1,HM,WP_372480611.1,None
HM|WP_372480613.1,HM,WP_372480613.1,None
HM|WP_372480616.1,HM,WP_372480616.1,None
HM|WP_372480617.1,HM,WP_372480617.1,None
HM|WP_372480626.1,HM,WP_372480626.1,None
HM|WP_372480627.1,HM,WP_372480627.1,None
HM|WP_372480629.1,HM,WP_372480629.1,None
HM|WP_372480630.1,HM,WP_372480630.1,None
HM|WP_372480634.1,HM,WP_372480634.1,None
HM|WP_372480635.1,HM,WP_372480635.1,None
HM|WP_372480636.1,HM,WP_372480636.1,None
HM|WP_372480637.1,HM,WP_372480637.1,None
HM|WP_372480640.1,HM,WP_372480640.1,None
HM|WP_372480642.1,HM,WP_372480642.1,None
HM|WP_372480643.1,HM,WP_372480643.1,None
HM|WP_372480651.1,HM,WP_372480651.1,None
HM|WP_372480652.1,HM,WP_372480652.1,None
HM|WP_372480653.1,HM,WP_372480653.1,None
HM|WP_372480657.1,HM,WP_372480657.1,None
HM|WP_372480658.1,HM,WP_372480658.1,None
HM|WP_372480659.1,HM,WP_372480659.1,None
HM|WP_372480660.1,HM,WP_372480660.1,None
HM|WP_372480662.1,HM,WP_372480662.1,None
HM|WP_372480665.1,HM,WP_372480665.1,None
HM|WP_372480669.1,HM,WP_372480669.1,None
HM|WP_372480671.1,HM,WP_372480671.1,None
HM|WP_372480675.1,HM,WP_372480675.1,None
HM|WP_372480676.1,HM,WP_372480676.1,None
HM|WP_372480677.1,HM,WP_372480677.1,None
HM|WP_372480681.1,HM,WP_372480681.1,None
HM|WP_372480683.1,HM,WP_372480683.1,None
HM|WP_372480684.1,HM,WP_372480684.1,None
HM|WP_372480685.1,HM,WP_372480685.1,None
HM|WP_372480688.1,HM,WP_372480688.1,None
HM|WP_372480690.1,HM,WP_372480690.1,None
HM|WP_372480692.1,HM,WP_372480692.1,None
HM|WP_372480693.1,HM,WP_372480693.1,None
HM|WP_372480694.1,HM,WP_372480694.1,None
HM|WP_372480698.1,HM,WP_372480698.1,None
HM|WP_372480700.1,HM,WP_372480700.1,None
HM|WP_372480705.1,HM,WP_372480705.1,None
HM|WP_372480708.1,HM,WP_372480708.1,None
HM|WP_372480713.1,HM,WP_372480713.1,None
HM|WP_372480717.1,HM,WP_372480717.1,None
HM|WP_372480718.1,HM,WP_372480718.1,None
HM|WP_372480723.1,HM,WP_372480723.1,None
HM|WP_372480725.1,HM,WP_372480725.1,None
HM|WP_372480726.1,HM,WP_372480726.1,None
HM|WP_372480728.1,HM,WP_372480728.1,None
HM|WP_372480736.1,HM,WP_372480736.1,None
HM|WP_372480740.1,HM,WP_372480740.1,None
HM|WP_372480746.1,HM,WP_372480746.1,None
HM|WP_372480750.1,HM,WP_372480750.1,None
HM|WP_372480758.1,HM,WP_372480758.1,None
HM|WP_372480762.1,HM,WP_372480762.1,None
HM|WP_372480763.1,HM,WP_372480763.1,None
HM|WP_372480764.1,HM,WP_372480764.1,None
HM|WP_372480767.1,HM,WP_372480767.1,None
HM|WP_372480770.1,HM,WP_372480770.1,None
HM|WP_372480771.1,HM,WP_372480771.1,None
HM|WP_372480772.1,HM,WP_372480772.1,None
HM|WP_372480776.1,HM,WP_372480776.1,None
HM|WP_372480789.1,HM,WP_372480789.1,None
HM|WP_372480792.1,HM,WP_372480792.1,None
HM|WP_372480796.1,HM,WP_372480796.1,None
HM|WP_372480798.1,HM,WP_372480798.1,None
HM|WP_372480802.1,HM,WP_372480802.1,None
HM|WP_372480807.1,HM,WP_372480807.1,None
HM|WP_372480809.1,HM,WP_372480809.1,None
HM|WP_372480810.1,HM,WP_372480810.1,None
HM|WP_372480813.1,HM,WP_372480813.1,None
HM|WP_372480816.1,HM,WP_372480816.1,None
HM|WP_372480820.1,HM,WP_372480820.1,None
HM|WP_372480823.1,HM,WP_372480823.1,None
HM|WP_372480828.1,HM,WP_372480828.1,None
HM|WP_372480829.1,HM,WP_372480829.1,None
HM|WP_372480831.1,HM,WP_372480831.1,None
HM|WP_372480832.1,HM,WP_372480832.1,None
HM|WP_372480836.1,HM,WP_372480836.1,None
HM|WP_372480838.1,HM,WP_372480838.1,None
HM|WP_372480840.1,HM,WP_372480840.1,None
HM|WP_372480841.1,HM,WP_372480841.1,None
HM|WP_372480842.1,HM,WP_372480842.1,None
HM|WP_372480850.1,HM,WP_372480850.1,None
HM|WP_372480853.1,HM,WP_372480853.1,None
HM|WP_372480856.1,HM,WP_372480856.1,None
HM|WP_372480857.1,HM,WP_372480857.1,None
HM|WP_372480860.1,HM,WP_372480860.1,None
HM|WP_372480862.1,HM,WP_372480862.1,None
HM|WP_372480863.1,HM,WP_372480863.1,None
HM|WP_372480864.1,HM,WP_372480864.1,None
HM|WP_372480865.1,HM,WP_372480865.1,None
HM|WP_372480866.1,HM,WP_372480866.1,None
HM|WP_372480868.1,HM,WP_372480868.1,None
HM|WP_372480869.1,HM,WP_372480869.1,None
HM|WP_372480883.1,HM,WP_372480883.1,None
HM|WP_372480887.1,HM,WP_372480887.1,None
HM|WP_372480889.1,HM,WP_372480889.1,None
HM|WP_372480890.1,HM,WP_372480890.1,None
HM|WP_372480891.1,HM,WP_372480891.1,None
HM|WP_372480894.1,HM,WP_372480894.1,None
HM|WP_372480898.1,HM,WP_372480898.1,None
HM|WP_372480901.1,HM,WP_372480901.1,None
HM|WP_372480902.1,HM,WP_372480902.1,None
HM|WP_372480903.1,HM,WP_372480903.1,None
HM|WP_372480904.1,HM,WP_372480904.1,None
HM|WP_372480905.1,HM,WP_372480905.1,None
HM|WP_372480906.1,HM,WP_372480906.1,None
HM|WP_372480907.1,HM,WP_372480907.1,None
HM|WP_372480908.1,HM,WP_372480908.1,None
HM|WP_372480909.1,HM,WP_372480909.1,None
HM|WP_372480910.1,HM,WP_372480910.1,None
HM|WP_372480911.1,HM,WP_372480911.1,None
HM|WP_372480912.1,HM,WP_372480912.1,None
HM|WP_372480913.1,HM,WP_372480913.1,None
HM|WP_372480914.1,HM,WP_372480914.1,None
HM|WP_372480915.1,HM,WP_372480915.1,None
HM|WP_372480916.1,HM,WP_372480916.1,None
HM|WP_372480917.1,HM,WP_372480917.1,None
HM|WP_372480918.1,HM,WP_372480918.1,None
HM|WP_372480920.1,HM,WP_372480920.1,None
HM|WP_372480921.1,HM,WP_372480921.1,None
HM|WP_372480922.1,HM,WP_372480922.1,None
HM|WP_372480923.1,HM,WP_372480923.1,None
HM|WP_372480925.1,HM,WP_372480925.1,None
HM|WP_372480926.1,HM,WP_372480926.1,None
HM|WP_372480927.1,HM,WP_372480927.1,None
HM|WP_372480930.1,HM,WP_372480930.1,None
HM|WP_372480936.1,HM,WP_372480936.1,None
HM|WP_372480938.1,HM,WP_372480938.1,None
HM|WP_372480940.1,HM,WP_372480940.1,None
HM|WP_372480941.1,HM,WP_372480941.1,None
HM|WP_372480942.1,HM,WP_372480942.1,None
HM|WP_372480944.1,HM,WP_372480944.1,None
HM|WP_372480945.1,HM,WP_372480945.1,None
HM|WP_372480946.1,HM,WP_372480946.1,None
HM|WP_372480948.1,HM,WP_372480948.1,None
HM|WP_372480952.1,HM,WP_372480952.1,None
HM|WP_372480954.1,HM,WP_372480954.1,None
