Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HM|WP_372479668.1,HM,WP_372479668.1,HA|WP_014041255.1
HM|WP_372479669.1,HM,WP_372479669.1,HA|WP_064287358.1
HM|WP_372479673.1,HM,WP_372479673.1,HA|WP_014039457.1
HM|WP_372479677.1,HM,WP_372479677.1,HA|WP_420182359.1
HM|WP_372479683.1,HM,WP_372479683.1,HA|WP_014039343.1
HM|WP_372479687.1,HM,WP_372479687.1,HA|WP_420182162.1
HM|WP_372479715.1,HM,WP_372479715.1,HA|WP_014041395.1
HM|WP_372479744.1,HM,WP_372479744.1,HA|WP_420182197.1
HM|WP_372479749.1,HM,WP_372479749.1,HA|WP_014039330.1
HM|WP_372479769.1,HM,WP_372479769.1,HA|WP_008311270.1
HM|WP_372479773.1,HM,WP_372479773.1,HA|WP_151144627.1
HM|WP_372479778.1,HM,WP_372479778.1,HA|WP_014039299.1
HM|WP_372479787.1,HM,WP_372479787.1,HA|WP_008311884.1
HM|WP_372479790.1,HM,WP_372479790.1,HA|WP_050037371.1
HM|WP_372479796.1,HM,WP_372479796.1,HA|WP_044951579.1
HM|WP_372479797.1,HM,WP_372479797.1,HA|WP_014039197.1
HM|WP_372479804.1,HM,WP_372479804.1,HA|WP_014040498.1
HM|WP_372479813.1,HM,WP_372479813.1,HA|WP_050037601.1
HM|WP_372479814.1,HM,WP_372479814.1,HA|WP_420182258.1
HM|WP_372479818.1,HM,WP_372479818.1,HA|WP_420182256.1
HM|WP_372479829.1,HM,WP_372479829.1,HA|WP_420182266.1
HM|WP_372479861.1,HM,WP_372479861.1,HA|WP_420182276.1
HM|WP_372479864.1,HM,WP_372479864.1,HA|WP_050037338.1
HM|WP_372479866.1,HM,WP_372479866.1,HA|WP_420182274.1
HM|WP_372479878.1,HM,WP_372479878.1,HA|WP_191450542.1
HM|WP_372479932.1,HM,WP_372479932.1,HA|WP_014039049.1
HM|WP_372479933.1,HM,WP_372479933.1,HA|WP_050037291.1
HM|WP_372479943.1,HM,WP_372479943.1,HA|WP_014041632.1
HM|WP_372479947.1,HM,WP_372479947.1,HA|WP_420182964.1
HM|WP_372479962.1,HM,WP_372479962.1,HA|WP_014041672.1
HM|WP_372479974.1,HM,WP_372479974.1,HA|WP_014041631.1
HM|WP_372479979.1,HM,WP_372479979.1,HA|WP_014041593.1
HM|WP_372480005.1,HM,WP_372480005.1,HA|WP_420182170.1
HM|WP_372480007.1,HM,WP_372480007.1,HA|WP_014040517.1
HM|WP_372480008.1,HM,WP_372480008.1,HA|WP_420182685.1
HM|WP_372480009.1,HM,WP_372480009.1,HA|WP_420182687.1
HM|WP_372480020.1,HM,WP_372480020.1,HA|WP_420182287.1
HM|WP_372480060.1,HM,WP_372480060.1,HA|WP_014041411.1
HM|WP_372480062.1,HM,WP_372480062.1,HA|WP_014041413.1
HM|WP_372480076.1,HM,WP_372480076.1,HA|WP_014041308.1
HM|WP_372480082.1,HM,WP_372480082.1,HA|WP_420182020.1
HM|WP_372480106.1,HM,WP_372480106.1,HA|WP_420182117.1
HM|WP_372480108.1,HM,WP_372480108.1,HA|WP_420182518.1
HM|WP_372480121.1,HM,WP_372480121.1,HA|WP_170832126.1
HM|WP_372480124.1,HM,WP_372480124.1,HA|WP_050037157.1
HM|WP_372480131.1,HM,WP_372480131.1,HA|WP_420182796.1
HM|WP_372480137.1,HM,WP_372480137.1,HA|WP_050007733.1
HM|WP_372480144.1,HM,WP_372480144.1,HA|WP_420182060.1
HM|WP_372480150.1,HM,WP_372480150.1,HA|WP_420182888.1
HM|WP_372480155.1,HM,WP_372480155.1,HA|WP_014031048.1
HM|WP_372480156.1,HM,WP_372480156.1,HA|WP_014041290.1
HM|WP_372480164.1,HM,WP_372480164.1,HA|WP_336330484.1
HM|WP_372480171.1,HM,WP_372480171.1,HA|WP_050037171.1
HM|WP_372480177.1,HM,WP_372480177.1,HA|WP_146417825.1
HM|WP_372480179.1,HM,WP_372480179.1,HA|WP_004595131.1
HM|WP_372480184.1,HM,WP_372480184.1,HA|WP_014041278.1
HM|WP_372480204.1,HM,WP_372480204.1,HA|WP_420182027.1
HM|WP_372480228.1,HM,WP_372480228.1,HA|WP_014041243.1
HM|WP_372480239.1,HM,WP_372480239.1,HA|WP_050037390.1
HM|WP_372480242.1,HM,WP_372480242.1,HA|WP_050007268.1
HM|WP_372480246.1,HM,WP_372480246.1,HA|WP_050007264.1
HM|WP_372480250.1,HM,WP_372480250.1,HA|WP_014041354.1
HM|WP_372480264.1,HM,WP_372480264.1,HA|WP_420182913.1
HM|WP_372480289.1,HM,WP_372480289.1,HA|WP_420182032.1
HM|WP_372480290.1,HM,WP_372480290.1,HA|WP_151103715.1
HM|WP_372480302.1,HM,WP_372480302.1,HA|WP_420181973.1
HM|WP_372480303.1,HM,WP_372480303.1,HA|WP_050036991.1
HM|WP_372480304.1,HM,WP_372480304.1,HA|WP_420181987.1
HM|WP_372480327.1,HM,WP_372480327.1,HA|WP_151103770.1
HM|WP_372480328.1,HM,WP_372480328.1,HA|WP_420182790.1
HM|WP_372480331.1,HM,WP_372480331.1,HA|WP_050007469.1
HM|WP_372480371.1,HM,WP_372480371.1,HA|WP_420181892.1
HM|WP_372480375.1,HM,WP_372480375.1,HA|WP_420182594.1
HM|WP_372480392.1,HM,WP_372480392.1,HA|WP_151103677.1
HM|WP_372480406.1,HM,WP_372480406.1,HA|WP_008310160.1
HM|WP_372480421.1,HM,WP_372480421.1,HA|WP_420182531.1
HM|WP_372480438.1,HM,WP_372480438.1,HA|WP_420182524.1
HM|WP_372480467.1,HM,WP_372480467.1,HA|WP_420182678.1
HM|WP_372480468.1,HM,WP_372480468.1,HA|WP_420182677.1
HM|WP_372480470.1,HM,WP_372480470.1,HA|WP_151146403.1
HM|WP_372480473.1,HM,WP_372480473.1,HA|WP_420182675.1
HM|WP_372480475.1,HM,WP_372480475.1,HA|WP_014041043.1
HM|WP_372480478.1,HM,WP_372480478.1,HA|WP_050007300.1
HM|WP_372480479.1,HM,WP_372480479.1,HA|WP_014039529.1
HM|WP_372480489.1,HM,WP_372480489.1,HA|WP_420181935.1
HM|WP_372480500.1,HM,WP_372480500.1,HA|WP_420181944.1
HM|WP_372480503.1,HM,WP_372480503.1,HA|WP_014041581.1
HM|WP_372480525.1,HM,WP_372480525.1,HA|WP_151103674.1
HM|WP_372480530.1,HM,WP_372480530.1,HA|WP_420182664.1
HM|WP_372480536.1,HM,WP_372480536.1,HA|WP_064288843.1
HM|WP_372480544.1,HM,WP_372480544.1,HA|WP_420182666.1
HM|WP_372480545.1,HM,WP_372480545.1,HA|WP_146417067.1
HM|WP_372480552.1,HM,WP_372480552.1,HA|WP_014040885.1
HM|WP_372480568.1,HM,WP_372480568.1,HA|WP_014041052.1
HM|WP_372480573.1,HM,WP_372480573.1,HA|WP_023843110.1
HM|WP_372480577.1,HM,WP_372480577.1,HA|WP_420182462.1
HM|WP_372480588.1,HM,WP_372480588.1,HA|WP_420182474.1
HM|WP_372480599.1,HM,WP_372480599.1,HA|WP_014039536.1
HM|WP_372480600.1,HM,WP_372480600.1,HA|WP_014039537.1
HM|WP_372480601.1,HM,WP_372480601.1,HA|WP_050007457.1
HM|WP_372480607.1,HM,WP_372480607.1,HA|WP_050038293.1
HM|WP_372480609.1,HM,WP_372480609.1,HA|WP_014040158.1
HM|WP_372480610.1,HM,WP_372480610.1,HA|WP_050038294.1
HM|WP_372480618.1,HM,WP_372480618.1,HA|WP_129754994.1
HM|WP_372480619.1,HM,WP_372480619.1,HA|WP_023843193.1
HM|WP_372480633.1,HM,WP_372480633.1,HA|WP_014039737.1
HM|WP_372480639.1,HM,WP_372480639.1,HA|WP_165896937.1
HM|WP_372480649.1,HM,WP_372480649.1,HA|WP_064288423.1
HM|WP_372480655.1,HM,WP_372480655.1,HA|WP_420182552.1
HM|WP_372480661.1,HM,WP_372480661.1,HA|WP_420182620.1
HM|WP_372480664.1,HM,WP_372480664.1,HA|WP_014040079.1
HM|WP_372480666.1,HM,WP_372480666.1,HA|WP_014040076.1
HM|WP_372480678.1,HM,WP_372480678.1,HA|WP_420182607.1
HM|WP_372480697.1,HM,WP_372480697.1,HA|WP_420182592.1
HM|WP_372480699.1,HM,WP_372480699.1,HA|WP_014040025.1
HM|WP_372480710.1,HM,WP_372480710.1,HA|WP_420182578.1
HM|WP_372480727.1,HM,WP_372480727.1,HA|WP_420182122.1
HM|WP_372480729.1,HM,WP_372480729.1,HA|WP_014039786.1
HM|WP_372480731.1,HM,WP_372480731.1,HA|WP_014039779.1
HM|WP_372480732.1,HM,WP_372480732.1,HA|WP_044951721.1
HM|WP_372480743.1,HM,WP_372480743.1,HA|WP_014039760.1
HM|WP_372480747.1,HM,WP_372480747.1,HA|WP_420182498.1
HM|WP_372480749.1,HM,WP_372480749.1,HA|WP_420182485.1
HM|WP_372480755.1,HM,WP_372480755.1,HA|WP_146417528.1
HM|WP_372480761.1,HM,WP_372480761.1,HA|WP_420182582.1
HM|WP_372480769.1,HM,WP_372480769.1,HA|WP_014039924.1
HM|WP_372480773.1,HM,WP_372480773.1,HA|WP_146417265.1
HM|WP_372480775.1,HM,WP_372480775.1,HA|WP_146418065.1
HM|WP_372480777.1,HM,WP_372480777.1,HA|WP_146418067.1
HM|WP_372480778.1,HM,WP_372480778.1,HA|WP_151103485.1
HM|WP_372480780.1,HM,WP_372480780.1,HA|WP_420181793.1
HM|WP_372480781.1,HM,WP_372480781.1,HA|WP_420181792.1
HM|WP_372480788.1,HM,WP_372480788.1,HA|WP_050037113.1
HM|WP_372480793.1,HM,WP_372480793.1,HA|WP_129755427.1
HM|WP_372480794.1,HM,WP_372480794.1,HA|WP_050007157.1
HM|WP_372480805.1,HM,WP_372480805.1,HA|WP_014039103.1
HM|WP_372480811.1,HM,WP_372480811.1,HA|WP_420182353.1
HM|WP_372480814.1,HM,WP_372480814.1,HA|WP_014039077.1
HM|WP_372480817.1,HM,WP_372480817.1,HA|WP_420181829.1
HM|WP_372480845.1,HM,WP_372480845.1,HA|WP_014030918.1
HM|WP_372480859.1,HM,WP_372480859.1,HA|WP_420182954.1
HM|WP_372480875.1,HM,WP_372480875.1,HA|WP_151104196.1
HM|WP_372480895.1,HM,WP_372480895.1,HA|WP_014031033.1
HM|WP_372480928.1,HM,WP_372480928.1,HA|WP_151148362.1
